###################################################
# Classe 19 : K = 6, M = 2, T = 8, N = 5
# Exemplo: 5.   Nome do arquivo: c19ex05.dat          Semente: 9789

global Q1 = 1e5
5 1 8 18.791;
5 2 1 22.54;
5 2 2 22.54;
5 2 3 22.54;
5 2 4 22.54;
5 2 5 22.54;
5 2 6 22.54;
5 2 7 22.54;
5 2 8 22.54;
6 1 1 25.164;
6 1 2 25.164;
6 1 3 25.164;
6 1 4 25.164;
6 1 5 25.164;
6 1 6 25.164;
6 1 7 25.164;
6 1 8 25.164;
6 2 1 15.456;
6 2 2 15.456;
6 2 3 15.456;
6 2 4 15.456;
6 2 5 15.456;
6 2 6 15.456;
6 2 7 15.456;
6 2 8 15.456;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.013;
1 1 2 0.013;
1 1 3 0.013;
1 1 4 0.013;
1 1 5 0.013;
1 1 6 0.013;
1 1 7 0.013;
1 1 8 0.013;
1 2 1 0.011;
1 2 2 0.011;
1 2 3 0.011;
1 2 4 0.011;
1 2 5 0.011;
1 2 6 0.011;
1 2 7 0.011;
1 2 8 0.011;
2 1 1 0.008;
2 1 2 0.008;
2 1 3 0.008;
2 1 4 0.008;
2 1 5 0.008;
2 1 6 0.008;
2 1 7 0.008;
2 1 8 0.008;
2 2 1 0.007;
2 2 2 0.007;
2 2 3 0.007;
2 2 4 0.007;
2 2 5 0.007;
2 2 6 0.007;
2 2 7 0.007;
2 2 8 0.007;
3 1 1 0.012;
3 1 2 0.012;
3 1 3 0.012;
3 1 4 0.012;
3 1 5 0.012;
3 1 6 0.012;
3 1 7 0.012;
3 1 8 0.012;
3 2 1 0.01;
3 2 2 0.01;
3 2 3 0.01;
3 2 4 0.01;
3 2 5 0.01;
3 2 6 0.01;
3 2 7 0.01;
3 2 8 0.01;
4 1 1 0.01;
4 1 2 0.01;
4 1 3 0.01;
4 1 4 0.01;
4 1 5 0.01;
4 1 6 0.01;
4 1 7 0.01;
4 1 8 0.01;
4 2 1 0.009;
4 2 2 0.009;
4 2 3 0.009;
4 2 4 0.009;
4 2 5 0.009;
4 2 6 0.009;
4 2 7 0.009;
4 2 8 0.009;
5 1 1 0.009;
5 1 2 0.009;
5 1 3 0.009;
5 1 4 0.009;
5 1 5 0.009;
5 1 6 0.009;
5 1 7 0.009;
5 1 8 0.009;
5 2 1 0.008;
5 2 2 0.008;
5 2 3 0.008;
5 2 4 0.008;
5 2 5 0.008;
5 2 6 0.008;
5 2 7 0.008;
5 2 8 0.008;
6 1 1 0.009;
6 1 2 0.009;
6 1 3 0.009;
6 1 4 0.009;
6 1 5 0.009;
6 1 6 0.009;
6 1 7 0.009;
6 1 8 0.009;
6 2 1 0.008;
6 2 2 0.008;
6 2 3 0.008;
6 2 4 0.008;
6 2 5 0.008;
6 2 6 0.008;
6 2 7 0.008;
6 2 8 0.008;
]

# cz: custo de setup por bobina mestre
global c_z = [
1 1 1 0.76;
1 1 2 0.76;
1 1 3 0.76;
1 1 4 0.76;
1 1 5 0.76;
1 1 6 0.76;
1 1 7 0.76;
1 1 8 0.76;
1 2 1 1.026;
1 2 2 1.026;
1 2 3 1.026;
1 2 4 1.026;
1 2 5 1.026;
1 2 6 1.026;
1 2 7 1.026;
1 2 8 1.026;
2 1 1 0.875;
2 1 2 0.875;
2 1 3 0.875;
2 1 4 0.875;
2 1 5 0.875;
2 1 6 0.875;
2 1 7 0.875;
2 1 8 0.875;
2 2 1 0.714;
2 2 2 0.714;
2 2 3 0.714;
2 2 4 0.714;
2 2 5 0.714;
2 2 6 0.714;
2 2 7 0.714;
2 2 8 0.714;
3 1 1 0.719;
3 1 2 0.719;
3 1 3 0.719;
3 1 4 0.719;
3 1 5 0.719;
3 1 6 0.719;
3 1 7 0.719;
3 1 8 0.719;
3 2 1 0.592;
3 2 2 0.592;
3 2 3 0.592;
3 2 4 0.592;
3 2 5 0.592;
3 2 6 0.592;
3 2 7 0.592;
3 2 8 0.592;
4 1 1 0.928;
4 1 2 0.928;
4 1 3 0.928;
4 1 4 0.928;
4 1 5 0.928;
4 1 6 0.928;
4 1 7 0.928;
4 1 8 0.928;
4 2 1 0.936;
4 2 2 0.936;
4 2 3 0.936;
4 2 4 0.936;
4 2 5 0.936;
4 2 6 0.936;
4 2 7 0.936;
4 2 8 0.936;
5 1 1 0.94;
5 1 2 0.94;
5 1 3 0.94;
5 1 4 0.94;
5 1 5 0.94;
5 1 6 0.94;
5 1 7 0.94;
5 1 8 0.94;
5 2 1 0.857;
5 2 2 0.857;
5 2 3 0.857;
5 2 4 0.857;
5 2 5 0.857;
5 2 6 0.857;
5 2 7 0.857;
5 2 8 0.857;
6 1 1 1.158;
6 1 2 1.158;
6 1 3 1.158;
6 1 4 1.158;
6 1 5 1.158;
6 1 6 1.158;
6 1 7 1.158;
6 1 8 1.158;
6 2 1 0.665;
6 2 2 0.665;
6 2 3 0.665;
6 2 4 0.665;
6 2 5 0.665;
6 2 6 0.665;
6 2 7 0.665;
6 2 8 0.665;
]

# cy: custo de corte por bobina mestre
global c_y = [
1 1 1 3.677;
1 1 2 3.677;
1 1 3 3.677;
1 1 4 3.677;
1 1 5 3.677;
1 1 6 3.677;
1 1 7 3.677;
1 1 8 3.677;
1 2 1 2.052;
1 2 2 2.052;
1 2 3 2.052;
1 2 4 2.052;
1 2 5 2.052;
1 2 6 2.052;
1 2 7 2.052;
1 2 8 2.052;
2 1 1 2.333;
2 1 2 2.333;
2 1 3 2.333;
2 1 4 2.333;
2 1 5 2.333;
2 1 6 2.333;
2 1 7 2.333;
2 1 8 2.333;
2 2 1 2.197;
2 2 2 2.197;
2 2 3 2.197;
2 2 4 2.197;
2 2 5 2.197;
2 2 6 2.197;
2 2 7 2.197;
2 2 8 2.197;
3 1 1 2.398;
3 1 2 2.398;
3 1 3 2.398;
3 1 4 2.398;
3 1 5 2.398;
3 1 6 2.398;
3 1 7 2.398;
3 1 8 2.398;
3 2 1 2.166;
3 2 2 2.166;
3 2 3 2.166;
3 2 4 2.166;
3 2 5 2.166;
3 2 6 2.166;
3 2 7 2.166;
3 2 8 2.166;
4 1 1 2.888;
4 1 2 2.888;
4 1 3 2.888;
4 1 4 2.888;
4 1 5 2.888;
4 1 6 2.888;
4 1 7 2.888;
4 1 8 2.888;
4 2 1 2.731;
4 2 2 2.731;
4 2 3 2.731;
4 2 4 2.731;
4 2 5 2.731;
4 2 6 2.731;
4 2 7 2.731;
4 2 8 2.731;
5 1 1 1.879;
5 1 2 1.879;
5 1 3 1.879;
5 1 4 1.879;
5 1 5 1.879;
5 1 6 1.879;
5 1 7 1.879;
5 1 8 1.879;
5 2 1 2.254;
5 2 2 2.254;
5 2 3 2.254;
5 2 4 2.254;
5 2 5 2.254;
5 2 6 2.254;
5 2 7 2.254;
5 2 8 2.254;
6 1 1 3.271;
6 1 2 3.271;
6 1 3 3.271;
6 1 4 3.271;
6 1 5 3.271;
6 1 6 3.271;
6 1 7 3.271;
6 1 8 3.271;
6 2 1 1.546;
6 2 2 1.546;
6 2 3 1.546;
6 2 4 1.546;
6 2 5 1.546;
6 2 6 1.546;
6 2 7 1.546;
6 2 8 1.546;
]

# c_e: Custo de estocar um item de largura l_i
global c_e = [
1 1 1 0.006;
1 1 2 0.006;
1 1 3 0.006;
1 1 4 0.006;
1 1 5 0.006;
1 1 6 0.006;
1 1 7 0.006;
1 1 8 0.006;
1 2 1 0.004;
1 2 2 0.004;
1 2 3 0.004;
1 2 4 0.004;
1 2 5 0.004;
1 2 6 0.004;
1 2 7 0.004;
1 2 8 0.004;
1 3 1 0.006;
1 3 2 0.006;
1 3 3 0.006;
1 3 4 0.006;
1 3 5 0.006;
1 3 6 0.006;
1 3 7 0.006;
1 3 8 0.006;
1 4 1 0.005;
1 4 2 0.005;
1 4 3 0.005;
1 4 4 0.005;
1 4 5 0.005;
1 4 6 0.005;
1 4 7 0.005;
1 4 8 0.005;
1 5 1 0.004;
1 5 2 0.004;
1 5 3 0.004;
1 5 4 0.004;
1 5 5 0.004;
1 5 6 0.004;
1 5 7 0.004;
1 5 8 0.004;
1 6 1 0.004;
1 6 2 0.004;
1 6 3 0.004;
1 6 4 0.004;
1 6 5 0.004;
1 6 6 0.004;
1 6 7 0.004;
1 6 8 0.004;
2 1 1 0.006;
2 1 2 0.006;
2 1 3 0.006;
2 1 4 0.006;
2 1 5 0.006;
2 1 6 0.006;
2 1 7 0.006;
2 1 8 0.006;
2 2 1 0.004;
2 2 2 0.004;
2 2 3 0.004;
2 2 4 0.004;
2 2 5 0.004;
2 2 6 0.004;
2 2 7 0.004;
2 2 8 0.004;
2 3 1 0.006;
2 3 2 0.006;
2 3 3 0.006;
2 3 4 0.006;
2 3 5 0.006;
2 3 6 0.006;
2 3 7 0.006;
2 3 8 0.006;
2 4 1 0.005;
2 4 2 0.005;
2 4 3 0.005;
2 4 4 0.005;
2 4 5 0.005;
2 4 6 0.005;
2 4 7 0.005;
2 4 8 0.005;
2 5 1 0.004;
2 5 2 0.004;
2 5 3 0.004;
2 5 4 0.004;
2 5 5 0.004;
2 5 6 0.004;
2 5 7 0.004;
2 5 8 0.004;
2 6 1 0.004;
2 6 2 0.004;
2 6 3 0.004;
2 6 4 0.004;
2 6 5 0.004;
2 6 6 0.004;
2 6 7 0.004;
2 6 8 0.004;
3 1 1 0.006;
3 1 2 0.006;
3 1 3 0.006;
3 1 4 0.006;
3 1 5 0.006;
3 1 6 0.006;
3 1 7 0.006;
3 1 8 0.006;
3 2 1 0.004;
3 2 2 0.004;
3 2 3 0.004;
3 2 4 0.004;
3 2 5 0.004;
3 2 6 0.004;
3 2 7 0.004;
3 2 8 0.004;
3 3 1 0.006;
3 3 2 0.006;
3 3 3 0.006;
3 3 4 0.006;
3 3 5 0.006;
3 3 6 0.006;
3 3 7 0.006;
3 3 8 0.006;
3 4 1 0.005;
3 4 2 0.005;
3 4 3 0.005;
3 4 4 0.005;
3 4 5 0.005;
3 4 6 0.005;
3 4 7 0.005;
3 4 8 0.005;
3 5 1 0.004;
3 5 2 0.004;
3 5 3 0.004;
3 5 4 0.004;
3 5 5 0.004;
3 5 6 0.004;
3 5 7 0.004;
3 5 8 0.004;
3 6 1 0.004;
3 6 2 0.004;
3 6 3 0.004;
3 6 4 0.004;
3 6 5 0.004;
3 6 6 0.004;
3 6 7 0.004;
3 6 8 0.004;
4 1 1 0.006;
4 1 2 0.006;
4 1 3 0.006;
4 1 4 0.006;
4 1 5 0.006;
4 1 6 0.006;
4 1 7 0.006;
4 1 8 0.006;
4 2 1 0.004;
4 2 2 0.004;
4 2 3 0.004;
4 2 4 0.004;
4 2 5 0.004;
4 2 6 0.004;
4 2 7 0.004;
4 2 8 0.004;
4 3 1 0.006;
4 3 2 0.006;
4 3 3 0.006;
4 3 4 0.006;
4 3 5 0.006;
4 3 6 0.006;
4 3 7 0.006;
4 3 8 0.006;
4 4 1 0.005;
4 4 2 0.005;
4 4 3 0.005;
4 4 4 0.005;
4 4 5 0.005;
4 4 6 0.005;
4 4 7 0.005;
4 4 8 0.005;
4 5 1 0.004;
4 5 2 0.004;
4 5 3 0.004;
4 5 4 0.004;
4 5 5 0.004;
4 5 6 0.004;
4 5 7 0.004;
4 5 8 0.004;
4 6 1 0.004;
4 6 2 0.004;
4 6 3 0.004;
4 6 4 0.004;
4 6 5 0.004;
4 6 6 0.004;
4 6 7 0.004;
4 6 8 0.004;
5 1 1 0.006;
5 1 2 0.006;
5 1 3 0.006;
5 1 4 0.006;
5 1 5 0.006;
5 1 6 0.006;
5 1 7 0.006;
5 1 8 0.006;
5 2 1 0.004;
5 2 2 0.004;
5 2 3 0.004;
5 2 4 0.004;
5 2 5 0.004;
5 2 6 0.004;
5 2 7 0.004;
5 2 8 0.004;
5 3 1 0.006;
5 3 2 0.006;
5 3 3 0.006;
5 3 4 0.006;
5 3 5 0.006;
5 3 6 0.006;
5 3 7 0.006;
5 3 8 0.006;
5 4 1 0.005;
5 4 2 0.005;
5 4 3 0.005;
5 4 4 0.005;
5 4 5 0.005;
5 4 6 0.005;
5 4 7 0.005;
5 4 8 0.005;
5 5 1 0.004;
5 5 2 0.004;
5 5 3 0.004;
5 5 4 0.004;
5 5 5 0.004;
5 5 6 0.004;
5 5 7 0.004;
5 5 8 0.004;
5 6 1 0.004;
5 6 2 0.004;
5 6 3 0.004;
5 6 4 0.004;
5 6 5 0.004;
5 6 6 0.004;
5 6 7 0.004;
5 6 8 0.004;
]

# csc: custo de setup do padrão de corte (igual para cada padrão j)
global c_sc = [
1 1 1 0.173;
1 1 2 0.173;
1 1 3 0.173;
1 1 4 0.173;
1 1 5 0.173;
1 1 6 0.173;
1 1 7 0.173;
1 1 8 0.173;
1 2 1 0.096;
1 2 2 0.096;
1 2 3 0.096;
1 2 4 0.096;
1 2 5 0.096;
1 2 6 0.096;
1 2 7 0.096;
1 2 8 0.096;
2 1 1 0.117;
2 1 2 0.117;
2 1 3 0.117;
2 1 4 0.117;
2 1 5 0.117;
2 1 6 0.117;
2 1 7 0.117;
2 1 8 0.117;
2 2 1 0.103;
2 2 2 0.103;
2 2 3 0.103;
2 2 4 0.103;
2 2 5 0.103;
2 2 6 0.103;
2 2 7 0.103;
2 2 8 0.103;
3 1 1 0.089;
3 1 2 0.089;
3 1 3 0.089;
3 1 4 0.089;
3 1 5 0.089;
3 1 6 0.089;
3 1 7 0.089;
3 1 8 0.089;
3 2 1 0.074;
3 2 2 0.074;
3 2 3 0.074;
3 2 4 0.074;
3 2 5 0.074;
3 2 6 0.074;
3 2 7 0.074;
3 2 8 0.074;
4 1 1 0.133;
4 1 2 0.133;
4 1 3 0.133;
4 1 4 0.133;
4 1 5 0.133;
4 1 6 0.133;
4 1 7 0.133;
4 1 8 0.133;
4 2 1 0.09;
4 2 2 0.09;
4 2 3 0.09;
4 2 4 0.09;
4 2 5 0.09;
4 2 6 0.09;
4 2 7 0.09;
4 2 8 0.09;
5 1 1 0.083;
5 1 2 0.083;
5 1 3 0.083;
5 1 4 0.083;
5 1 5 0.083;
5 1 6 0.083;
5 1 7 0.083;
5 1 8 0.083;
5 2 1 0.086;
5 2 2 0.086;
5 2 3 0.086;
5 2 4 0.086;
5 2 5 0.086;
5 2 6 0.086;
5 2 7 0.086;
5 2 8 0.086;
6 1 1 0.16;
6 1 2 0.16;
6 1 3 0.16;
6 1 4 0.16;
6 1 5 0.16;
6 1 6 0.16;
6 1 7 0.16;
6 1 8 0.16;
6 2 1 0.062;
6 2 2 0.062;
6 2 3 0.062;
6 2 4 0.062;
6 2 5 0.062;
6 2 6 0.062;
6 2 7 0.062;
6 2 8 0.062;
]

# Demandas
global d = [
1 1 1 72;
1 1 2 103;
1 1 3 0;
1 1 4 241;
1 1 5 156;
1 1 6 132;
1 1 7 182;
1 1 8 161;
1 2 1 195;
1 2 2 277;
1 2 3 92;
1 2 4 152;
1 2 5 0;
1 2 6 250;
1 2 7 133;
1 2 8 293;
1 3 1 252;
1 3 2 175;
1 3 3 113;
1 3 4 287;
1 3 5 73;
1 3 6 69;
1 3 7 246;
1 3 8 264;
1 4 1 295;
1 4 2 167;
1 4 3 0;
1 4 4 0;
1 4 5 0;
1 4 6 59;
1 4 7 252;
1 4 8 92;
1 5 1 115;
1 5 2 74;
1 5 3 0;
1 5 4 299;
1 5 5 0;
1 5 6 107;
1 5 7 163;
1 5 8 0;
1 6 1 0;
1 6 2 269;
1 6 3 240;
1 6 4 140;
1 6 5 0;
1 6 6 119;
1 6 7 131;
1 6 8 176;
2 1 1 133;
2 1 2 265;
2 1 3 97;
2 1 4 104;
2 1 5 289;
2 1 6 0;
2 1 7 168;
2 1 8 87;
2 2 1 262;
2 2 2 187;
2 2 3 300;
2 2 4 66;
2 2 5 260;
2 2 6 256;
2 2 7 268;
2 2 8 151;
2 3 1 111;
2 3 2 195;
2 3 3 215;
2 3 4 0;
2 3 5 58;
2 3 6 207;
2 3 7 0;
2 3 8 244;
2 4 1 69;
2 4 2 105;
2 4 3 92;
2 4 4 89;
2 4 5 220;
2 4 6 0;
2 4 7 298;
2 4 8 96;
2 5 1 259;
2 5 2 286;
2 5 3 108;
2 5 4 276;
2 5 5 101;
2 5 6 172;
2 5 7 0;
2 5 8 252;
2 6 1 139;
2 6 2 106;
2 6 3 180;
2 6 4 159;
2 6 5 242;
2 6 6 0;
2 6 7 163;
2 6 8 91;
3 1 1 0;
3 1 2 140;
3 1 3 57;
3 1 4 116;
3 1 5 0;
3 1 6 68;
3 1 7 237;
3 1 8 150;
3 2 1 227;
3 2 2 98;
3 2 3 0;
3 2 4 0;
3 2 5 229;
3 2 6 158;
3 2 7 181;
3 2 8 52;
3 3 1 122;
3 3 2 0;
3 3 3 145;
3 3 4 136;
3 3 5 62;
3 3 6 0;
3 3 7 0;
3 3 8 245;
3 4 1 0;
3 4 2 187;
3 4 3 51;
3 4 4 151;
3 4 5 253;
3 4 6 0;
3 4 7 275;
3 4 8 279;
3 5 1 290;
3 5 2 172;
3 5 3 190;
3 5 4 0;
3 5 5 164;
3 5 6 197;
3 5 7 65;
3 5 8 211;
3 6 1 0;
3 6 2 0;
3 6 3 67;
3 6 4 253;
3 6 5 231;
3 6 6 101;
3 6 7 95;
3 6 8 223;
4 1 1 0;
4 1 2 0;
4 1 3 145;
4 1 4 148;
4 1 5 0;
4 1 6 246;
4 1 7 54;
4 1 8 0;
4 2 1 158;
4 2 2 64;
4 2 3 147;
4 2 4 255;
4 2 5 59;
4 2 6 127;
4 2 7 300;
4 2 8 87;
4 3 1 110;
4 3 2 86;
4 3 3 266;
4 3 4 204;
4 3 5 208;
4 3 6 214;
4 3 7 269;
4 3 8 0;
4 4 1 126;
4 4 2 137;
4 4 3 181;
4 4 4 230;
4 4 5 121;
4 4 6 162;
4 4 7 55;
4 4 8 142;
4 5 1 281;
4 5 2 200;
4 5 3 0;
4 5 4 218;
4 5 5 244;
4 5 6 149;
4 5 7 0;
4 5 8 283;
4 6 1 116;
4 6 2 270;
4 6 3 190;
4 6 4 0;
4 6 5 156;
4 6 6 0;
4 6 7 277;
4 6 8 156;
5 1 1 135;
5 1 2 203;
5 1 3 0;
5 1 4 192;
5 1 5 193;
5 1 6 198;
5 1 7 100;
5 1 8 87;
5 2 1 0;
5 2 2 103;
5 2 3 51;
5 2 4 181;
5 2 5 291;
5 2 6 159;
5 2 7 56;
5 2 8 93;
5 3 1 80;
5 3 2 0;
5 3 3 223;
5 3 4 192;
5 3 5 154;
5 3 6 69;
5 3 7 76;
5 3 8 261;
5 4 1 0;
5 4 2 0;
5 4 3 213;
5 4 4 0;
5 4 5 0;
5 4 6 201;
5 4 7 91;
5 4 8 61;
5 5 1 130;
5 5 2 0;
5 5 3 187;
5 5 4 137;
5 5 5 66;
5 5 6 0;
5 5 7 266;
5 5 8 278;
5 6 1 144;
5 6 2 158;
5 6 3 290;
5 6 4 111;
5 6 5 167;
5 6 6 105;
5 6 7 202;
5 6 8 0;
]

# Perda de papel no setup da máquina
global f = [52.92 45.08; 52.92 45.08; 52.92 45.08; 52.92 45.08; 52.92 45.08; 52.92 45.08]

# c: tempo de corte da bobina mestre
global c_km = [52.92 34.96; 25.92 32.2; 29.16 32.2; 31.32 23.0; 45.36 29.44; 51.84 40.48]

# p: tempo de setup do padrão j para a bobina mestre
global p_km = [7.568 4.999; 3.707 4.605; 4.17 4.605; 4.479 3.289; 6.486 4.21; 7.413 5.789]
# Capacidade média de produção por período:
CM = 832014.7500000001

D_kt = [70176.0 147098.0 64508.0 160462.0 122940.0 146168.0 142404.0 90138.0; 153654.0 128122.0 112152.0 141912.0 195452.0 182284.0 189082.0 115996.0; 121998.0 72592.0 210770.0 165010.0 126790.0 115130.0 112534.0 200018.0; 72588.0 109598.0 133652.0 104366.0 123222.0 104316.0 178120.0 139766.0; 226818.0 143552.0 115570.0 171556.0 132106.0 120240.0 109130.0 240486.0; 94594.0 157674.0 201780.0 130240.0 179778.0 65228.0 189046.0 120598.0]


# Capacidade de produção de jumbo
global Cap_p = [449287.0 449287.0 449287.0 449287.0 449287.0 449287.0 449287.0 449287.0; 382726.0 382726.0 382726.0 382726.0 382726.0 382726.0 382726.0 382726.0]

# Capacidade da cortadeira
global Cap_c = [
29709.0;
29709.0;
29709.0;
29709.0;
29709.0;
29709.0;
29709.0;
29709.0;
]
#-----------------------------------------
