###################################################
# Classe 18 : K = 4, M = 2, T = 12, N = 20
# Exemplo: 9.   c18ex09.dat          Semente: 4999
#-----------------------Dados----------------------
global K = 4
2 2 6 0.873;
2 2 7 0.873;
2 2 8 0.873;
2 2 9 0.873;
2 2 10 0.873;
2 2 11 0.873;
2 2 12 0.873;
3 1 1 0.694;
3 1 2 0.694;
3 1 3 0.694;
3 1 4 0.694;
3 1 5 0.694;
3 1 6 0.694;
3 1 7 0.694;
3 1 8 0.694;
3 1 9 0.694;
3 1 10 0.694;
3 1 11 0.694;
3 1 12 0.694;
3 2 1 0.708;
3 2 2 0.708;
3 2 3 0.708;
3 2 4 0.708;
3 2 5 0.708;
3 2 6 0.708;
3 2 7 0.708;
3 2 8 0.708;
3 2 9 0.708;
3 2 10 0.708;
3 2 11 0.708;
3 2 12 0.708;
4 1 1 0.64;
4 1 2 0.64;
4 1 3 0.64;
4 1 4 0.64;
4 1 5 0.64;
4 1 6 0.64;
4 1 7 0.64;
4 1 8 0.64;
4 1 9 0.64;
4 1 10 0.64;
4 1 11 0.64;
4 1 12 0.64;
4 2 1 0.649;
4 2 2 0.649;
4 2 3 0.649;
4 2 4 0.649;
4 2 5 0.649;
4 2 6 0.649;
4 2 7 0.649;
4 2 8 0.649;
4 2 9 0.649;
4 2 10 0.649;
4 2 11 0.649;
4 2 12 0.649;
]

global c_y = [
1 1 1 3.103;
1 1 2 3.103;
1 1 3 3.103;
1 1 4 3.103;
1 1 5 3.103;
1 1 6 3.103;
1 1 7 3.103;
1 1 8 3.103;
1 1 9 3.103;
1 1 10 3.103;
1 1 11 3.103;
1 1 12 3.103;
1 2 1 3.436;
1 2 2 3.436;
1 2 3 3.436;
1 2 4 3.436;
1 2 5 3.436;
1 2 6 3.436;
1 2 7 3.436;
1 2 8 3.436;
1 2 9 3.436;
1 2 10 3.436;
1 2 11 3.436;
1 2 12 3.436;
2 1 1 2.388;
2 1 2 2.388;
2 1 3 2.388;
2 1 4 2.388;
2 1 5 2.388;
2 1 6 2.388;
2 1 7 2.388;
2 1 8 2.388;
2 1 9 2.388;
2 1 10 2.388;
2 1 11 2.388;
2 1 12 2.388;
2 2 1 2.23;
2 2 2 2.23;
2 2 3 2.23;
2 2 4 2.23;
2 2 5 2.23;
2 2 6 2.23;
2 2 7 2.23;
2 2 8 2.23;
2 2 9 2.23;
2 2 10 2.23;
2 2 11 2.23;
2 2 12 2.23;
3 1 1 2.19;
3 1 2 2.19;
3 1 3 2.19;
3 1 4 2.19;
3 1 5 2.19;
3 1 6 2.19;
3 1 7 2.19;
3 1 8 2.19;
3 1 9 2.19;
3 1 10 2.19;
3 1 11 2.19;
3 1 12 2.19;
3 2 1 1.558;
3 2 2 1.558;
3 2 3 1.558;
3 2 4 1.558;
3 2 5 1.558;
3 2 6 1.558;
3 2 7 1.558;
3 2 8 1.558;
3 2 9 1.558;
3 2 10 1.558;
3 2 11 1.558;
3 2 12 1.558;
4 1 1 1.97;
4 1 2 1.97;
4 1 3 1.97;
4 1 4 1.97;
4 1 5 1.97;
4 1 6 1.97;
4 1 7 1.97;
4 1 8 1.97;
4 1 9 1.97;
4 1 10 1.97;
4 1 11 1.97;
4 1 12 1.97;
4 2 1 1.7;
4 2 2 1.7;
4 2 3 1.7;
4 2 4 1.7;
4 2 5 1.7;
4 2 6 1.7;
4 2 7 1.7;
4 2 8 1.7;
4 2 9 1.7;
4 2 10 1.7;
4 2 11 1.7;
4 2 12 1.7;
]

global c_sc = [
1 1 1 0.124;
1 1 2 0.124;
1 1 3 0.124;
1 1 4 0.124;
1 1 5 0.124;
1 1 6 0.124;
1 1 7 0.124;
1 1 8 0.124;
1 1 9 0.124;
1 1 10 0.124;
1 1 11 0.124;
1 1 12 0.124;
1 2 1 0.144;
1 2 2 0.144;
1 2 3 0.144;
1 2 4 0.144;
1 2 5 0.144;
1 2 6 0.144;
1 2 7 0.144;
1 2 8 0.144;
1 2 9 0.144;
1 2 10 0.144;
1 2 11 0.144;
1 2 12 0.144;
2 1 1 0.072;
2 1 2 0.072;
2 1 3 0.072;
2 1 4 0.072;
2 1 5 0.072;
2 1 6 0.072;
2 1 7 0.072;
2 1 8 0.072;
2 1 9 0.072;
2 1 10 0.072;
2 1 11 0.072;
2 1 12 0.072;
2 2 1 0.112;
2 2 2 0.112;
2 2 3 0.112;
2 2 4 0.112;
2 2 5 0.112;
2 2 6 0.112;
2 2 7 0.112;
2 2 8 0.112;
2 2 9 0.112;
2 2 10 0.112;
2 2 11 0.112;
2 2 12 0.112;
3 1 1 0.092;
3 1 2 0.092;
3 1 3 0.092;
3 1 4 0.092;
3 1 5 0.092;
3 1 6 0.092;
3 1 7 0.092;
3 1 8 0.092;
3 1 9 0.092;
3 1 10 0.092;
3 1 11 0.092;
3 1 12 0.092;
3 2 1 0.07;
3 2 2 0.07;
3 2 3 0.07;
3 2 4 0.07;
3 2 5 0.07;
3 2 6 0.07;
3 2 7 0.07;
3 2 8 0.07;
3 2 9 0.07;
3 2 10 0.07;
3 2 11 0.07;
3 2 12 0.07;
4 1 1 0.065;
4 1 2 0.065;
4 1 3 0.065;
4 1 4 0.065;
4 1 5 0.065;
4 1 6 0.065;
4 1 7 0.065;
4 1 8 0.065;
4 1 9 0.065;
4 1 10 0.065;
4 1 11 0.065;
4 1 12 0.065;
4 2 1 0.051;
4 2 2 0.051;
4 2 3 0.051;
4 2 4 0.051;
4 2 5 0.051;
4 2 6 0.051;
4 2 7 0.051;
4 2 8 0.051;
4 2 9 0.051;
4 2 10 0.051;
4 2 11 0.051;
4 2 12 0.051;
]

global c_w = [
1 1 1 0.263;
1 1 2 0.263;
1 1 3 0.263;
1 1 4 0.263;
1 1 5 0.263;
1 1 6 0.263;
1 1 7 0.263;
1 1 8 0.263;
1 1 9 0.263;
1 1 10 0.263;
1 1 11 0.263;
1 1 12 0.263;
1 2 1 0.573;
1 2 2 0.573;
1 2 3 0.573;
1 2 4 0.573;
1 2 5 0.573;
1 2 6 0.573;
1 2 7 0.573;
1 2 8 0.573;
1 2 9 0.573;
1 2 10 0.573;
1 2 11 0.573;
1 2 12 0.573;
2 1 1 0.543;
2 1 2 0.543;
2 1 3 0.543;
2 1 4 0.543;
2 1 5 0.543;
2 1 6 0.543;
2 1 7 0.543;
2 1 8 0.543;
2 1 9 0.543;
2 1 10 0.543;
2 1 11 0.543;
2 1 12 0.543;
2 2 1 0.372;
2 2 2 0.372;
2 2 3 0.372;
2 2 4 0.372;
2 2 5 0.372;
2 2 6 0.372;
2 2 7 0.372;
2 2 8 0.372;
2 2 9 0.372;
2 2 10 0.372;
2 2 11 0.372;
2 2 12 0.372;
3 1 1 0.42;
3 1 2 0.42;
3 1 3 0.42;
3 1 4 0.42;
3 1 5 0.42;
3 1 6 0.42;
3 1 7 0.42;
3 1 8 0.42;
3 1 9 0.42;
3 1 10 0.42;
3 1 11 0.42;
3 1 12 0.42;
3 2 1 0.198;
3 2 2 0.198;
3 2 3 0.198;
3 2 4 0.198;
3 2 5 0.198;
3 2 6 0.198;
3 2 7 0.198;
3 2 8 0.198;
3 2 9 0.198;
3 2 10 0.198;
3 2 11 0.198;
3 2 12 0.198;
4 1 1 0.443;
4 1 2 0.443;
4 1 3 0.443;
4 1 4 0.443;
4 1 5 0.443;
4 1 6 0.443;
4 1 7 0.443;
4 1 8 0.443;
4 1 9 0.443;
4 1 10 0.443;
4 1 11 0.443;
4 1 12 0.443;
4 2 1 0.17;
4 2 2 0.17;
4 2 3 0.17;
4 2 4 0.17;
4 2 5 0.17;
4 2 6 0.17;
4 2 7 0.17;
4 2 8 0.17;
4 2 9 0.17;
4 2 10 0.17;
4 2 11 0.17;
4 2 12 0.17;
]

global c_e = [
1 1 1 0.05489157392686805;
1 1 2 0.050970747217806034;
1 1 3 0.03920826709062003;
1 1 4 0.05489157392686805;
1 1 5 0.04803012718600953;
1 1 6 0.05587178060413353;
1 1 7 0.04803012718600953;
1 1 8 0.04018847376788552;
1 1 9 0.05489157392686805;
1 1 10 0.04410930047694753;
1 1 11 0.05489157392686805;
1 1 12 0.05783219395866453;
1 2 1 0.05256885930047695;
1 2 2 0.06437003179650239;
1 2 3 0.05686019475357711;
1 2 4 0.045059022257551665;
1 2 5 0.06329719793322734;
1 2 6 0.054714527027027025;
1 2 7 0.045059022257551665;
1 2 8 0.04291335453100159;
1 2 9 0.06007869634340224;
1 2 10 0.059005862480127194;
1 2 11 0.04291335453100159;
1 2 12 0.04827752384737679;
1 3 1 0.03840393481717011;
1 3 2 0.030433306836248005;
1 3 3 0.03478092209856915;
1 3 4 0.03695472972972973;
1 3 5 0.03695472972972973;
1 3 6 0.040577742448330685;
1 3 7 0.03840393481717011;
1 3 8 0.0391285373608903;
1 3 9 0.03478092209856915;
1 3 10 0.03985313990461049;
1 3 11 0.032607114467408584;
1 3 12 0.033331717011128775;
1 4 1 0.03449952305246423;
1 4 2 0.03881196343402226;
1 4 3 0.032343302861685214;
1 4 4 0.03737448330683625;
1 4 5 0.030905822734499207;
1 4 6 0.04312440381558028;
1 4 7 0.03378078298887122;
1 4 8 0.04024944356120828;
1 4 9 0.03953070349761527;
1 4 10 0.03737448330683625;
1 4 11 0.03593700317965024;
1 4 12 0.030187082670906196;
2 1 1 0.06326486486486486;
2 1 2 0.05422702702702702;
2 1 3 0.04518918918918919;
2 1 4 0.06778378378378377;
2 1 5 0.06326486486486486;
2 1 6 0.06552432432432431;
2 1 7 0.05761621621621621;
2 1 8 0.04631891891891891;
2 1 9 0.0497081081081081;
2 1 10 0.061005405405405395;
2 1 11 0.05648648648648648;
2 1 12 0.053097297297297286;
2 2 1 0.050695945945945946;
2 2 2 0.0556418918918919;
2 2 3 0.06800675675675677;
2 2 4 0.07047972972972973;
2 2 5 0.06553378378378379;
2 2 6 0.0729527027027027;
2 2 7 0.07171621621621621;
2 2 8 0.061824324324324324;
2 2 9 0.061824324324324324;
2 2 10 0.06677027027027027;
2 2 11 0.0729527027027027;
2 2 12 0.0556418918918919;
2 3 1 0.03674594594594594;
2 3 2 0.04843783783783783;
2 3 3 0.038416216216216215;
2 3 4 0.04593243243243243;
2 3 5 0.037581081081081075;
2 3 6 0.0334054054054054;
2 3 7 0.0501081081081081;
2 3 8 0.0501081081081081;
2 3 9 0.04593243243243243;
2 3 10 0.049272972972972964;
2 3 11 0.04509729729729729;
2 3 12 0.0501081081081081;
2 4 1 0.049702702702702696;
2 4 2 0.033135135135135135;
2 4 3 0.03644864864864865;
2 4 4 0.03396351351351351;
2 4 5 0.03893378378378378;
2 4 6 0.045560810810810815;
2 4 7 0.03893378378378378;
2 4 8 0.042247297297297294;
2 4 9 0.04887432432432432;
2 4 10 0.046389189189189196;
2 4 11 0.04390405405405405;
2 4 12 0.04473243243243243;
3 1 1 0.05043910969793322;
3 1 2 0.06419523052464228;
3 1 3 0.055024483306836236;
3 1 4 0.06075620031796501;
3 1 5 0.06304888712241653;
3 1 6 0.04929276629570746;
3 1 7 0.04814642289348171;
3 1 8 0.051585453100158975;
3 1 9 0.0458537360890302;
3 1 10 0.06534157392686803;
3 1 11 0.052731796502384735;
3 1 12 0.0584635135135135;
3 2 1 0.07277086645468998;
3 2 2 0.0752802066772655;
3 2 3 0.06900685612082672;
3 2 4 0.05018680445151034;
3 2 5 0.0602241653418124;
3 2 6 0.05018680445151034;
3 2 7 0.06775218600953896;
3 2 8 0.07026152623211447;
3 2 9 0.05018680445151034;
3 2 10 0.05269614467408585;
3 2 11 0.06273350556438792;
3 2 12 0.05018680445151034;
3 3 1 0.04152341017488076;
3 3 2 0.049997575516693156;
3 3 3 0.04406565977742448;
3 3 4 0.040675993640699515;
3 3 5 0.03898116057233704;
3 3 6 0.043218243243243235;
3 3 7 0.04491307631160572;
3 3 8 0.047455325914149436;
3 3 9 0.03898116057233704;
3 3 10 0.040675993640699515;
3 3 11 0.043218243243243235;
3 3 12 0.04152341017488076;
3 4 1 0.04202802066772655;
3 4 2 0.047911943561208266;
3 4 3 0.05043362480127186;
3 4 4 0.03866577901430843;
3 4 5 0.0378252186009539;
3 4 6 0.048752503974562794;
3 4 7 0.04202802066772655;
3 4 8 0.0353035373608903;
3 4 9 0.04034689984101748;
3 4 10 0.047911943561208266;
3 4 11 0.04707138314785374;
3 4 12 0.04034689984101748;
4 1 1 0.06745151033386325;
4 1 2 0.06279968203497616;
4 1 3 0.06512559618441971;
4 1 4 0.06396263910969792;
4 1 5 0.06628855325914149;
4 1 6 0.05698489666136724;
4 1 7 0.06977742448330683;
4 1 8 0.05698489666136724;
4 1 9 0.048844197138314775;
4 1 10 0.048844197138314775;
4 1 11 0.05000715421303655;
4 1 12 0.06977742448330683;
4 2 1 0.06491554054054055;
4 2 2 0.0585512718600954;
4 2 3 0.05345985691573927;
4 2 4 0.05091414944356121;
4 2 5 0.062369833068362475;
4 2 6 0.061096979332273454;
4 2 7 0.0674612480127186;
4 2 8 0.05600556438791733;
4 2 9 0.062369833068362475;
4 2 10 0.0712798092209857;
4 2 11 0.05600556438791733;
4 2 12 0.061096979332273454;
4 3 1 0.047283386327503965;
4 3 2 0.03868640699523052;
4 3 3 0.04470429252782193;
4 3 4 0.0343879173290938;
4 3 5 0.03868640699523052;
4 3 6 0.039546104928457865;
4 3 7 0.04470429252782193;
4 3 8 0.049862480127186;
4 3 9 0.0421251987281399;
4 3 10 0.03610731319554848;
4 3 11 0.03868640699523052;
4 3 12 0.04470429252782193;
4 4 1 0.045195349761526234;
4 4 2 0.04007889507154213;
4 4 3 0.044342607313195545;
4 4 4 0.036667925278219396;
4 4 5 0.04604809220985692;
4 4 6 0.036667925278219396;
4 4 7 0.05116454689984102;
4 4 8 0.04178437996820349;
4 4 9 0.04860631955484897;
4 4 10 0.03752066772655008;
4 4 11 0.045195349761526234;
4 4 12 0.05116454689984102;
5 1 1 0.07276788553259139;
5 1 2 0.057001510333863255;
5 1 3 0.07034228934817169;
5 1 4 0.06912949125596184;
5 1 5 0.04972472178060412;
5 1 6 0.07034228934817169;
5 1 7 0.05093751987281398;
5 1 8 0.057001510333863255;
5 1 9 0.057001510333863255;
5 1 10 0.07034228934817169;
5 1 11 0.05336311605723369;
5 1 12 0.06912949125596184;
5 2 1 0.07300725357710654;
5 2 2 0.0783168720190779;
5 2 3 0.07167984896661368;
5 2 4 0.07300725357710654;
5 2 5 0.07433465818759936;
5 2 6 0.062388016693163746;
5 2 7 0.05442358903020668;
5 2 8 0.06637023052464229;
5 2 9 0.06902503974562799;
5 2 10 0.05840580286168521;
5 2 11 0.062388016693163746;
5 2 12 0.0637154213036566;
5 3 1 0.05379252782193958;
5 3 2 0.05379252782193958;
5 3 3 0.04393056438791732;
5 3 4 0.04393056438791732;
5 3 5 0.03944785373608902;
5 3 6 0.042137480127185996;
5 3 7 0.04124093799682034;
5 3 8 0.0511029014308426;
5 3 9 0.042137480127185996;
5 3 10 0.049309817170111285;
5 3 11 0.04393056438791732;
5 3 12 0.042137480127185996;
5 4 1 0.037350119236883944;
5 4 2 0.04802158187599364;
5 4 3 0.04802158187599364;
5 4 4 0.041796562003179646;
5 4 5 0.03557154213036566;
5 4 6 0.04535371621621622;
5 4 7 0.050689447535771065;
5 4 8 0.037350119236883944;
5 4 9 0.04268585055643879;
5 4 10 0.04001798489666137;
5 4 11 0.04357513910969793;
5 4 12 0.04891087042925279;
6 1 1 0.06012488076311604;
6 1 2 0.07291740858505562;
6 1 3 0.06268338632750396;
6 1 4 0.06396263910969792;
6 1 5 0.07547591414944355;
6 1 6 0.07547591414944355;
6 1 7 0.07291740858505562;
6 1 8 0.07035890302066772;
6 1 9 0.05372861685214625;
6 1 10 0.05372861685214625;
6 1 11 0.07291740858505562;
6 1 12 0.06524189189189189;
6 2 1 0.06440639904610493;
6 2 2 0.07840779014308427;
6 2 3 0.07700765103338633;
6 2 4 0.06440639904610493;
6 2 5 0.07980792925278218;
6 2 6 0.06020598171701113;
6 2 7 0.08400834658187599;
6 2 8 0.08120806836248012;
6 2 9 0.05740570349761526;
6 2 10 0.0672066772655008;
6 2 11 0.07980792925278218;
6 2 12 0.07000695548489666;
6 3 1 0.0548487281399046;
6 3 2 0.052011724960254364;
6 3 3 0.046337718600953884;
6 3 4 0.04822905405405405;
6 3 5 0.047283386327503965;
6 3 6 0.046337718600953884;
6 3 7 0.046337718600953884;
6 3 8 0.04539205087440381;
6 3 9 0.05106605723370429;
6 3 10 0.04822905405405405;
6 3 11 0.046337718600953884;
6 3 12 0.046337718600953884;
6 4 1 0.05534298489666137;
6 4 2 0.05159091812400636;
6 4 3 0.05346695151033386;
6 4 4 0.05065290143084261;
6 4 5 0.05440496820349761;
6 4 6 0.05534298489666137;
6 4 7 0.038458684419713826;
6 4 8 0.05534298489666137;
6 4 9 0.043148767885532596;
6 4 10 0.038458684419713826;
6 4 11 0.04221075119236884;
6 4 12 0.05440496820349761;
7 1 1 0.061304451510333854;
7 1 2 0.06402909379968202;
7 1 3 0.05857980922098568;
7 1 4 0.08173926868044513;
7 1 5 0.07901462639109696;
7 1 6 0.061304451510333854;
7 1 7 0.07901462639109696;
7 1 8 0.07356534181240063;
7 1 9 0.07492766295707472;
7 1 10 0.06402909379968202;
7 1 11 0.07356534181240063;
7 1 12 0.05585516693163751;
7 2 1 0.07157074721780604;
7 2 2 0.08349920508744038;
7 2 3 0.08349920508744038;
7 2 4 0.06560651828298887;
7 2 5 0.07306180445151034;
7 2 6 0.06709757551669317;
7 2 7 0.07157074721780604;
7 2 8 0.06113334658187599;
7 2 9 0.08349920508744038;
7 2 10 0.06709757551669317;
7 2 11 0.06709757551669317;
7 2 12 0.07604391891891892;
7 3 1 0.055389109697933224;
7 3 2 0.059417408585055634;
7 3 3 0.045318362480127175;
7 3 4 0.055389109697933224;
7 3 5 0.06042448330683624;
7 3 6 0.053374960254372016;
7 3 7 0.045318362480127175;
7 3 8 0.055389109697933224;
7 3 9 0.05740325914149442;
7 3 10 0.04129006359300476;
7 3 11 0.05841033386327503;
7 3 12 0.06042448330683624;
7 4 1 0.04295385532591415;
7 4 2 0.043952782193958664;
7 4 3 0.045950635930047695;
7 4 4 0.05194419713831479;
7 4 5 0.03995707472178061;
7 4 6 0.05893668521462639;
7 4 7 0.04295385532591415;
7 4 8 0.047948489666136726;
7 4 9 0.043952782193958664;
7 4 10 0.05793775834658187;
7 4 11 0.04994634340222576;
7 4 12 0.059935612082670904;
8 1 1 0.06000858505564387;
8 1 2 0.06286613672496025;
8 1 3 0.0800114467408585;
8 1 4 0.0800114467408585;
8 1 5 0.06429491255961843;
8 1 6 0.07715389507154212;
8 1 7 0.08286899841017487;
8 1 8 0.06143736089030205;
8 1 9 0.08572655007949125;
8 1 10 0.07286756756756756;
8 1 11 0.06286613672496025;
8 1 12 0.07429634340222574;
8 2 1 0.07037062798092211;
8 2 2 0.07193441971383148;
8 2 3 0.09069992050874404;
8 2 4 0.0625516693163752;
8 2 5 0.09226371224165342;
8 2 6 0.07037062798092211;
8 2 7 0.08444475357710653;
8 2 8 0.07193441971383148;
8 2 9 0.0625516693163752;
8 2 10 0.0625516693163752;
8 2 11 0.08757233704292529;
8 2 12 0.06411546104928458;
8 3 1 0.06337201907790142;
8 3 2 0.04647281399046105;
8 3 3 0.06020341812400635;
8 3 4 0.042248012718600944;
8 3 5 0.044360413354530996;
8 3 6 0.04752901430842607;
8 3 7 0.04858521462639109;
8 3 8 0.04330421303656597;
8 3 9 0.05809101748807631;
8 3 10 0.06337201907790142;
8 3 11 0.05069761526232114;
8 3 12 0.042248012718600944;
8 4 1 0.054478060413354526;
8 4 2 0.06076399046104928;
8 4 3 0.054478060413354526;
8 4 4 0.049239785373608895;
8 4 5 0.04295385532591415;
8 4 6 0.058668680445151035;
8 4 7 0.054478060413354526;
8 4 8 0.049239785373608895;
8 4 9 0.06285930047694754;
8 4 10 0.04819213036565978;
8 4 11 0.06285930047694754;
8 4 12 0.04295385532591415;
9 1 1 0.07336597774244832;
9 1 2 0.06698632750397455;
9 1 3 0.0877201907790143;
9 1 4 0.06698632750397455;
9 1 5 0.0925049284578696;
9 1 6 0.09091001589825118;
9 1 7 0.07496089030206676;
9 1 8 0.06539141494435612;
9 1 9 0.06698632750397455;
9 1 10 0.0925049284578696;
9 1 11 0.068581240063593;
9 1 12 0.08931510333863274;
9 2 1 0.09077265500794914;
9 2 2 0.08029888712241655;
9 2 3 0.08902702702702703;
9 2 4 0.09775516693163754;
9 2 5 0.08204451510333863;
9 2 6 0.08204451510333863;
9 2 7 0.07855325914149444;
9 2 8 0.09251828298887123;
9 2 9 0.10299205087440381;
9 2 10 0.10299205087440381;
9 2 11 0.10299205087440381;
9 2 12 0.07157074721780604;
9 3 1 0.05069761526232114;
9 3 2 0.05069761526232114;
9 3 3 0.06012972972972972;
9 3 4 0.054234658187599365;
9 3 5 0.054234658187599365;
9 3 6 0.051876629570747214;
9 3 7 0.0660248012718601;
9 3 8 0.04951860095389506;
9 3 9 0.06838282988871222;
9 3 10 0.06720381558028615;
9 3 11 0.06720381558028615;
9 3 12 0.04951860095389506;
9 4 1 0.06198219395866455;
9 4 2 0.05730429252782194;
9 4 3 0.04677901430842608;
9 4 4 0.047948489666136726;
9 4 5 0.06432114467408585;
9 4 6 0.06899904610492846;
9 4 7 0.05028744038155803;
9 4 8 0.05613481717011128;
9 4 9 0.052626391096979336;
9 4 10 0.06666009538950715;
9 4 11 0.05379586645468999;
9 4 12 0.059643243243243244;
10 1 1 0.09409984101748806;
10 1 2 0.08931510333863274;
10 1 3 0.08293545310015897;
10 1 4 0.06698632750397455;
10 1 5 0.07017615262321143;
10 1 6 0.0877201907790143;
10 1 7 0.08134054054054053;
10 1 8 0.08293545310015897;
10 1 9 0.06698632750397455;
10 1 10 0.07017615262321143;
10 1 11 0.09409984101748806;
10 1 12 0.0925049284578696;
10 2 1 0.10124642289348171;
10 2 2 0.08204451510333863;
10 2 3 0.09251828298887123;
10 2 4 0.06982511923688396;
10 2 5 0.09775516693163754;
10 2 6 0.09950079491255961;
10 2 7 0.08553577106518283;
10 2 8 0.09251828298887123;
10 2 9 0.09426391096979334;
10 2 10 0.08728139904610493;
10 2 11 0.09950079491255961;
10 2 12 0.07157074721780604;
10 3 1 0.0695618441971383;
10 3 2 0.05305564387917329;
10 3 3 0.05777170111287758;
10 3 4 0.06012972972972972;
10 3 5 0.06484578696343402;
10 3 6 0.048339586645468995;
10 3 7 0.054234658187599365;
10 3 8 0.0565926868044515;
10 3 9 0.05777170111287758;
10 3 10 0.054234658187599365;
10 3 11 0.058950715421303646;
10 3 12 0.061308744038155796;
10 4 1 0.06666009538950715;
10 4 2 0.059643243243243244;
10 4 3 0.06549062003179651;
10 4 4 0.05730429252782194;
10 4 5 0.0678295707472178;
10 4 6 0.05028744038155803;
10 4 7 0.05847376788553259;
10 4 8 0.06432114467408585;
10 4 9 0.04677901430842608;
10 4 10 0.05028744038155803;
10 4 11 0.05028744038155803;
10 4 12 0.05847376788553259;
11 1 1 0.09409984101748806;
11 1 2 0.09409984101748806;
11 1 3 0.08931510333863274;
11 1 4 0.07815071542130364;
11 1 5 0.07815071542130364;
11 1 6 0.07177106518282989;
11 1 7 0.07974562798092208;
11 1 8 0.0765558028616852;
11 1 9 0.068581240063593;
11 1 10 0.07017615262321143;
11 1 11 0.07017615262321143;
11 1 12 0.09409984101748806;
11 2 1 0.07506200317965024;
11 2 2 0.07855325914149444;
11 2 3 0.10299205087440381;
11 2 4 0.07331637519872815;
11 2 5 0.08553577106518283;
11 2 6 0.07506200317965024;
11 2 7 0.10299205087440381;
11 2 8 0.08379014308426073;
11 2 9 0.06982511923688396;
11 2 10 0.07157074721780604;
11 2 11 0.09775516693163754;
11 2 12 0.08902702702702703;
11 3 1 0.061308744038155796;
11 3 2 0.05305564387917329;
11 3 3 0.05305564387917329;
11 3 4 0.05305564387917329;
11 3 5 0.06366677265500795;
11 3 6 0.051876629570747214;
11 3 7 0.06248775834658187;
