###################################################
# Classe 16 : K = 4, M = 2, T = 12, N = 5
# Exemplo: 6.   Nome do arquivo: c16ex06.dat          Semente: 8386

global Q1 = 1e5
4 1 3 22.355;
4 1 4 22.355;
4 1 5 22.355;
4 1 6 22.355;
4 1 7 22.355;
4 1 8 22.355;
4 1 9 22.355;
4 1 10 22.355;
4 1 11 22.355;
4 1 12 22.355;
4 2 1 17.94;
4 2 2 17.94;
4 2 3 17.94;
4 2 4 17.94;
4 2 5 17.94;
4 2 6 17.94;
4 2 7 17.94;
4 2 8 17.94;
4 2 9 17.94;
4 2 10 17.94;
4 2 11 17.94;
4 2 12 17.94;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.009;
1 1 2 0.009;
1 1 3 0.009;
1 1 4 0.009;
1 1 5 0.009;
1 1 6 0.009;
1 1 7 0.009;
1 1 8 0.009;
1 1 9 0.009;
1 1 10 0.009;
1 1 11 0.009;
1 1 12 0.009;
1 2 1 0.008;
1 2 2 0.008;
1 2 3 0.008;
1 2 4 0.008;
1 2 5 0.008;
1 2 6 0.008;
1 2 7 0.008;
1 2 8 0.008;
1 2 9 0.008;
1 2 10 0.008;
1 2 11 0.008;
1 2 12 0.008;
2 1 1 0.009;
2 1 2 0.009;
2 1 3 0.009;
2 1 4 0.009;
2 1 5 0.009;
2 1 6 0.009;
2 1 7 0.009;
2 1 8 0.009;
2 1 9 0.009;
2 1 10 0.009;
2 1 11 0.009;
2 1 12 0.009;
2 2 1 0.008;
2 2 2 0.008;
2 2 3 0.008;
2 2 4 0.008;
2 2 5 0.008;
2 2 6 0.008;
2 2 7 0.008;
2 2 8 0.008;
2 2 9 0.008;
2 2 10 0.008;
2 2 11 0.008;
2 2 12 0.008;
3 1 1 0.009;
3 1 2 0.009;
3 1 3 0.009;
3 1 4 0.009;
3 1 5 0.009;
3 1 6 0.009;
3 1 7 0.009;
3 1 8 0.009;
3 1 9 0.009;
3 1 10 0.009;
3 1 11 0.009;
3 1 12 0.009;
3 2 1 0.008;
3 2 2 0.008;
3 2 3 0.008;
3 2 4 0.008;
3 2 5 0.008;
3 2 6 0.008;
3 2 7 0.008;
3 2 8 0.008;
3 2 9 0.008;
3 2 10 0.008;
3 2 11 0.008;
3 2 12 0.008;
4 1 1 0.011;
4 1 2 0.011;
4 1 3 0.011;
4 1 4 0.011;
4 1 5 0.011;
4 1 6 0.011;
4 1 7 0.011;
4 1 8 0.011;
4 1 9 0.011;
4 1 10 0.011;
4 1 11 0.011;
4 1 12 0.011;
4 2 1 0.009;
4 2 2 0.009;
4 2 3 0.009;
4 2 4 0.009;
4 2 5 0.009;
4 2 6 0.009;
4 2 7 0.009;
4 2 8 0.009;
4 2 9 0.009;
4 2 10 0.009;
4 2 11 0.009;
4 2 12 0.009;
]

# cz: custo de setup por bobina mestre
global c_z = [
1 1 1 0.602;
1 1 2 0.602;
1 1 3 0.602;
1 1 4 0.602;
1 1 5 0.602;
1 1 6 0.602;
1 1 7 0.602;
1 1 8 0.602;
1 1 9 0.602;
1 1 10 0.602;
1 1 11 0.602;
1 1 12 0.602;
1 2 1 0.741;
1 2 2 0.741;
1 2 3 0.741;
1 2 4 0.741;
1 2 5 0.741;
1 2 6 0.741;
1 2 7 0.741;
1 2 8 0.741;
1 2 9 0.741;
1 2 10 0.741;
1 2 11 0.741;
1 2 12 0.741;
2 1 1 0.731;
2 1 2 0.731;
2 1 3 0.731;
2 1 4 0.731;
2 1 5 0.731;
2 1 6 0.731;
2 1 7 0.731;
2 1 8 0.731;
2 1 9 0.731;
2 1 10 0.731;
2 1 11 0.731;
2 1 12 0.731;
2 2 1 0.754;
2 2 2 0.754;
2 2 3 0.754;
2 2 4 0.754;
2 2 5 0.754;
2 2 6 0.754;
2 2 7 0.754;
2 2 8 0.754;
2 2 9 0.754;
2 2 10 0.754;
2 2 11 0.754;
2 2 12 0.754;
3 1 1 0.834;
3 1 2 0.834;
3 1 3 0.834;
3 1 4 0.834;
3 1 5 0.834;
3 1 6 0.834;
3 1 7 0.834;
3 1 8 0.834;
3 1 9 0.834;
3 1 10 0.834;
3 1 11 0.834;
3 1 12 0.834;
3 2 1 0.857;
3 2 2 0.857;
3 2 3 0.857;
3 2 4 0.857;
3 2 5 0.857;
3 2 6 0.857;
3 2 7 0.857;
3 2 8 0.857;
3 2 9 0.857;
3 2 10 0.857;
3 2 11 0.857;
3 2 12 0.857;
4 1 1 0.693;
4 1 2 0.693;
4 1 3 0.693;
4 1 4 0.693;
4 1 5 0.693;
4 1 6 0.693;
4 1 7 0.693;
4 1 8 0.693;
4 1 9 0.693;
4 1 10 0.693;
4 1 11 0.693;
4 1 12 0.693;
4 2 1 0.538;
4 2 2 0.538;
4 2 3 0.538;
4 2 4 0.538;
4 2 5 0.538;
4 2 6 0.538;
4 2 7 0.538;
4 2 8 0.538;
4 2 9 0.538;
4 2 10 0.538;
4 2 11 0.538;
4 2 12 0.538;
]

# cy: custo de corte por bobina mestre
global c_y = [
1 1 1 1.948;
1 1 2 1.948;
1 1 3 1.948;
1 1 4 1.948;
1 1 5 1.948;
1 1 6 1.948;
1 1 7 1.948;
1 1 8 1.948;
1 1 9 1.948;
1 1 10 1.948;
1 1 11 1.948;
1 1 12 1.948;
1 2 1 1.976;
1 2 2 1.976;
1 2 3 1.976;
1 2 4 1.976;
1 2 5 1.976;
1 2 6 1.976;
1 2 7 1.976;
1 2 8 1.976;
1 2 9 1.976;
1 2 10 1.976;
1 2 11 1.976;
1 2 12 1.976;
2 1 1 1.922;
2 1 2 1.922;
2 1 3 1.922;
2 1 4 1.922;
2 1 5 1.922;
2 1 6 1.922;
2 1 7 1.922;
2 1 8 1.922;
2 1 9 1.922;
2 1 10 1.922;
2 1 11 1.922;
2 1 12 1.922;
2 2 1 1.509;
2 2 2 1.509;
2 2 3 1.509;
2 2 4 1.509;
2 2 5 1.509;
2 2 6 1.509;
2 2 7 1.509;
2 2 8 1.509;
2 2 9 1.509;
2 2 10 1.509;
2 2 11 1.509;
2 2 12 1.509;
3 1 1 3.227;
3 1 2 3.227;
3 1 3 3.227;
3 1 4 3.227;
3 1 5 3.227;
3 1 6 3.227;
3 1 7 3.227;
3 1 8 3.227;
3 1 9 3.227;
3 1 10 3.227;
3 1 11 3.227;
3 1 12 3.227;
3 2 1 2.705;
3 2 2 2.705;
3 2 3 2.705;
3 2 4 2.705;
3 2 5 2.705;
3 2 6 2.705;
3 2 7 2.705;
3 2 8 2.705;
3 2 9 2.705;
3 2 10 2.705;
3 2 11 2.705;
3 2 12 2.705;
4 1 1 3.13;
4 1 2 3.13;
4 1 3 3.13;
4 1 4 3.13;
4 1 5 3.13;
4 1 6 3.13;
4 1 7 3.13;
4 1 8 3.13;
4 1 9 3.13;
4 1 10 3.13;
4 1 11 3.13;
4 1 12 3.13;
4 2 1 2.332;
4 2 2 2.332;
4 2 3 2.332;
4 2 4 2.332;
4 2 5 2.332;
4 2 6 2.332;
4 2 7 2.332;
4 2 8 2.332;
4 2 9 2.332;
4 2 10 2.332;
4 2 11 2.332;
4 2 12 2.332;
]

# c_e: Custo de estocar um item de largura l_i
global c_e = [
1 1 1 0.004;
1 1 2 0.004;
1 1 3 0.004;
1 1 4 0.004;
1 1 5 0.004;
1 1 6 0.004;
1 1 7 0.004;
1 1 8 0.004;
1 1 9 0.004;
1 1 10 0.004;
1 1 11 0.004;
1 1 12 0.004;
1 2 1 0.004;
1 2 2 0.004;
1 2 3 0.004;
1 2 4 0.004;
1 2 5 0.004;
1 2 6 0.004;
1 2 7 0.004;
1 2 8 0.004;
1 2 9 0.004;
1 2 10 0.004;
1 2 11 0.004;
1 2 12 0.004;
1 3 1 0.004;
1 3 2 0.004;
1 3 3 0.004;
1 3 4 0.004;
1 3 5 0.004;
1 3 6 0.004;
1 3 7 0.004;
1 3 8 0.004;
1 3 9 0.004;
1 3 10 0.004;
1 3 11 0.004;
1 3 12 0.004;
1 4 1 0.005;
1 4 2 0.005;
1 4 3 0.005;
1 4 4 0.005;
1 4 5 0.005;
1 4 6 0.005;
1 4 7 0.005;
1 4 8 0.005;
1 4 9 0.005;
1 4 10 0.005;
1 4 11 0.005;
1 4 12 0.005;
2 1 1 0.004;
2 1 2 0.004;
2 1 3 0.004;
2 1 4 0.004;
2 1 5 0.004;
2 1 6 0.004;
2 1 7 0.004;
2 1 8 0.004;
2 1 9 0.004;
2 1 10 0.004;
2 1 11 0.004;
2 1 12 0.004;
2 2 1 0.004;
2 2 2 0.004;
2 2 3 0.004;
2 2 4 0.004;
2 2 5 0.004;
2 2 6 0.004;
2 2 7 0.004;
2 2 8 0.004;
2 2 9 0.004;
2 2 10 0.004;
2 2 11 0.004;
2 2 12 0.004;
2 3 1 0.004;
2 3 2 0.004;
2 3 3 0.004;
2 3 4 0.004;
2 3 5 0.004;
2 3 6 0.004;
2 3 7 0.004;
2 3 8 0.004;
2 3 9 0.004;
2 3 10 0.004;
2 3 11 0.004;
2 3 12 0.004;
2 4 1 0.005;
2 4 2 0.005;
2 4 3 0.005;
2 4 4 0.005;
2 4 5 0.005;
2 4 6 0.005;
2 4 7 0.005;
2 4 8 0.005;
2 4 9 0.005;
2 4 10 0.005;
2 4 11 0.005;
2 4 12 0.005;
3 1 1 0.004;
3 1 2 0.004;
3 1 3 0.004;
3 1 4 0.004;
3 1 5 0.004;
3 1 6 0.004;
3 1 7 0.004;
3 1 8 0.004;
3 1 9 0.004;
3 1 10 0.004;
3 1 11 0.004;
3 1 12 0.004;
3 2 1 0.004;
3 2 2 0.004;
3 2 3 0.004;
3 2 4 0.004;
3 2 5 0.004;
3 2 6 0.004;
3 2 7 0.004;
3 2 8 0.004;
3 2 9 0.004;
3 2 10 0.004;
3 2 11 0.004;
3 2 12 0.004;
3 3 1 0.004;
3 3 2 0.004;
3 3 3 0.004;
3 3 4 0.004;
3 3 5 0.004;
3 3 6 0.004;
3 3 7 0.004;
3 3 8 0.004;
3 3 9 0.004;
3 3 10 0.004;
3 3 11 0.004;
3 3 12 0.004;
3 4 1 0.005;
3 4 2 0.005;
3 4 3 0.005;
3 4 4 0.005;
3 4 5 0.005;
3 4 6 0.005;
3 4 7 0.005;
3 4 8 0.005;
3 4 9 0.005;
3 4 10 0.005;
3 4 11 0.005;
3 4 12 0.005;
4 1 1 0.004;
4 1 2 0.004;
4 1 3 0.004;
4 1 4 0.004;
4 1 5 0.004;
4 1 6 0.004;
4 1 7 0.004;
4 1 8 0.004;
4 1 9 0.004;
4 1 10 0.004;
4 1 11 0.004;
4 1 12 0.004;
4 2 1 0.004;
4 2 2 0.004;
4 2 3 0.004;
4 2 4 0.004;
4 2 5 0.004;
4 2 6 0.004;
4 2 7 0.004;
4 2 8 0.004;
4 2 9 0.004;
4 2 10 0.004;
4 2 11 0.004;
4 2 12 0.004;
4 3 1 0.004;
4 3 2 0.004;
4 3 3 0.004;
4 3 4 0.004;
4 3 5 0.004;
4 3 6 0.004;
4 3 7 0.004;
4 3 8 0.004;
4 3 9 0.004;
4 3 10 0.004;
4 3 11 0.004;
4 3 12 0.004;
4 4 1 0.005;
4 4 2 0.005;
4 4 3 0.005;
4 4 4 0.005;
4 4 5 0.005;
4 4 6 0.005;
4 4 7 0.005;
4 4 8 0.005;
4 4 9 0.005;
4 4 10 0.005;
4 4 11 0.005;
4 4 12 0.005;
5 1 1 0.004;
5 1 2 0.004;
5 1 3 0.004;
5 1 4 0.004;
5 1 5 0.004;
5 1 6 0.004;
5 1 7 0.004;
5 1 8 0.004;
5 1 9 0.004;
5 1 10 0.004;
5 1 11 0.004;
5 1 12 0.004;
5 2 1 0.004;
5 2 2 0.004;
5 2 3 0.004;
5 2 4 0.004;
5 2 5 0.004;
5 2 6 0.004;
5 2 7 0.004;
5 2 8 0.004;
5 2 9 0.004;
5 2 10 0.004;
5 2 11 0.004;
5 2 12 0.004;
5 3 1 0.004;
5 3 2 0.004;
5 3 3 0.004;
5 3 4 0.004;
5 3 5 0.004;
5 3 6 0.004;
5 3 7 0.004;
5 3 8 0.004;
5 3 9 0.004;
5 3 10 0.004;
5 3 11 0.004;
5 3 12 0.004;
5 4 1 0.005;
5 4 2 0.005;
5 4 3 0.005;
5 4 4 0.005;
5 4 5 0.005;
5 4 6 0.005;
5 4 7 0.005;
5 4 8 0.005;
5 4 9 0.005;
5 4 10 0.005;
5 4 11 0.005;
5 4 12 0.005;
]

# csc: custo de setup do padrão de corte (igual para cada padrão j)
global c_sc = [
1 1 1 0.08;
1 1 2 0.08;
1 1 3 0.08;
1 1 4 0.08;
1 1 5 0.08;
1 1 6 0.08;
1 1 7 0.08;
1 1 8 0.08;
1 1 9 0.08;
1 1 10 0.08;
1 1 11 0.08;
1 1 12 0.08;
1 2 1 0.091;
1 2 2 0.091;
1 2 3 0.091;
1 2 4 0.091;
1 2 5 0.091;
1 2 6 0.091;
1 2 7 0.091;
1 2 8 0.091;
1 2 9 0.091;
1 2 10 0.091;
1 2 11 0.091;
1 2 12 0.091;
2 1 1 0.062;
2 1 2 0.062;
2 1 3 0.062;
2 1 4 0.062;
2 1 5 0.062;
2 1 6 0.062;
2 1 7 0.062;
2 1 8 0.062;
2 1 9 0.062;
2 1 10 0.062;
2 1 11 0.062;
2 1 12 0.062;
2 2 1 0.053;
2 2 2 0.053;
2 2 3 0.053;
2 2 4 0.053;
2 2 5 0.053;
2 2 6 0.053;
2 2 7 0.053;
2 2 8 0.053;
2 2 9 0.053;
2 2 10 0.053;
2 2 11 0.053;
2 2 12 0.053;
3 1 1 0.142;
3 1 2 0.142;
3 1 3 0.142;
3 1 4 0.142;
3 1 5 0.142;
3 1 6 0.142;
3 1 7 0.142;
3 1 8 0.142;
3 1 9 0.142;
3 1 10 0.142;
3 1 11 0.142;
3 1 12 0.142;
3 2 1 0.122;
3 2 2 0.122;
3 2 3 0.122;
3 2 4 0.122;
3 2 5 0.122;
3 2 6 0.122;
3 2 7 0.122;
3 2 8 0.122;
3 2 9 0.122;
3 2 10 0.122;
3 2 11 0.122;
3 2 12 0.122;
4 1 1 0.125;
4 1 2 0.125;
4 1 3 0.125;
4 1 4 0.125;
4 1 5 0.125;
4 1 6 0.125;
4 1 7 0.125;
4 1 8 0.125;
4 1 9 0.125;
4 1 10 0.125;
4 1 11 0.125;
4 1 12 0.125;
4 2 1 0.07;
4 2 2 0.07;
4 2 3 0.07;
4 2 4 0.07;
4 2 5 0.07;
4 2 6 0.07;
4 2 7 0.07;
4 2 8 0.07;
4 2 9 0.07;
4 2 10 0.07;
4 2 11 0.07;
4 2 12 0.07;
]

# Demandas
global d = [
1 1 1 0;
1 1 2 227;
1 1 3 186;
1 1 4 90;
1 1 5 152;
1 1 6 193;
1 1 7 0;
1 1 8 0;
1 1 9 191;
1 1 10 0;
1 1 11 284;
1 1 12 143;
1 2 1 195;
1 2 2 224;
1 2 3 161;
1 2 4 173;
1 2 5 71;
1 2 6 0;
1 2 7 193;
1 2 8 141;
1 2 9 273;
1 2 10 61;
1 2 11 90;
1 2 12 0;
1 3 1 214;
1 3 2 76;
1 3 3 0;
1 3 4 289;
1 3 5 97;
1 3 6 194;
1 3 7 0;
1 3 8 297;
1 3 9 0;
1 3 10 174;
1 3 11 0;
1 3 12 0;
1 4 1 230;
1 4 2 161;
1 4 3 126;
1 4 4 245;
1 4 5 88;
1 4 6 241;
1 4 7 0;
1 4 8 228;
1 4 9 233;
1 4 10 59;
1 4 11 101;
1 4 12 228;
2 1 1 142;
2 1 2 167;
2 1 3 0;
2 1 4 239;
2 1 5 74;
2 1 6 156;
2 1 7 211;
2 1 8 0;
2 1 9 250;
2 1 10 249;
2 1 11 98;
2 1 12 0;
2 2 1 227;
2 2 2 0;
2 2 3 76;
2 2 4 53;
2 2 5 270;
2 2 6 297;
2 2 7 228;
2 2 8 279;
2 2 9 234;
2 2 10 288;
2 2 11 0;
2 2 12 296;
2 3 1 207;
2 3 2 168;
2 3 3 254;
2 3 4 210;
2 3 5 163;
2 3 6 0;
2 3 7 0;
2 3 8 255;
2 3 9 70;
2 3 10 181;
2 3 11 92;
2 3 12 217;
2 4 1 269;
2 4 2 0;
2 4 3 130;
2 4 4 102;
2 4 5 288;
2 4 6 284;
2 4 7 52;
2 4 8 259;
2 4 9 73;
2 4 10 199;
2 4 11 265;
2 4 12 0;
3 1 1 0;
3 1 2 0;
3 1 3 0;
3 1 4 200;
3 1 5 180;
3 1 6 60;
3 1 7 224;
3 1 8 235;
3 1 9 297;
3 1 10 53;
3 1 11 207;
3 1 12 104;
3 2 1 154;
3 2 2 242;
3 2 3 62;
3 2 4 219;
3 2 5 193;
3 2 6 61;
3 2 7 0;
3 2 8 142;
3 2 9 57;
3 2 10 132;
3 2 11 218;
3 2 12 271;
3 3 1 190;
3 3 2 189;
3 3 3 95;
3 3 4 122;
3 3 5 160;
3 3 6 192;
3 3 7 86;
3 3 8 0;
3 3 9 233;
3 3 10 270;
3 3 11 60;
3 3 12 245;
3 4 1 0;
3 4 2 226;
3 4 3 100;
3 4 4 197;
3 4 5 177;
3 4 6 126;
3 4 7 183;
3 4 8 92;
3 4 9 94;
3 4 10 188;
3 4 11 118;
3 4 12 195;
4 1 1 156;
4 1 2 73;
4 1 3 192;
4 1 4 223;
4 1 5 262;
4 1 6 0;
4 1 7 189;
4 1 8 98;
4 1 9 229;
4 1 10 269;
4 1 11 54;
4 1 12 264;
4 2 1 286;
4 2 2 75;
4 2 3 259;
4 2 4 73;
4 2 5 259;
4 2 6 296;
4 2 7 254;
4 2 8 144;
4 2 9 229;
4 2 10 239;
4 2 11 86;
4 2 12 241;
4 3 1 0;
4 3 2 170;
4 3 3 0;
4 3 4 180;
4 3 5 209;
4 3 6 111;
4 3 7 0;
4 3 8 178;
4 3 9 197;
4 3 10 0;
4 3 11 152;
4 3 12 172;
4 4 1 83;
4 4 2 0;
4 4 3 233;
4 4 4 55;
4 4 5 271;
4 4 6 156;
4 4 7 260;
4 4 8 0;
4 4 9 256;
4 4 10 228;
4 4 11 208;
4 4 12 202;
5 1 1 290;
5 1 2 0;
5 1 3 130;
5 1 4 218;
5 1 5 143;
5 1 6 132;
5 1 7 268;
5 1 8 106;
5 1 9 176;
5 1 10 290;
5 1 11 248;
5 1 12 221;
5 2 1 270;
5 2 2 238;
5 2 3 166;
5 2 4 0;
5 2 5 252;
5 2 6 110;
5 2 7 229;
5 2 8 193;
5 2 9 170;
5 2 10 123;
5 2 11 152;
5 2 12 98;
5 3 1 265;
5 3 2 151;
5 3 3 0;
5 3 4 169;
5 3 5 0;
5 3 6 240;
5 3 7 170;
5 3 8 151;
5 3 9 129;
5 3 10 0;
5 3 11 193;
5 3 12 170;
5 4 1 220;
5 4 2 284;
5 4 3 0;
5 4 4 116;
5 4 5 227;
5 4 6 54;
5 4 7 53;
5 4 8 276;
5 4 9 192;
5 4 10 111;
5 4 11 0;
5 4 12 106;
]

# Perda de papel no setup da máquina
global f = [20.52 17.48; 20.52 17.48; 20.52 17.48; 20.52 17.48]

# c: tempo de corte da bobina mestre
global c_km = [28.08 23.92; 25.92 24.84; 21.6 21.16; 49.68 35.88]

# p: tempo de setup do padrão j para a bobina mestre
global p_km = [2.948 2.512; 2.722 2.608; 2.268 2.222; 5.216 3.767]
# Capacidade média de produção por período:
CM = 556041.5000000001

D_kt = [133840.0 66108.0 94592.0 185560.0 149644.0 94412.0 182640.0 88478.0 204682.0 180786.0 164006.0 146664.0; 214660.0 148816.0 136908.0 79290.0 203426.0 143590.0 170744.0 165904.0 169194.0 154308.0 106836.0 165386.0; 164676.0 141998.0 55774.0 168860.0 103172.0 144172.0 62900.0 150580.0 124202.0 94320.0 107940.0 156118.0; 146728.0 137752.0 95700.0 121106.0 200642.0 138344.0 103154.0 160876.0 157052.0 144236.0 112220.0 127678.0]


# Capacidade de produção de jumbo
global Cap_p = [300262.0 300262.0 300262.0 300262.0 300262.0 300262.0 300262.0 300262.0 300262.0 300262.0 300262.0 300262.0; 255779.0 255779.0 255779.0 255779.0 255779.0 255779.0 255779.0 255779.0 255779.0 255779.0 255779.0 255779.0]

# Capacidade da cortadeira
global Cap_c = [
16056.0;
16056.0;
16056.0;
16056.0;
16056.0;
16056.0;
16056.0;
16056.0;
16056.0;
16056.0;
16056.0;
16056.0;
]
#-----------------------------------------
