###################################################
# Classe 23 : K = 6, M = 2, T = 10, N = 10
# Exemplo: 4.   c23ex04.dat          Semente: 9994
#-----------------------Dados----------------------
global K = 6
6 1 5 24.516;
6 1 6 24.516;
6 1 7 24.516;
6 1 8 24.516;
6 1 9 24.516;
6 1 10 24.516;
6 2 1 19.044;
6 2 2 19.044;
6 2 3 19.044;
6 2 4 19.044;
6 2 5 19.044;
6 2 6 19.044;
6 2 7 19.044;
6 2 8 19.044;
6 2 9 19.044;
6 2 10 19.044;
]

global c_z = [
1 1 1 1.237;
1 1 2 1.237;
1 1 3 1.237;
1 1 4 1.237;
1 1 5 1.237;
1 1 6 1.237;
1 1 7 1.237;
1 1 8 1.237;
1 1 9 1.237;
1 1 10 1.237;
1 2 1 0.696;
1 2 2 0.696;
1 2 3 0.696;
1 2 4 0.696;
1 2 5 0.696;
1 2 6 0.696;
1 2 7 0.696;
1 2 8 0.696;
1 2 9 0.696;
1 2 10 0.696;
2 1 1 0.927;
2 1 2 0.927;
2 1 3 0.927;
2 1 4 0.927;
2 1 5 0.927;
2 1 6 0.927;
2 1 7 0.927;
2 1 8 0.927;
2 1 9 0.927;
2 1 10 0.927;
2 2 1 0.679;
2 2 2 0.679;
2 2 3 0.679;
2 2 4 0.679;
2 2 5 0.679;
2 2 6 0.679;
2 2 7 0.679;
2 2 8 0.679;
2 2 9 0.679;
2 2 10 0.679;
3 1 1 1.069;
3 1 2 1.069;
3 1 3 1.069;
3 1 4 1.069;
3 1 5 1.069;
3 1 6 1.069;
3 1 7 1.069;
3 1 8 1.069;
3 1 9 1.069;
3 1 10 1.069;
3 2 1 0.461;
3 2 2 0.461;
3 2 3 0.461;
3 2 4 0.461;
3 2 5 0.461;
3 2 6 0.461;
3 2 7 0.461;
3 2 8 0.461;
3 2 9 0.461;
3 2 10 0.461;
4 1 1 0.807;
4 1 2 0.807;
4 1 3 0.807;
4 1 4 0.807;
4 1 5 0.807;
4 1 6 0.807;
4 1 7 0.807;
4 1 8 0.807;
4 1 9 0.807;
4 1 10 0.807;
4 2 1 0.94;
4 2 2 0.94;
4 2 3 0.94;
4 2 4 0.94;
4 2 5 0.94;
4 2 6 0.94;
4 2 7 0.94;
4 2 8 0.94;
4 2 9 0.94;
4 2 10 0.94;
5 1 1 1.016;
5 1 2 1.016;
5 1 3 1.016;
5 1 4 1.016;
5 1 5 1.016;
5 1 6 1.016;
5 1 7 1.016;
5 1 8 1.016;
5 1 9 1.016;
5 1 10 1.016;
5 2 1 0.504;
5 2 2 0.504;
5 2 3 0.504;
5 2 4 0.504;
5 2 5 0.504;
5 2 6 0.504;
5 2 7 0.504;
5 2 8 0.504;
5 2 9 0.504;
5 2 10 0.504;
6 1 1 1.03;
6 1 2 1.03;
6 1 3 1.03;
6 1 4 1.03;
6 1 5 1.03;
6 1 6 1.03;
6 1 7 1.03;
6 1 8 1.03;
6 1 9 1.03;
6 1 10 1.03;
6 2 1 0.628;
6 2 2 0.628;
6 2 3 0.628;
6 2 4 0.628;
6 2 5 0.628;
6 2 6 0.628;
6 2 7 0.628;
6 2 8 0.628;
6 2 9 0.628;
6 2 10 0.628;
]

global c_y = [
1 1 1 3.462;
1 1 2 3.462;
1 1 3 3.462;
1 1 4 3.462;
1 1 5 3.462;
1 1 6 3.462;
1 1 7 3.462;
1 1 8 3.462;
1 1 9 3.462;
1 1 10 3.462;
1 2 1 2.125;
1 2 2 2.125;
1 2 3 2.125;
1 2 4 2.125;
1 2 5 2.125;
1 2 6 2.125;
1 2 7 2.125;
1 2 8 2.125;
1 2 9 2.125;
1 2 10 2.125;
2 1 1 2.851;
2 1 2 2.851;
2 1 3 2.851;
2 1 4 2.851;
2 1 5 2.851;
2 1 6 2.851;
2 1 7 2.851;
2 1 8 2.851;
2 1 9 2.851;
2 1 10 2.851;
2 2 1 1.656;
2 2 2 1.656;
2 2 3 1.656;
2 2 4 1.656;
2 2 5 1.656;
2 2 6 1.656;
2 2 7 1.656;
2 2 8 1.656;
2 2 9 1.656;
2 2 10 1.656;
3 1 1 2.43;
3 1 2 2.43;
3 1 3 2.43;
3 1 4 2.43;
3 1 5 2.43;
3 1 6 2.43;
3 1 7 2.43;
3 1 8 2.43;
3 1 9 2.43;
3 1 10 2.43;
3 2 1 1.69;
3 2 2 1.69;
3 2 3 1.69;
3 2 4 1.69;
3 2 5 1.69;
3 2 6 1.69;
3 2 7 1.69;
3 2 8 1.69;
3 2 9 1.69;
3 2 10 1.69;
4 1 1 2.689;
4 1 2 2.689;
4 1 3 2.689;
4 1 4 2.689;
4 1 5 2.689;
4 1 6 2.689;
4 1 7 2.689;
4 1 8 2.689;
4 1 9 2.689;
4 1 10 2.689;
4 2 1 2.042;
4 2 2 2.042;
4 2 3 2.042;
4 2 4 2.042;
4 2 5 2.042;
4 2 6 2.042;
4 2 7 2.042;
4 2 8 2.042;
4 2 9 2.042;
4 2 10 2.042;
5 1 1 2.709;
5 1 2 2.709;
5 1 3 2.709;
5 1 4 2.709;
5 1 5 2.709;
5 1 6 2.709;
5 1 7 2.709;
5 1 8 2.709;
5 1 9 2.709;
5 1 10 2.709;
5 2 1 2.138;
5 2 2 2.138;
5 2 3 2.138;
5 2 4 2.138;
5 2 5 2.138;
5 2 6 2.138;
5 2 7 2.138;
5 2 8 2.138;
5 2 9 2.138;
5 2 10 2.138;
6 1 1 3.187;
6 1 2 3.187;
6 1 3 3.187;
6 1 4 3.187;
6 1 5 3.187;
6 1 6 3.187;
6 1 7 3.187;
6 1 8 3.187;
6 1 9 3.187;
6 1 10 3.187;
6 2 1 2.857;
6 2 2 2.857;
6 2 3 2.857;
6 2 4 2.857;
6 2 5 2.857;
6 2 6 2.857;
6 2 7 2.857;
6 2 8 2.857;
6 2 9 2.857;
6 2 10 2.857;
]

global c_sc = [
1 1 1 0.107;
1 1 2 0.107;
1 1 3 0.107;
1 1 4 0.107;
1 1 5 0.107;
1 1 6 0.107;
1 1 7 0.107;
1 1 8 0.107;
1 1 9 0.107;
1 1 10 0.107;
1 2 1 0.1;
1 2 2 0.1;
1 2 3 0.1;
1 2 4 0.1;
1 2 5 0.1;
1 2 6 0.1;
1 2 7 0.1;
1 2 8 0.1;
1 2 9 0.1;
1 2 10 0.1;
2 1 1 0.137;
2 1 2 0.137;
2 1 3 0.137;
2 1 4 0.137;
2 1 5 0.137;
2 1 6 0.137;
2 1 7 0.137;
2 1 8 0.137;
2 1 9 0.137;
2 1 10 0.137;
2 2 1 0.066;
2 2 2 0.066;
2 2 3 0.066;
2 2 4 0.066;
2 2 5 0.066;
2 2 6 0.066;
2 2 7 0.066;
2 2 8 0.066;
2 2 9 0.066;
2 2 10 0.066;
3 1 1 0.078;
3 1 2 0.078;
3 1 3 0.078;
3 1 4 0.078;
3 1 5 0.078;
3 1 6 0.078;
3 1 7 0.078;
3 1 8 0.078;
3 1 9 0.078;
3 1 10 0.078;
3 2 1 0.052;
3 2 2 0.052;
3 2 3 0.052;
3 2 4 0.052;
3 2 5 0.052;
3 2 6 0.052;
3 2 7 0.052;
3 2 8 0.052;
3 2 9 0.052;
3 2 10 0.052;
4 1 1 0.102;
4 1 2 0.102;
4 1 3 0.102;
4 1 4 0.102;
4 1 5 0.102;
4 1 6 0.102;
4 1 7 0.102;
4 1 8 0.102;
4 1 9 0.102;
4 1 10 0.102;
4 2 1 0.088;
4 2 2 0.088;
4 2 3 0.088;
4 2 4 0.088;
4 2 5 0.088;
4 2 6 0.088;
4 2 7 0.088;
4 2 8 0.088;
4 2 9 0.088;
4 2 10 0.088;
5 1 1 0.13;
5 1 2 0.13;
5 1 3 0.13;
5 1 4 0.13;
5 1 5 0.13;
5 1 6 0.13;
5 1 7 0.13;
5 1 8 0.13;
5 1 9 0.13;
5 1 10 0.13;
5 2 1 0.086;
5 2 2 0.086;
5 2 3 0.086;
5 2 4 0.086;
5 2 5 0.086;
5 2 6 0.086;
5 2 7 0.086;
5 2 8 0.086;
5 2 9 0.086;
5 2 10 0.086;
6 1 1 0.134;
6 1 2 0.134;
6 1 3 0.134;
6 1 4 0.134;
6 1 5 0.134;
6 1 6 0.134;
6 1 7 0.134;
6 1 8 0.134;
6 1 9 0.134;
6 1 10 0.134;
6 2 1 0.086;
6 2 2 0.086;
6 2 3 0.086;
6 2 4 0.086;
6 2 5 0.086;
6 2 6 0.086;
6 2 7 0.086;
6 2 8 0.086;
6 2 9 0.086;
6 2 10 0.086;
]

global c_w = [
1 1 1 0.692;
1 1 2 0.692;
1 1 3 0.692;
1 1 4 0.692;
1 1 5 0.692;
1 1 6 0.692;
1 1 7 0.692;
1 1 8 0.692;
1 1 9 0.692;
1 1 10 0.692;
1 2 1 0.56;
1 2 2 0.56;
1 2 3 0.56;
1 2 4 0.56;
1 2 5 0.56;
1 2 6 0.56;
1 2 7 0.56;
1 2 8 0.56;
1 2 9 0.56;
1 2 10 0.56;
2 1 1 0.475;
2 1 2 0.475;
2 1 3 0.475;
2 1 4 0.475;
2 1 5 0.475;
2 1 6 0.475;
2 1 7 0.475;
2 1 8 0.475;
2 1 9 0.475;
2 1 10 0.475;
2 2 1 0.497;
2 2 2 0.497;
2 2 3 0.497;
2 2 4 0.497;
2 2 5 0.497;
2 2 6 0.497;
2 2 7 0.497;
2 2 8 0.497;
2 2 9 0.497;
2 2 10 0.497;
3 1 1 0.243;
3 1 2 0.243;
3 1 3 0.243;
3 1 4 0.243;
3 1 5 0.243;
3 1 6 0.243;
3 1 7 0.243;
3 1 8 0.243;
3 1 9 0.243;
3 1 10 0.243;
3 2 1 0.446;
3 2 2 0.446;
3 2 3 0.446;
3 2 4 0.446;
3 2 5 0.446;
3 2 6 0.446;
3 2 7 0.446;
3 2 8 0.446;
3 2 9 0.446;
3 2 10 0.446;
4 1 1 0.323;
4 1 2 0.323;
4 1 3 0.323;
4 1 4 0.323;
4 1 5 0.323;
4 1 6 0.323;
4 1 7 0.323;
4 1 8 0.323;
4 1 9 0.323;
4 1 10 0.323;
4 2 1 0.572;
4 2 2 0.572;
4 2 3 0.572;
4 2 4 0.572;
4 2 5 0.572;
4 2 6 0.572;
4 2 7 0.572;
4 2 8 0.572;
4 2 9 0.572;
4 2 10 0.572;
5 1 1 0.406;
5 1 2 0.406;
5 1 3 0.406;
5 1 4 0.406;
5 1 5 0.406;
5 1 6 0.406;
5 1 7 0.406;
5 1 8 0.406;
5 1 9 0.406;
5 1 10 0.406;
5 2 1 0.458;
5 2 2 0.458;
5 2 3 0.458;
5 2 4 0.458;
5 2 5 0.458;
5 2 6 0.458;
5 2 7 0.458;
5 2 8 0.458;
5 2 9 0.458;
5 2 10 0.458;
6 1 1 0.441;
6 1 2 0.441;
6 1 3 0.441;
6 1 4 0.441;
6 1 5 0.441;
6 1 6 0.441;
6 1 7 0.441;
6 1 8 0.441;
6 1 9 0.441;
6 1 10 0.441;
6 2 1 0.571;
6 2 2 0.571;
6 2 3 0.571;
6 2 4 0.571;
6 2 5 0.571;
6 2 6 0.571;
6 2 7 0.571;
6 2 8 0.571;
6 2 9 0.571;
6 2 10 0.571;
]

global c_e = [
1 1 1 0.08195723370429255;
1 1 2 0.06677996820349762;
1 1 3 0.0713331478537361;
1 1 4 0.06829769475357711;
1 1 5 0.08347496025437204;
1 1 6 0.08043950715421304;
1 1 7 0.07892178060413356;
1 1 8 0.08195723370429255;
1 1 9 0.086510413354531;
1 1 10 0.08195723370429255;
1 2 1 0.06716303656597773;
1 2 2 0.060093243243243236;
1 2 3 0.06127154213036566;
1 2 4 0.05538004769475357;
1 2 5 0.05420174880763116;
1 2 6 0.05302344992050874;
1 2 7 0.062449841017488066;
1 2 8 0.0636281399046105;
1 2 9 0.07069793322734498;
1 2 10 0.05655834658187598;
1 3 1 0.04176172496025437;
1 3 2 0.048443600953895063;
1 3 3 0.04927883545310015;
1 3 4 0.04760836645468998;
1 3 5 0.038420786963434025;
1 3 6 0.0392560214626391;
1 3 7 0.050114069952305246;
1 3 8 0.0334093799682035;
1 3 9 0.048443600953895063;
1 3 10 0.04259695945945945;
1 4 1 0.04882303259141494;
1 4 2 0.0520779014308426;
1 4 3 0.04990798887122416;
1 4 4 0.05533277027027026;
1 4 5 0.05533277027027026;
1 4 6 0.0629274642289348;
1 4 7 0.04339825119236884;
1 4 8 0.05967259538950716;
1 4 9 0.054247813990461045;
1 4 10 0.046653120031796495;
1 5 1 0.0460845786963434;
1 5 2 0.0460845786963434;
1 5 3 0.05760572337042926;
1 5 4 0.050274085850556434;
1 5 5 0.053416216216216214;
1 5 6 0.04817933227344993;
1 5 7 0.06179523052464228;
1 5 8 0.04713195548489666;
1 5 9 0.050274085850556434;
1 5 10 0.05865310015898252;
1 6 1 0.05520548489666137;
1 6 2 0.05765906200317965;
1 6 3 0.07238052464228933;
1 6 4 0.05397869634340223;
1 6 5 0.05275190779014309;
1 6 6 0.0502983306836248;
1 6 7 0.05520548489666137;
1 6 8 0.05397869634340223;
1 6 9 0.0502983306836248;
1 6 10 0.06624658187599365;
2 1 1 0.10101589825119237;
2 1 2 0.08011605723370431;
2 1 3 0.07489109697933227;
2 1 4 0.07663275039745629;
2 1 5 0.10449920508744039;
2 1 6 0.07837440381558029;
2 1 7 0.06966613672496026;
2 1 8 0.10101589825119237;
2 1 9 0.06966613672496026;
2 1 10 0.08708267090620032;
2 2 1 0.07301589825119237;
2 2 2 0.0757201907790143;
2 2 3 0.06219872813990461;
2 2 4 0.060846581875993636;
2 2 5 0.06219872813990461;
2 2 6 0.0757201907790143;
2 2 7 0.07842448330683623;
2 2 8 0.05814228934817169;
2 2 9 0.07842448330683623;
2 2 10 0.060846581875993636;
2 3 1 0.05079868839427663;
2 3 2 0.04696482511923688;
2 3 3 0.049840222575516686;
2 3 4 0.040255564387917324;
2 3 5 0.05750794912559618;
2 3 6 0.04792329093799682;
2 3 7 0.0421724960254372;
2 3 8 0.04696482511923688;
2 3 9 0.040255564387917324;
2 3 10 0.05367408585055644;
2 4 1 0.05229133545310015;
2 4 2 0.06349662162162162;
2 4 3 0.058516494435612076;
2 4 4 0.06598668521462639;
2 4 5 0.05478139904610493;
2 4 6 0.05976152623211446;
2 4 7 0.06100655802861684;
2 4 8 0.07345687599364069;
2 4 9 0.05104630365659777;
2 4 10 0.06972178060413355;
2 5 1 0.05769157392686805;
2 5 2 0.06490302066772656;
2 5 3 0.049278219395866456;
2 5 4 0.05528775834658188;
2 5 5 0.06490302066772656;
2 5 6 0.05648966613672496;
2 5 7 0.04807631160572337;
2 5 8 0.061297297297297305;
2 5 9 0.04807631160572337;
2 5 10 0.05648966613672496;
2 6 1 0.06053497615262321;
2 6 2 0.06053497615262321;
2 6 3 0.06616613672496026;
2 6 4 0.06757392686804452;
2 6 5 0.08024403815580286;
2 6 6 0.05771939586645469;
2 6 7 0.06053497615262321;
2 6 8 0.07179729729729731;
2 6 9 0.0760206677265501;
2 6 10 0.08446740858505565;
3 1 1 0.0818577106518283;
3 1 2 0.09056597774244833;
3 1 3 0.0818577106518283;
3 1 4 0.07489109697933227;
3 1 5 0.07837440381558029;
3 1 6 0.08882432432432434;
3 1 7 0.09230763116057235;
3 1 8 0.07663275039745629;
3 1 9 0.09753259141494437;
3 1 10 0.10101589825119237;
3 2 1 0.060846581875993636;
3 2 2 0.07436804451510333;
3 2 3 0.06625516693163751;
3 2 4 0.06625516693163751;
3 2 5 0.0757201907790143;
3 2 6 0.0797766295707472;
3 2 7 0.07436804451510333;
3 2 8 0.06895945945945946;
3 2 9 0.06219872813990461;
3 2 10 0.08112877583465818;
3 3 1 0.04792329093799682;
3 3 2 0.040255564387917324;
3 3 3 0.04408942766295708;
3 3 4 0.05654948330683624;
3 3 5 0.0555910174880763;
3 3 6 0.0555910174880763;
3 3 7 0.05463255166931637;
3 3 8 0.045047893481717005;
3 3 9 0.040255564387917324;
3 3 10 0.04121403020667726;
3 4 1 0.05229133545310015;
3 4 2 0.06972178060413355;
3 4 3 0.06349662162162162;
3 4 4 0.06598668521462639;
3 4 5 0.06349662162162162;
3 4 6 0.06225158982511923;
3 4 7 0.06225158982511923;
3 4 8 0.06972178060413355;
3 4 9 0.058516494435612076;
3 4 10 0.05976152623211446;
3 5 1 0.07091255961844196;
3 5 2 0.06370111287758347;
3 5 3 0.060095389507154214;
3 5 4 0.060095389507154214;
3 5 5 0.060095389507154214;
3 5 6 0.061297297297297305;
3 5 7 0.05168203497615262;
3 5 8 0.05648966613672496;
3 5 9 0.07091255961844196;
3 5 10 0.06971065182829887;
3 6 1 0.056311605723370434;
3 6 2 0.0760206677265501;
3 6 3 0.07883624801271862;
3 6 4 0.07883624801271862;
3 6 5 0.07320508744038155;
3 6 6 0.061942766295707476;
3 6 7 0.06053497615262321;
3 6 8 0.0760206677265501;
3 6 9 0.064758346581876;
3 6 10 0.06616613672496026;
4 1 1 0.09633831478537361;
4 1 2 0.10509634340222575;
4 1 3 0.1313704292527822;
4 1 4 0.12699141494435612;
4 1 5 0.09195930047694754;
4 1 6 0.12699141494435612;
4 1 7 0.1007173290937997;
4 1 8 0.12480190779014308;
4 1 9 0.1313704292527822;
4 1 10 0.11823338632750399;
4 2 1 0.07479300476947534;
4 2 2 0.09179141494435612;
4 2 3 0.07819268680445152;
4 2 4 0.08669189189189189;
4 2 5 0.0934912559618442;
4 2 6 0.08499205087440381;
4 2 7 0.10199046104928457;
4 2 8 0.08329220985691572;
4 2 9 0.07989252782193958;
4 2 10 0.10199046104928457;
4 3 1 0.054221780604133546;
4 3 2 0.06386120826709062;
4 3 3 0.06506613672496026;
4 3 4 0.054221780604133546;
4 3 5 0.059041494435612074;
4 3 6 0.057836565977742435;
4 3 7 0.06506613672496026;
4 3 8 0.059041494435612074;
4 3 9 0.06265627980922099;
4 3 10 0.06386120826709062;
4 4 1 0.07982432432432432;
4 4 2 0.08295468998410174;
4 4 3 0.06417249602543719;
4 4 4 0.08451987281399045;
4 4 5 0.08138950715421303;
4 4 6 0.08138950715421303;
4 4 7 0.08608505564387918;
4 4 8 0.07669395866454688;
4 4 9 0.06417249602543719;
4 4 10 0.07669395866454688;
4 5 1 0.06799364069952306;
4 5 2 0.07101558028616851;
4 5 3 0.08008139904610494;
4 5 4 0.08612527821939586;
4 5 5 0.07101558028616851;
4 5 6 0.0876362480127186;
4 5 7 0.07101558028616851;
4 5 8 0.06497170111287758;
4 5 9 0.060438791732909385;
4 5 10 0.06799364069952306;
4 6 1 0.10264801271860095;
4 6 2 0.09733863275039747;
4 6 3 0.08141049284578697;
4 6 4 0.08141049284578697;
4 6 5 0.08848966613672496;
4 6 6 0.08318028616852147;
4 6 7 0.10087821939586646;
4 6 8 0.07079173290937998;
4 6 9 0.09910842607313196;
4 6 10 0.10618759936406995;
5 1 1 0.11674054054054055;
5 1 2 0.09385023847376789;
5 1 3 0.10300635930047695;
5 1 4 0.11445151033386328;
5 1 5 0.10071732909379968;
5 1 6 0.1327637519872814;
5 1 7 0.13047472178060412;
5 1 8 0.11674054054054055;
5 1 9 0.11674054054054055;
5 1 10 0.12360763116057236;
5 2 1 0.09774085850556438;
5 2 2 0.07286136724960253;
5 2 3 0.0781926868044515;
5 2 4 0.07463847376788553;
5 2 5 0.10129507154213035;
5 2 6 0.09063243243243242;
5 2 7 0.09951796502384737;
5 2 8 0.08530111287758345;
5 2 9 0.09951796502384737;
5 2 10 0.09063243243243242;
5 3 1 0.05416701112877584;
5 3 2 0.059205802861685204;
5 3 3 0.0642445945945946;
5 3 4 0.0617251987281399;
5 3 5 0.05164761526232114;
5 3 6 0.05416701112877584;
5 3 7 0.06802368839427664;
5 3 8 0.05416701112877584;
5 3 9 0.07054308426073132;
5 3 10 0.0642445945945946;
5 4 1 0.07527106518282987;
5 4 2 0.08018004769475356;
5 4 3 0.06708942766295707;
5 4 4 0.08018004769475356;
5 4 5 0.08508903020667727;
5 4 6 0.06545310015898251;
5 4 7 0.06545310015898251;
5 4 8 0.09490699523052464;
5 4 9 0.078543720190779;
5 4 10 0.078543720190779;
5 5 1 0.07740286168521462;
5 5 2 0.08214181240063594;
5 5 3 0.09161971383147853;
5 5 4 0.07266391096979333;
5 5 5 0.088460413354531;
5 5 6 0.088460413354531;
5 5 7 0.0789825119236884;
5 5 8 0.0789825119236884;
5 5 9 0.06792496025437203;
5 5 10 0.088460413354531;
5 6 1 0.10176311605723372;
5 6 2 0.07956025437201909;
5 6 3 0.07585977742448331;
5 6 4 0.09251192368839428;
5 6 5 0.10731383147853736;
5 6 6 0.10176311605723372;
5 6 7 0.10176311605723372;
5 6 8 0.08326073131955485;
5 6 9 0.09436216216216217;
5 6 10 0.10731383147853736;
6 1 1 0.15077742448330683;
6 1 2 0.14323855325914148;
6 1 3 0.14826446740858507;
6 1 4 0.14575151033386327;
6 1 5 0.14575151033386327;
6 1 6 0.12564785373608903;
6 1 7 0.12313489666136726;
6 1 8 0.15077742448330683;
6 1 9 0.14826446740858507;
6 1 10 0.11057011128775834;
6 2 1 0.08779292527821939;
6 2 2 0.07803815580286169;
6 2 3 0.08779292527821939;
6 2 4 0.09364578696343401;
6 2 5 0.11705723370429251;
6 2 6 0.10340055643879173;
6 2 7 0.10144960254372018;
6 2 8 0.09169483306836247;
6 2 9 0.09364578696343401;
6 2 10 0.10144960254372018;
6 3 1 0.060848887122416526;
6 3 2 0.08297575516693162;
6 3 3 0.06361474562798092;
6 3 4 0.0719123211446741;
6 3 5 0.05808302861685215;
6 3 6 0.05946595786963434;
6 3 7 0.0663806041335453;
6 3 8 0.05946595786963434;
6 3 9 0.07467817965023849;
6 3 10 0.06361474562798092;
6 4 1 0.07904173290937995;
6 4 2 0.09161655405405404;
6 4 3 0.07185612082670906;
6 4 4 0.07724532988871223;
6 4 5 0.10778418124006357;
6 4 6 0.07365252384737678;
6 4 7 0.08982015103338632;
6 4 8 0.10419137519872812;
6 4 9 0.10778418124006357;
6 4 10 0.10419137519872812;
6 5 1 0.07803815580286169;
6 5 2 0.08324069952305246;
6 5 3 0.09537996820349762;
6 5 4 0.09017742448330685;
6 5 5 0.08324069952305246;
6 5 6 0.07977233704292529;
6 5 7 0.0988483306836248;
6 5 8 0.06936724960254373;
6 5 9 0.07803815580286169;
6 5 10 0.09191160572337043;
6 6 1 0.11578068362480126;
6 6 2 0.11781192368839428;
6 6 3 0.11171820349761527;
6 6 4 0.11984316375198728;
6 6 5 0.09749952305246423;
6 6 6 0.08124960254372021;
6 6 7 0.09953076311605724;
6 6 8 0.11578068362480126;
6 6 9 0.10359324324324325;
6 6 10 0.10765572337042927;
7 1 1 0.11902957074721782;
7 1 2 0.13714276629570749;
7 1 3 0.10609157392686805;
7 1 4 0.12937996820349762;
7 1 5 0.15525596184419715;
7 1 6 0.12420476947535772;
7 1 7 0.15008076311605723;
7 1 8 0.12161717011128775;
7 1 9 0.13196756756756758;
7 1 10 0.11902957074721782;
7 2 1 0.08035612082670905;
7 2 2 0.11852527821939585;
7 2 3 0.09240953895071542;
7 2 4 0.10446295707472177;
7 2 5 0.10446295707472177;
7 2 6 0.09642734499205087;
7 2 7 0.09642734499205087;
7 2 8 0.10446295707472177;
7 2 9 0.10446295707472177;
7 2 10 0.09642734499205087;
7 3 1 0.07974435612082671;
7 3 2 0.08116836248012717;
7 3 3 0.058384260731319554;
7 3 4 0.06977631160572337;
7 3 5 0.07974435612082671;
7 3 6 0.06550429252782194;
7 3 7 0.07262432432432432;
7 3 8 0.08401637519872814;
7 3 9 0.07120031796502384;
7 3 10 0.07689634340222576;
7 4 1 0.0776899841017488;
7 4 2 0.08323926868044515;
7 4 3 0.1017368839427663;
7 4 4 0.11098569157392685;
7 4 5 0.08323926868044515;
7 4 6 0.09988712241653418;
7 4 7 0.0776899841017488;
7 4 8 0.09988712241653418;
7 4 9 0.08693879173290936;
7 4 10 0.10728616852146261;
7 5 1 0.07499904610492845;
7 5 2 0.08214181240063594;
7 5 3 0.08035612082670907;
7 5 4 0.09642734499205088;
7 5 5 0.0732133545310016;
7 5 6 0.09285596184419713;
7 5 7 0.09821303656597775;
7 5 8 0.07499904610492845;
7 5 9 0.10535580286168521;
7 5 10 0.0785704292527822;
7 6 1 0.0836629570747218;
7 6 2 0.11712813990461052;
7 6 3 0.09412082670906202;
7 6 4 0.12340286168521464;
7 6 5 0.10039554848966614;
7 6 6 0.10876184419713832;
7 6 7 0.11503656597774246;
7 6 8 0.11712813990461052;
7 6 9 0.12549443561208268;
7 6 10 0.08784610492845787;
8 1 1 0.15600238473767888;
8 1 2 0.1162926868044515;
8 1 3 0.1616751987281399;
8 1 4 0.13047472178060415;
8 1 5 0.1588387917329094;
8 1 6 0.1361475357710652;
