###################################################
# Classe 19 : K = 6, M = 2, T = 8, N = 5
# Exemplo: 6.   Nome do arquivo: c19ex06.dat          Semente: 3301

global Q1 = 1e5
5 1 8 17.064;
5 2 1 22.632;
5 2 2 22.632;
5 2 3 22.632;
5 2 4 22.632;
5 2 5 22.632;
5 2 6 22.632;
5 2 7 22.632;
5 2 8 22.632;
6 1 1 25.055;
6 1 2 25.055;
6 1 3 25.055;
6 1 4 25.055;
6 1 5 25.055;
6 1 6 25.055;
6 1 7 25.055;
6 1 8 25.055;
6 2 1 21.343;
6 2 2 21.343;
6 2 3 21.343;
6 2 4 21.343;
6 2 5 21.343;
6 2 6 21.343;
6 2 7 21.343;
6 2 8 21.343;
]

# cw: custo de estocar uma bobina mestre
global c_w = [
1 1 1 0.013;
1 1 2 0.013;
1 1 3 0.013;
1 1 4 0.013;
1 1 5 0.013;
1 1 6 0.013;
1 1 7 0.013;
1 1 8 0.013;
1 2 1 0.011;
1 2 2 0.011;
1 2 3 0.011;
1 2 4 0.011;
1 2 5 0.011;
1 2 6 0.011;
1 2 7 0.011;
1 2 8 0.011;
2 1 1 0.012;
2 1 2 0.012;
2 1 3 0.012;
2 1 4 0.012;
2 1 5 0.012;
2 1 6 0.012;
2 1 7 0.012;
2 1 8 0.012;
2 2 1 0.01;
2 2 2 0.01;
2 2 3 0.01;
2 2 4 0.01;
2 2 5 0.01;
2 2 6 0.01;
2 2 7 0.01;
2 2 8 0.01;
3 1 1 0.013;
3 1 2 0.013;
3 1 3 0.013;
3 1 4 0.013;
3 1 5 0.013;
3 1 6 0.013;
3 1 7 0.013;
3 1 8 0.013;
3 2 1 0.012;
3 2 2 0.012;
3 2 3 0.012;
3 2 4 0.012;
3 2 5 0.012;
3 2 6 0.012;
3 2 7 0.012;
3 2 8 0.012;
4 1 1 0.011;
4 1 2 0.011;
4 1 3 0.011;
4 1 4 0.011;
4 1 5 0.011;
4 1 6 0.011;
4 1 7 0.011;
4 1 8 0.011;
4 2 1 0.009;
4 2 2 0.009;
4 2 3 0.009;
4 2 4 0.009;
4 2 5 0.009;
4 2 6 0.009;
4 2 7 0.009;
4 2 8 0.009;
5 1 1 0.012;
5 1 2 0.012;
5 1 3 0.012;
5 1 4 0.012;
5 1 5 0.012;
5 1 6 0.012;
5 1 7 0.012;
5 1 8 0.012;
5 2 1 0.01;
5 2 2 0.01;
5 2 3 0.01;
5 2 4 0.01;
5 2 5 0.01;
5 2 6 0.01;
5 2 7 0.01;
5 2 8 0.01;
6 1 1 0.011;
6 1 2 0.011;
6 1 3 0.011;
6 1 4 0.011;
6 1 5 0.011;
6 1 6 0.011;
6 1 7 0.011;
6 1 8 0.011;
6 2 1 0.01;
6 2 2 0.01;
6 2 3 0.01;
6 2 4 0.01;
6 2 5 0.01;
6 2 6 0.01;
6 2 7 0.01;
6 2 8 0.01;
]

# cz: custo de setup por bobina mestre
global c_z = [
1 1 1 1.063;
1 1 2 1.063;
1 1 3 1.063;
1 1 4 1.063;
1 1 5 1.063;
1 1 6 1.063;
1 1 7 1.063;
1 1 8 1.063;
1 2 1 0.65;
1 2 2 0.65;
1 2 3 0.65;
1 2 4 0.65;
1 2 5 0.65;
1 2 6 0.65;
1 2 7 0.65;
1 2 8 0.65;
2 1 1 0.944;
2 1 2 0.944;
2 1 3 0.944;
2 1 4 0.944;
2 1 5 0.944;
2 1 6 0.944;
2 1 7 0.944;
2 1 8 0.944;
2 2 1 0.591;
2 2 2 0.591;
2 2 3 0.591;
2 2 4 0.591;
2 2 5 0.591;
2 2 6 0.591;
2 2 7 0.591;
2 2 8 0.591;
3 1 1 0.86;
3 1 2 0.86;
3 1 3 0.86;
3 1 4 0.86;
3 1 5 0.86;
3 1 6 0.86;
3 1 7 0.86;
3 1 8 0.86;
3 2 1 0.86;
3 2 2 0.86;
3 2 3 0.86;
3 2 4 0.86;
3 2 5 0.86;
3 2 6 0.86;
3 2 7 0.86;
3 2 8 0.86;
4 1 1 1.107;
4 1 2 1.107;
4 1 3 1.107;
4 1 4 1.107;
4 1 5 1.107;
4 1 6 1.107;
4 1 7 1.107;
4 1 8 1.107;
4 2 1 0.708;
4 2 2 0.708;
4 2 3 0.708;
4 2 4 0.708;
4 2 5 0.708;
4 2 6 0.708;
4 2 7 0.708;
4 2 8 0.708;
5 1 1 0.512;
5 1 2 0.512;
5 1 3 0.512;
5 1 4 0.512;
5 1 5 0.512;
5 1 6 0.512;
5 1 7 0.512;
5 1 8 0.512;
5 2 1 0.837;
5 2 2 0.837;
5 2 3 0.837;
5 2 4 0.837;
5 2 5 0.837;
5 2 6 0.837;
5 2 7 0.837;
5 2 8 0.837;
6 1 1 1.153;
6 1 2 1.153;
6 1 3 1.153;
6 1 4 1.153;
6 1 5 1.153;
6 1 6 1.153;
6 1 7 1.153;
6 1 8 1.153;
6 2 1 0.875;
6 2 2 0.875;
6 2 3 0.875;
6 2 4 0.875;
6 2 5 0.875;
6 2 6 0.875;
6 2 7 0.875;
6 2 8 0.875;
]

# cy: custo de corte por bobina mestre
global c_y = [
1 1 1 3.37;
1 1 2 3.37;
1 1 3 3.37;
1 1 4 3.37;
1 1 5 3.37;
1 1 6 3.37;
1 1 7 3.37;
1 1 8 3.37;
1 2 1 1.933;
1 2 2 1.933;
1 2 3 1.933;
1 2 4 1.933;
1 2 5 1.933;
1 2 6 1.933;
1 2 7 1.933;
1 2 8 1.933;
2 1 1 2.009;
2 1 2 2.009;
2 1 3 2.009;
2 1 4 2.009;
2 1 5 2.009;
2 1 6 2.009;
2 1 7 2.009;
2 1 8 2.009;
2 2 1 2.608;
2 2 2 2.608;
2 2 3 2.608;
2 2 4 2.608;
2 2 5 2.608;
2 2 6 2.608;
2 2 7 2.608;
2 2 8 2.608;
3 1 1 2.676;
3 1 2 2.676;
3 1 3 2.676;
3 1 4 2.676;
3 1 5 2.676;
3 1 6 2.676;
3 1 7 2.676;
3 1 8 2.676;
3 2 1 2.746;
3 2 2 2.746;
3 2 3 2.746;
3 2 4 2.746;
3 2 5 2.746;
3 2 6 2.746;
3 2 7 2.746;
3 2 8 2.746;
4 1 1 2.97;
4 1 2 2.97;
4 1 3 2.97;
4 1 4 2.97;
4 1 5 2.97;
4 1 6 2.97;
4 1 7 2.97;
4 1 8 2.97;
4 2 1 1.444;
4 2 2 1.444;
4 2 3 1.444;
4 2 4 1.444;
4 2 5 1.444;
4 2 6 1.444;
4 2 7 1.444;
4 2 8 1.444;
5 1 1 2.218;
5 1 2 2.218;
5 1 3 2.218;
5 1 4 2.218;
5 1 5 2.218;
5 1 6 2.218;
5 1 7 2.218;
5 1 8 2.218;
5 2 1 2.716;
5 2 2 2.716;
5 2 3 2.716;
5 2 4 2.716;
5 2 5 2.716;
5 2 6 2.716;
5 2 7 2.716;
5 2 8 2.716;
6 1 1 2.506;
6 1 2 2.506;
6 1 3 2.506;
6 1 4 2.506;
6 1 5 2.506;
6 1 6 2.506;
6 1 7 2.506;
6 1 8 2.506;
6 2 1 2.348;
6 2 2 2.348;
6 2 3 2.348;
6 2 4 2.348;
6 2 5 2.348;
6 2 6 2.348;
6 2 7 2.348;
6 2 8 2.348;
]

# c_e: Custo de estocar um item de largura l_i
global c_e = [
1 1 1 0.006;
1 1 2 0.006;
1 1 3 0.006;
1 1 4 0.006;
1 1 5 0.006;
1 1 6 0.006;
1 1 7 0.006;
1 1 8 0.006;
1 2 1 0.006;
1 2 2 0.006;
1 2 3 0.006;
1 2 4 0.006;
1 2 5 0.006;
1 2 6 0.006;
1 2 7 0.006;
1 2 8 0.006;
1 3 1 0.006;
1 3 2 0.006;
1 3 3 0.006;
1 3 4 0.006;
1 3 5 0.006;
1 3 6 0.006;
1 3 7 0.006;
1 3 8 0.006;
1 4 1 0.005;
1 4 2 0.005;
1 4 3 0.005;
1 4 4 0.005;
1 4 5 0.005;
1 4 6 0.005;
1 4 7 0.005;
1 4 8 0.005;
1 5 1 0.006;
1 5 2 0.006;
1 5 3 0.006;
1 5 4 0.006;
1 5 5 0.006;
1 5 6 0.006;
1 5 7 0.006;
1 5 8 0.006;
1 6 1 0.005;
1 6 2 0.005;
1 6 3 0.005;
1 6 4 0.005;
1 6 5 0.005;
1 6 6 0.005;
1 6 7 0.005;
1 6 8 0.005;
2 1 1 0.006;
2 1 2 0.006;
2 1 3 0.006;
2 1 4 0.006;
2 1 5 0.006;
2 1 6 0.006;
2 1 7 0.006;
2 1 8 0.006;
2 2 1 0.006;
2 2 2 0.006;
2 2 3 0.006;
2 2 4 0.006;
2 2 5 0.006;
2 2 6 0.006;
2 2 7 0.006;
2 2 8 0.006;
2 3 1 0.006;
2 3 2 0.006;
2 3 3 0.006;
2 3 4 0.006;
2 3 5 0.006;
2 3 6 0.006;
2 3 7 0.006;
2 3 8 0.006;
2 4 1 0.005;
2 4 2 0.005;
2 4 3 0.005;
2 4 4 0.005;
2 4 5 0.005;
2 4 6 0.005;
2 4 7 0.005;
2 4 8 0.005;
2 5 1 0.006;
2 5 2 0.006;
2 5 3 0.006;
2 5 4 0.006;
2 5 5 0.006;
2 5 6 0.006;
2 5 7 0.006;
2 5 8 0.006;
2 6 1 0.005;
2 6 2 0.005;
2 6 3 0.005;
2 6 4 0.005;
2 6 5 0.005;
2 6 6 0.005;
2 6 7 0.005;
2 6 8 0.005;
3 1 1 0.006;
3 1 2 0.006;
3 1 3 0.006;
3 1 4 0.006;
3 1 5 0.006;
3 1 6 0.006;
3 1 7 0.006;
3 1 8 0.006;
3 2 1 0.006;
3 2 2 0.006;
3 2 3 0.006;
3 2 4 0.006;
3 2 5 0.006;
3 2 6 0.006;
3 2 7 0.006;
3 2 8 0.006;
3 3 1 0.006;
3 3 2 0.006;
3 3 3 0.006;
3 3 4 0.006;
3 3 5 0.006;
3 3 6 0.006;
3 3 7 0.006;
3 3 8 0.006;
3 4 1 0.005;
3 4 2 0.005;
3 4 3 0.005;
3 4 4 0.005;
3 4 5 0.005;
3 4 6 0.005;
3 4 7 0.005;
3 4 8 0.005;
3 5 1 0.006;
3 5 2 0.006;
3 5 3 0.006;
3 5 4 0.006;
3 5 5 0.006;
3 5 6 0.006;
3 5 7 0.006;
3 5 8 0.006;
3 6 1 0.005;
3 6 2 0.005;
3 6 3 0.005;
3 6 4 0.005;
3 6 5 0.005;
3 6 6 0.005;
3 6 7 0.005;
3 6 8 0.005;
4 1 1 0.006;
4 1 2 0.006;
4 1 3 0.006;
4 1 4 0.006;
4 1 5 0.006;
4 1 6 0.006;
4 1 7 0.006;
4 1 8 0.006;
4 2 1 0.006;
4 2 2 0.006;
4 2 3 0.006;
4 2 4 0.006;
4 2 5 0.006;
4 2 6 0.006;
4 2 7 0.006;
4 2 8 0.006;
4 3 1 0.006;
4 3 2 0.006;
4 3 3 0.006;
4 3 4 0.006;
4 3 5 0.006;
4 3 6 0.006;
4 3 7 0.006;
4 3 8 0.006;
4 4 1 0.005;
4 4 2 0.005;
4 4 3 0.005;
4 4 4 0.005;
4 4 5 0.005;
4 4 6 0.005;
4 4 7 0.005;
4 4 8 0.005;
4 5 1 0.006;
4 5 2 0.006;
4 5 3 0.006;
4 5 4 0.006;
4 5 5 0.006;
4 5 6 0.006;
4 5 7 0.006;
4 5 8 0.006;
4 6 1 0.005;
4 6 2 0.005;
4 6 3 0.005;
4 6 4 0.005;
4 6 5 0.005;
4 6 6 0.005;
4 6 7 0.005;
4 6 8 0.005;
5 1 1 0.006;
5 1 2 0.006;
5 1 3 0.006;
5 1 4 0.006;
5 1 5 0.006;
5 1 6 0.006;
5 1 7 0.006;
5 1 8 0.006;
5 2 1 0.006;
5 2 2 0.006;
5 2 3 0.006;
5 2 4 0.006;
5 2 5 0.006;
5 2 6 0.006;
5 2 7 0.006;
5 2 8 0.006;
5 3 1 0.006;
5 3 2 0.006;
5 3 3 0.006;
5 3 4 0.006;
5 3 5 0.006;
5 3 6 0.006;
5 3 7 0.006;
5 3 8 0.006;
5 4 1 0.005;
5 4 2 0.005;
5 4 3 0.005;
5 4 4 0.005;
5 4 5 0.005;
5 4 6 0.005;
5 4 7 0.005;
5 4 8 0.005;
5 5 1 0.006;
5 5 2 0.006;
5 5 3 0.006;
5 5 4 0.006;
5 5 5 0.006;
5 5 6 0.006;
5 5 7 0.006;
5 5 8 0.006;
5 6 1 0.005;
5 6 2 0.005;
5 6 3 0.005;
5 6 4 0.005;
5 6 5 0.005;
5 6 6 0.005;
5 6 7 0.005;
5 6 8 0.005;
]

# csc: custo de setup do padrão de corte (igual para cada padrão j)
global c_sc = [
1 1 1 0.145;
1 1 2 0.145;
1 1 3 0.145;
1 1 4 0.145;
1 1 5 0.145;
1 1 6 0.145;
1 1 7 0.145;
1 1 8 0.145;
1 2 1 0.072;
1 2 2 0.072;
1 2 3 0.072;
1 2 4 0.072;
1 2 5 0.072;
1 2 6 0.072;
1 2 7 0.072;
1 2 8 0.072;
2 1 1 0.07;
2 1 2 0.07;
2 1 3 0.07;
2 1 4 0.07;
2 1 5 0.07;
2 1 6 0.07;
2 1 7 0.07;
2 1 8 0.07;
2 2 1 0.107;
2 2 2 0.107;
2 2 3 0.107;
2 2 4 0.107;
2 2 5 0.107;
2 2 6 0.107;
2 2 7 0.107;
2 2 8 0.107;
3 1 1 0.086;
3 1 2 0.086;
3 1 3 0.086;
3 1 4 0.086;
3 1 5 0.086;
3 1 6 0.086;
3 1 7 0.086;
3 1 8 0.086;
3 2 1 0.137;
3 2 2 0.137;
3 2 3 0.137;
3 2 4 0.137;
3 2 5 0.137;
3 2 6 0.137;
3 2 7 0.137;
3 2 8 0.137;
4 1 1 0.092;
4 1 2 0.092;
4 1 3 0.092;
4 1 4 0.092;
4 1 5 0.092;
4 1 6 0.092;
4 1 7 0.092;
4 1 8 0.092;
4 2 1 0.071;
4 2 2 0.071;
4 2 3 0.071;
4 2 4 0.071;
4 2 5 0.071;
4 2 6 0.071;
4 2 7 0.071;
4 2 8 0.071;
5 1 1 0.087;
5 1 2 0.087;
5 1 3 0.087;
5 1 4 0.087;
5 1 5 0.087;
5 1 6 0.087;
5 1 7 0.087;
5 1 8 0.087;
5 2 1 0.133;
5 2 2 0.133;
5 2 3 0.133;
5 2 4 0.133;
5 2 5 0.133;
5 2 6 0.133;
5 2 7 0.133;
5 2 8 0.133;
6 1 1 0.12;
6 1 2 0.12;
6 1 3 0.12;
6 1 4 0.12;
6 1 5 0.12;
6 1 6 0.12;
6 1 7 0.12;
6 1 8 0.12;
6 2 1 0.082;
6 2 2 0.082;
6 2 3 0.082;
6 2 4 0.082;
6 2 5 0.082;
6 2 6 0.082;
6 2 7 0.082;
6 2 8 0.082;
]

# Demandas
global d = [
1 1 1 131;
1 1 2 286;
1 1 3 258;
1 1 4 199;
1 1 5 155;
1 1 6 140;
1 1 7 0;
1 1 8 0;
1 2 1 268;
1 2 2 102;
1 2 3 141;
1 2 4 186;
1 2 5 0;
1 2 6 0;
1 2 7 277;
1 2 8 90;
1 3 1 75;
1 3 2 68;
1 3 3 104;
1 3 4 0;
1 3 5 221;
1 3 6 166;
1 3 7 204;
1 3 8 178;
1 4 1 0;
1 4 2 273;
1 4 3 209;
1 4 4 0;
1 4 5 134;
1 4 6 0;
1 4 7 133;
1 4 8 0;
1 5 1 196;
1 5 2 124;
1 5 3 91;
1 5 4 54;
1 5 5 0;
1 5 6 283;
1 5 7 276;
1 5 8 250;
1 6 1 0;
1 6 2 241;
1 6 3 259;
1 6 4 213;
1 6 5 0;
1 6 6 122;
1 6 7 165;
1 6 8 63;
2 1 1 196;
2 1 2 89;
2 1 3 196;
2 1 4 160;
2 1 5 0;
2 1 6 112;
2 1 7 238;
2 1 8 279;
2 2 1 52;
2 2 2 83;
2 2 3 130;
2 2 4 175;
2 2 5 0;
2 2 6 223;
2 2 7 115;
2 2 8 101;
2 3 1 280;
2 3 2 186;
2 3 3 213;
2 3 4 197;
2 3 5 284;
2 3 6 67;
2 3 7 204;
2 3 8 192;
2 4 1 246;
2 4 2 0;
2 4 3 157;
2 4 4 131;
2 4 5 254;
2 4 6 98;
2 4 7 165;
2 4 8 92;
2 5 1 60;
2 5 2 97;
2 5 3 271;
2 5 4 0;
2 5 5 118;
2 5 6 294;
2 5 7 103;
2 5 8 126;
2 6 1 59;
2 6 2 253;
2 6 3 0;
2 6 4 141;
2 6 5 160;
2 6 6 202;
2 6 7 128;
2 6 8 147;
3 1 1 0;
3 1 2 98;
3 1 3 79;
3 1 4 197;
3 1 5 0;
3 1 6 248;
3 1 7 0;
3 1 8 140;
3 2 1 173;
3 2 2 230;
3 2 3 0;
3 2 4 65;
3 2 5 0;
3 2 6 134;
3 2 7 0;
3 2 8 222;
3 3 1 64;
3 3 2 110;
3 3 3 133;
3 3 4 272;
3 3 5 0;
3 3 6 0;
3 3 7 161;
3 3 8 83;
3 4 1 116;
3 4 2 176;
3 4 3 297;
3 4 4 236;
3 4 5 195;
3 4 6 243;
3 4 7 225;
3 4 8 203;
3 5 1 78;
3 5 2 270;
3 5 3 115;
3 5 4 80;
3 5 5 258;
3 5 6 57;
3 5 7 0;
3 5 8 0;
3 6 1 116;
3 6 2 243;
3 6 3 0;
3 6 4 234;
3 6 5 58;
3 6 6 0;
3 6 7 86;
3 6 8 236;
4 1 1 93;
4 1 2 69;
4 1 3 182;
4 1 4 296;
4 1 5 65;
4 1 6 187;
4 1 7 299;
4 1 8 174;
4 2 1 149;
4 2 2 72;
4 2 3 104;
4 2 4 169;
4 2 5 293;
4 2 6 174;
4 2 7 73;
4 2 8 234;
4 3 1 292;
4 3 2 170;
4 3 3 189;
4 3 4 285;
4 3 5 122;
4 3 6 225;
4 3 7 0;
4 3 8 226;
4 4 1 71;
4 4 2 71;
4 4 3 175;
4 4 4 247;
4 4 5 0;
4 4 6 0;
4 4 7 75;
4 4 8 96;
4 5 1 130;
4 5 2 0;
4 5 3 159;
4 5 4 60;
4 5 5 0;
4 5 6 282;
4 5 7 0;
4 5 8 0;
4 6 1 138;
4 6 2 51;
4 6 3 236;
4 6 4 139;
4 6 5 86;
4 6 6 0;
4 6 7 131;
4 6 8 0;
5 1 1 219;
5 1 2 68;
5 1 3 246;
5 1 4 155;
5 1 5 250;
5 1 6 182;
5 1 7 82;
5 1 8 294;
5 2 1 0;
5 2 2 232;
5 2 3 72;
5 2 4 93;
5 2 5 146;
5 2 6 198;
5 2 7 73;
5 2 8 129;
5 3 1 137;
5 3 2 72;
5 3 3 216;
5 3 4 75;
5 3 5 184;
5 3 6 232;
5 3 7 117;
5 3 8 298;
5 4 1 67;
5 4 2 0;
5 4 3 71;
5 4 4 57;
5 4 5 240;
5 4 6 122;
5 4 7 0;
5 4 8 118;
5 5 1 159;
5 5 2 283;
5 5 3 109;
5 5 4 254;
5 5 5 0;
5 5 6 295;
5 5 7 300;
5 5 8 0;
5 6 1 100;
5 6 2 295;
5 6 3 110;
5 6 4 52;
5 6 5 221;
5 6 6 53;
5 6 7 196;
5 6 8 81;
]

# Perda de papel no setup da máquina
global f = [28.08 23.92; 28.08 23.92; 28.08 23.92; 28.08 23.92; 28.08 23.92; 28.08 23.92]

# c: tempo de corte da bobina mestre
global c_km = [37.8 43.24; 24.84 23.92; 34.56 23.92; 29.16 30.36; 22.68 29.44; 49.68 43.24]

# p: tempo de setup do padrão j para a bobina mestre
global p_km = [4.12 4.713; 2.708 2.607; 3.767 2.607; 3.178 3.309; 2.472 3.209; 5.415 4.713]
# Capacidade média de produção por período:
CM = 845339.25

D_kt = [127848.0 103506.0 193318.0 216592.0 108950.0 194538.0 136362.0 202924.0; 117788.0 165336.0 80528.0 130746.0 126134.0 166368.0 84488.0 179230.0; 178938.0 124664.0 185376.0 191396.0 145164.0 157622.0 118708.0 213406.0; 96596.0 91006.0 182330.0 158948.0 162110.0 106530.0 108572.0 122034.0; 130262.0 173822.0 146050.0 117588.0 76124.0 244764.0 130052.0 40616.0; 103632.0 215510.0 126268.0 149830.0 122706.0 51914.0 148170.0 104854.0]


# Capacidade de produção de jumbo
global Cap_p = [456483.0 456483.0 456483.0 456483.0 456483.0 456483.0 456483.0 456483.0; 388856.0 388856.0 388856.0 388856.0 388856.0 388856.0 388856.0 388856.0]

# Capacidade da cortadeira
global Cap_c = [
27663.0;
27663.0;
27663.0;
27663.0;
27663.0;
27663.0;
27663.0;
27663.0;
]
#-----------------------------------------
