###################################################
# Classe 11 : K = 4, M = 2, T = 8, N = 10
# Exemplo: 1.   c11ex01.dat          Semente: 1500
#-----------------------Dados----------------------
global K = 4
2 2 4 2.035;
2 2 5 2.035;
2 2 6 2.035;
2 2 7 2.035;
2 2 8 2.035;
3 1 1 2.364;
3 1 2 2.364;
3 1 3 2.364;
3 1 4 2.364;
3 1 5 2.364;
3 1 6 2.364;
3 1 7 2.364;
3 1 8 2.364;
3 2 1 2.87;
3 2 2 2.87;
3 2 3 2.87;
3 2 4 2.87;
3 2 5 2.87;
3 2 6 2.87;
3 2 7 2.87;
3 2 8 2.87;
4 1 1 2.878;
4 1 2 2.878;
4 1 3 2.878;
4 1 4 2.878;
4 1 5 2.878;
4 1 6 2.878;
4 1 7 2.878;
4 1 8 2.878;
4 2 1 2.282;
4 2 2 2.282;
4 2 3 2.282;
4 2 4 2.282;
4 2 5 2.282;
4 2 6 2.282;
4 2 7 2.282;
4 2 8 2.282;
]

global c_sc = [
1 1 1 0.111;
1 1 2 0.111;
1 1 3 0.111;
1 1 4 0.111;
1 1 5 0.111;
1 1 6 0.111;
1 1 7 0.111;
1 1 8 0.111;
1 2 1 0.103;
1 2 2 0.103;
1 2 3 0.103;
1 2 4 0.103;
1 2 5 0.103;
1 2 6 0.103;
1 2 7 0.103;
1 2 8 0.103;
2 1 1 0.136;
2 1 2 0.136;
2 1 3 0.136;
2 1 4 0.136;
2 1 5 0.136;
2 1 6 0.136;
2 1 7 0.136;
2 1 8 0.136;
2 2 1 0.098;
2 2 2 0.098;
2 2 3 0.098;
2 2 4 0.098;
2 2 5 0.098;
2 2 6 0.098;
2 2 7 0.098;
2 2 8 0.098;
3 1 1 0.092;
3 1 2 0.092;
3 1 3 0.092;
3 1 4 0.092;
3 1 5 0.092;
3 1 6 0.092;
3 1 7 0.092;
3 1 8 0.092;
3 2 1 0.126;
3 2 2 0.126;
3 2 3 0.126;
3 2 4 0.126;
3 2 5 0.126;
3 2 6 0.126;
3 2 7 0.126;
3 2 8 0.126;
4 1 1 0.115;
4 1 2 0.115;
4 1 3 0.115;
4 1 4 0.115;
4 1 5 0.115;
4 1 6 0.115;
4 1 7 0.115;
4 1 8 0.115;
4 2 1 0.11;
4 2 2 0.11;
4 2 3 0.11;
4 2 4 0.11;
4 2 5 0.11;
4 2 6 0.11;
4 2 7 0.11;
4 2 8 0.11;
]

global c_w = [
1 1 1 0.473;
1 1 2 0.473;
1 1 3 0.473;
1 1 4 0.473;
1 1 5 0.473;
1 1 6 0.473;
1 1 7 0.473;
1 1 8 0.473;
1 2 1 0.267;
1 2 2 0.267;
1 2 3 0.267;
1 2 4 0.267;
1 2 5 0.267;
1 2 6 0.267;
1 2 7 0.267;
1 2 8 0.267;
2 1 1 0.456;
2 1 2 0.456;
2 1 3 0.456;
2 1 4 0.456;
2 1 5 0.456;
2 1 6 0.456;
2 1 7 0.456;
2 1 8 0.456;
2 2 1 0.262;
2 2 2 0.262;
2 2 3 0.262;
2 2 4 0.262;
2 2 5 0.262;
2 2 6 0.262;
2 2 7 0.262;
2 2 8 0.262;
3 1 1 0.451;
3 1 2 0.451;
3 1 3 0.451;
3 1 4 0.451;
3 1 5 0.451;
3 1 6 0.451;
3 1 7 0.451;
3 1 8 0.451;
3 2 1 0.555;
3 2 2 0.555;
3 2 3 0.555;
3 2 4 0.555;
3 2 5 0.555;
3 2 6 0.555;
3 2 7 0.555;
3 2 8 0.555;
4 1 1 0.376;
4 1 2 0.376;
4 1 3 0.376;
4 1 4 0.376;
4 1 5 0.376;
4 1 6 0.376;
4 1 7 0.376;
4 1 8 0.376;
4 2 1 0.593;
4 2 2 0.593;
4 2 3 0.593;
4 2 4 0.593;
4 2 5 0.593;
4 2 6 0.593;
4 2 7 0.593;
4 2 8 0.593;
]

global c_e = [
1 1 1 0.047720588235294105;
1 1 2 0.03801470588235293;
1 1 3 0.047720588235294105;
1 1 4 0.032352941176470584;
1 1 5 0.039632352941176466;
1 1 6 0.048529411764705876;
1 1 7 0.03316176470588234;
1 1 8 0.045294117647058825;
1 2 1 0.036099761526232114;
1 2 2 0.03923887122416534;
1 2 3 0.03217587440381558;
1 2 4 0.03923887122416534;
1 2 5 0.03923887122416534;
1 2 6 0.03374542925278219;
1 2 7 0.046301868044515096;
1 2 8 0.041593203497615264;
1 3 1 0.06377464228934818;
1 3 2 0.057177265500794924;
1 3 3 0.06267507949125596;
1 3 4 0.061575516693163766;
1 3 5 0.06047595389507156;
1 3 6 0.0659737678855326;
1 3 7 0.06487420508744038;
1 3 8 0.04948032591414945;
1 4 1 0.052956081081081074;
1 4 2 0.058251689189189194;
1 4 3 0.056133445945945944;
1 4 4 0.055074324324324325;
1 4 5 0.058251689189189194;
1 4 6 0.052956081081081074;
1 4 7 0.056133445945945944;
1 4 8 0.049778716216216205;
2 1 1 0.06074999999999999;
2 1 2 0.052411764705882345;
2 1 3 0.07027941176470587;
2 1 4 0.06908823529411763;
2 1 5 0.06908823529411763;
2 1 6 0.052411764705882345;
2 1 7 0.05598529411764705;
2 1 8 0.05122058823529411;
2 2 1 0.05200934022257552;
2 2 2 0.05200934022257552;
2 2 3 0.04854205087440381;
2 2 4 0.05316510333863276;
2 2 5 0.058943918918918925;
2 2 6 0.058943918918918925;
2 2 7 0.061255445151033386;
2 2 8 0.05663239268680445;
2 3 1 0.06639360095389508;
2 3 2 0.08582587440381559;
2 3 3 0.0874452305246423;
2 3 4 0.09554201112877585;
2 3 5 0.07610973767885533;
2 3 6 0.09554201112877585;
2 3 7 0.07125166931637521;
2 3 8 0.07610973767885533;
2 4 1 0.09046824324324323;
2 4 2 0.08578885135135135;
2 4 3 0.06863108108108108;
2 4 4 0.07019087837837838;
2 4 5 0.06863108108108108;
2 4 6 0.06707128378378377;
2 4 7 0.07175067567567568;
2 4 8 0.08734864864864865;
3 1 1 0.06469117647058822;
3 1 2 0.06347058823529411;
3 1 3 0.06591176470588234;
3 1 4 0.06835294117647059;
3 1 5 0.0707941176470588;
3 1 6 0.06347058823529411;
3 1 7 0.051264705882352934;
3 1 8 0.05370588235294117;
3 2 1 0.05210922098569158;
3 2 2 0.055662122416534184;
3 2 3 0.06987372813990461;
3 2 4 0.06750512718600954;
3 2 5 0.055662122416534184;
3 2 6 0.061583624801271865;
3 2 7 0.05329352146263911;
3 2 8 0.06750512718600954;
3 3 1 0.0879450317965024;
3 3 2 0.099560413354531;
3 3 3 0.0796483306836248;
3 3 4 0.0879450317965024;
3 3 5 0.0680329491255962;
3 3 6 0.08960437201907791;
3 3 7 0.09126371224165344;
3 3 8 0.07301096979332275;
3 4 1 0.07671891891891891;
3 4 2 0.09589864864864864;
3 4 3 0.08151385135135134;
3 4 4 0.07192398648648649;
3 4 5 0.0751206081081081;
3 4 6 0.08151385135135134;
3 4 7 0.06872736486486486;
3 4 8 0.09270202702702701;
4 1 1 0.06749999999999999;
4 1 2 0.07799999999999999;
4 1 3 0.07049999999999998;
4 1 4 0.0765;
4 1 5 0.08399999999999999;
4 1 6 0.07049999999999998;
4 1 7 0.07349999999999998;
4 1 8 0.08099999999999999;
4 2 1 0.07277027027027028;
4 2 2 0.07568108108108108;
4 2 3 0.06549324324324324;
4 2 4 0.06840405405405406;
4 2 5 0.0800472972972973;
4 2 6 0.08586891891891892;
4 2 7 0.0785918918918919;
4 2 8 0.0800472972972973;
4 3 1 0.09380270270270272;
4 3 2 0.08360675675675676;
4 3 3 0.10399864864864866;
4 3 4 0.11623378378378378;
4 3 5 0.09380270270270272;
4 3 6 0.08564594594594595;
4 3 7 0.08768513513513514;
4 3 8 0.08360675675675676;
4 4 1 0.08249594594594593;
4 4 2 0.09428108108108108;
4 4 3 0.10606621621621622;
4 4 4 0.10213783783783782;
4 4 5 0.08642432432432433;
4 4 6 0.11785135135135133;
4 4 7 0.10606621621621622;
4 4 8 0.10410202702702702;
5 1 1 0.06576470588235293;
5 1 2 0.06423529411764704;
5 1 3 0.06576470588235293;
5 1 4 0.09176470588235293;
5 1 5 0.06729411764705881;
5 1 6 0.07188235294117645;
5 1 7 0.08411764705882352;
5 1 8 0.07494117647058822;
5 2 1 0.06974531001589825;
5 2 2 0.06529348171701113;
5 2 3 0.06677742448330684;
5 2 4 0.06974531001589825;
5 2 5 0.07568108108108108;
5 2 6 0.06826136724960255;
5 2 7 0.06529348171701113;
5 2 8 0.08606868044515102;
5 3 1 0.08940445151033387;
5 3 2 0.09148362480127187;
5 3 3 0.09356279809220988;
5 3 4 0.10395866454689985;
5 3 5 0.10187949125596185;
5 3 6 0.09148362480127187;
5 3 7 0.09148362480127187;
5 3 8 0.10395866454689985;
5 4 1 0.10414054054054053;
5 4 2 0.11615675675675674;
5 4 3 0.11215135135135136;
5 4 4 0.11014864864864865;
5 4 5 0.11815945945945945;
5 4 6 0.10814594594594594;
5 4 7 0.10213783783783782;
5 4 8 0.08611621621621621;
6 1 1 0.07635294117647058;
6 1 2 0.08329411764705881;
6 1 3 0.1006470588235294;
6 1 4 0.09370588235294117;
6 1 5 0.10411764705882351;
6 1 6 0.08155882352941174;
6 1 7 0.09023529411764704;
6 1 8 0.1006470588235294;
6 2 1 0.10102225755166931;
6 2 2 0.07913410174880763;
6 2 3 0.07408298887122416;
6 2 4 0.09933855325914148;
6 2 5 0.07913410174880763;
6 2 6 0.08586891891891892;
6 2 7 0.07239928457869635;
6 2 8 0.08755262321144675;
6 3 1 0.11559403815580287;
6 3 2 0.13446653418124005;
6 3 3 0.12031216216216217;
6 3 4 0.09908060413354532;
6 3 5 0.13918465818759937;
6 3 6 0.09672154213036566;
6 3 7 0.10143966613672498;
6 3 8 0.10143966613672498;
6 4 1 0.09998108108108107;
6 4 2 0.10452567567567567;
6 4 3 0.0908918918918919;
6 4 4 0.13633783783783782;
6 4 5 0.1340655405405405;
6 4 6 0.09316418918918917;
6 4 7 0.11134256756756757;
6 4 8 0.12952094594594593;
7 1 1 0.08217647058823528;
7 1 2 0.08404411764705881;
7 1 3 0.10272058823529412;
7 1 4 0.09898529411764705;
7 1 5 0.07470588235294118;
7 1 6 0.10085294117647058;
7 1 7 0.09524999999999997;
7 1 8 0.07844117647058822;
7 2 1 0.0960424880763116;
7 2 2 0.10872734499205088;
7 2 3 0.07429701907790143;
7 2 4 0.10872734499205088;
7 2 5 0.07429701907790143;
7 2 6 0.07792126391096979;
7 2 7 0.10872734499205088;
7 2 8 0.09785461049284579;
7 3 1 0.12694952305246424;
7 3 2 0.14472245627980923;
7 3 3 0.12187154213036568;
7 3 4 0.10663759936406995;
7 3 5 0.11171558028616854;
7 3 6 0.13710548489666138;
7 3 7 0.10663759936406995;
7 3 8 0.1320275039745628;
7 4 1 0.11738918918918918;
7 4 2 0.1467364864864865;
7 4 3 0.10760675675675675;
7 4 4 0.13450844594594596;
7 4 5 0.13450844594594596;
7 4 6 0.14429087837837834;
7 4 7 0.10271554054054052;
7 4 8 0.13450844594594596;
8 1 1 0.09267647058823528;
8 1 2 0.09267647058823528;
8 1 3 0.09267647058823528;
8 1 4 0.0886470588235294;
8 1 5 0.12088235294117645;
8 1 6 0.11483823529411762;
8 1 7 0.10476470588235294;
8 1 8 0.11080882352941177;
8 2 1 0.09187603338632751;
8 2 2 0.08601160572337044;
8 2 3 0.10555969793322735;
8 2 4 0.08210198728139904;
8 2 5 0.1114241255961844;
8 2 6 0.10165007949125598;
8 2 7 0.1153337440381558;
8 2 8 0.10751450715421305;
8 3 1 0.14790119236883945;
8 3 2 0.11503426073131956;
8 3 3 0.16433465818759938;
8 3 4 0.11229534976152623;
8 3 5 0.15885683624801272;
8 3 6 0.1451622813990461;
8 3 7 0.1314677265500795;
8 3 8 0.11777317170111289;
8 4 1 0.15565236486486486;
8 4 2 0.15037601351351348;
8 4 3 0.11607972972972973;
8 4 4 0.15301418918918916;
8 4 5 0.13718513513513514;
8 4 6 0.13718513513513514;
8 4 7 0.11607972972972973;
8 4 8 0.12135608108108108;
9 1 1 0.08058823529411764;
9 1 2 0.1087941176470588;
9 1 3 0.10677941176470586;
9 1 4 0.11483823529411762;
9 1 5 0.12088235294117645;
9 1 6 0.09670588235294114;
9 1 7 0.08058823529411764;
9 1 8 0.10476470588235294;
9 2 1 0.1172885532591415;
9 2 2 0.08210198728139904;
9 2 3 0.09578565182829889;
9 2 4 0.10751450715421305;
9 2 5 0.08014717806041335;
9 2 6 0.09578565182829889;
9 2 7 0.08601160572337044;
9 2 8 0.08601160572337044;
9 3 1 0.13968445945945948;
9 3 2 0.12051208267090621;
9 3 3 0.14242337042925282;
9 3 4 0.13694554848966614;
9 3 5 0.11229534976152623;
9 3 6 0.1451622813990461;
9 3 7 0.15337901430842613;
9 3 8 0.16159574721780606;
9 4 1 0.1424614864864865;
9 4 2 0.13190878378378376;
9 4 3 0.15829054054054054;
9 4 4 0.13982331081081079;
9 4 5 0.1292706081081081;
9 4 6 0.13982331081081079;
9 4 7 0.14773783783783784;
9 4 8 0.15829054054054054;
10 1 1 0.0944705882352941;
10 1 2 0.10520588235294115;
10 1 3 0.08802941176470587;
10 1 4 0.11379411764705882;
10 1 5 0.09876470588235292;
10 1 6 0.08802941176470587;
10 1 7 0.09661764705882352;
10 1 8 0.10735294117647057;
10 2 1 0.0937452305246423;
10 2 2 0.08332909379968205;
10 2 3 0.10832782193958665;
10 2 4 0.1187439586645469;
10 2 5 0.12082718600953894;
10 2 6 0.09999491255961844;
10 2 7 0.12499364069952305;
10 2 8 0.11457750397456282;
10 3 1 0.1167535771065183;
10 3 2 0.1167535771065183;
10 3 3 0.14302313195548488;
10 3 4 0.12551009538950716;
10 3 5 0.15177965023847378;
10 3 6 0.14010429252782194;
10 3 7 0.1722115262321145;
10 3 8 0.15469848966613675;
10 4 1 0.12370540540540538;
10 4 2 0.1490087837837838;
10 4 3 0.12932837837837835;
10 4 4 0.11808243243243242;
10 4 5 0.11527094594594593;
10 4 6 0.15182027027027026;
10 4 7 0.1433858108108108;
10 4 8 0.12651689189189189;
]

global d = [
1 1 1 120;
1 1 2 93;
1 1 3 242;
1 1 4 224;
1 1 5 57;
1 1 6 170;
1 1 7 196;
1 1 8 283;
1 2 1 0;
1 2 2 238;
1 2 3 298;
1 2 4 202;
1 2 5 280;
1 2 6 202;
1 2 7 69;
1 2 8 191;
1 3 1 89;
1 3 2 238;
1 3 3 191;
1 3 4 162;
1 3 5 295;
1 3 6 77;
1 3 7 184;
1 3 8 206;
1 4 1 51;
1 4 2 267;
1 4 3 0;
1 4 4 87;
1 4 5 50;
1 4 6 249;
1 4 7 0;
1 4 8 0;
2 1 1 129;
2 1 2 269;
2 1 3 279;
2 1 4 0;
2 1 5 89;
2 1 6 53;
2 1 7 249;
2 1 8 241;
2 2 1 0;
2 2 2 222;
2 2 3 131;
2 2 4 215;
2 2 5 0;
2 2 6 134;
2 2 7 0;
2 2 8 270;
2 3 1 84;
2 3 2 140;
2 3 3 0;
2 3 4 0;
2 3 5 221;
2 3 6 87;
2 3 7 203;
2 3 8 245;
2 4 1 207;
2 4 2 106;
2 4 3 99;
2 4 4 118;
2 4 5 297;
2 4 6 77;
2 4 7 86;
2 4 8 134;
3 1 1 73;
3 1 2 145;
3 1 3 55;
3 1 4 167;
3 1 5 282;
3 1 6 122;
3 1 7 93;
3 1 8 286;
3 2 1 283;
3 2 2 0;
3 2 3 67;
3 2 4 286;
3 2 5 253;
3 2 6 199;
3 2 7 221;
3 2 8 290;
3 3 1 179;
3 3 2 150;
3 3 3 178;
3 3 4 0;
3 3 5 148;
3 3 6 135;
3 3 7 112;
3 3 8 266;
3 4 1 90;
3 4 2 243;
3 4 3 0;
3 4 4 154;
3 4 5 114;
3 4 6 294;
3 4 7 199;
3 4 8 153;
4 1 1 221;
4 1 2 0;
4 1 3 278;
4 1 4 217;
4 1 5 280;
4 1 6 153;
4 1 7 84;
4 1 8 286;
4 2 1 293;
4 2 2 173;
4 2 3 52;
4 2 4 125;
4 2 5 247;
4 2 6 271;
4 2 7 175;
4 2 8 195;
4 3 1 167;
4 3 2 106;
4 3 3 265;
4 3 4 221;
4 3 5 119;
4 3 6 175;
4 3 7 0;
4 3 8 57;
4 4 1 166;
4 4 2 212;
4 4 3 235;
4 4 4 221;
4 4 5 195;
4 4 6 93;
4 4 7 171;
4 4 8 273;
5 1 1 284;
5 1 2 242;
5 1 3 199;
5 1 4 219;
5 1 5 157;
5 1 6 174;
5 1 7 77;
5 1 8 66;
5 2 1 98;
5 2 2 293;
5 2 3 98;
5 2 4 0;
5 2 5 262;
5 2 6 0;
5 2 7 247;
5 2 8 243;
5 3 1 223;
5 3 2 68;
5 3 3 114;
5 3 4 0;
5 3 5 86;
5 3 6 0;
5 3 7 222;
5 3 8 201;
5 4 1 248;
5 4 2 0;
5 4 3 254;
5 4 4 142;
5 4 5 152;
5 4 6 108;
5 4 7 248;
5 4 8 126;
6 1 1 127;
6 1 2 0;
6 1 3 265;
6 1 4 207;
6 1 5 72;
6 1 6 0;
6 1 7 0;
6 1 8 275;
6 2 1 65;
6 2 2 0;
6 2 3 247;
6 2 4 173;
6 2 5 279;
6 2 6 206;
6 2 7 106;
6 2 8 0;
6 3 1 61;
6 3 2 228;
6 3 3 0;
6 3 4 240;
6 3 5 125;
6 3 6 256;
6 3 7 0;
6 3 8 135;
6 4 1 0;
6 4 2 248;
6 4 3 70;
6 4 4 104;
6 4 5 172;
6 4 6 63;
6 4 7 253;
6 4 8 207;
7 1 1 200;
7 1 2 165;
7 1 3 188;
7 1 4 205;
7 1 5 0;
7 1 6 142;
7 1 7 78;
7 1 8 70;
7 2 1 83;
7 2 2 110;
7 2 3 117;
7 2 4 284;
7 2 5 236;
7 2 6 106;
7 2 7 89;
7 2 8 58;
7 3 1 215;
7 3 2 0;
7 3 3 0;
7 3 4 0;
7 3 5 209;
7 3 6 187;
7 3 7 57;
7 3 8 63;
7 4 1 0;
7 4 2 125;
7 4 3 216;
7 4 4 0;
7 4 5 105;
7 4 6 155;
7 4 7 62;
7 4 8 0;
8 1 1 0;
8 1 2 288;
8 1 3 237;
8 1 4 159;
8 1 5 134;
8 1 6 262;
8 1 7 78;
8 1 8 255;
8 2 1 276;
8 2 2 109;
8 2 3 171;
8 2 4 204;
8 2 5 0;
8 2 6 0;
8 2 7 198;
8 2 8 240;
8 3 1 262;
8 3 2 152;
8 3 3 150;
8 3 4 104;
8 3 5 144;
8 3 6 281;
8 3 7 184;
8 3 8 214;
8 4 1 119;
8 4 2 0;
8 4 3 123;
8 4 4 61;
8 4 5 263;
8 4 6 0;
8 4 7 0;
8 4 8 196;
9 1 1 78;
9 1 2 194;
9 1 3 65;
9 1 4 0;
9 1 5 146;
9 1 6 160;
9 1 7 223;
9 1 8 131;
9 2 1 87;
9 2 2 110;
9 2 3 217;
9 2 4 0;
9 2 5 164;
9 2 6 79;
9 2 7 178;
9 2 8 131;
9 3 1 138;
9 3 2 181;
9 3 3 74;
9 3 4 157;
9 3 5 158;
9 3 6 187;
9 3 7 55;
9 3 8 288;
9 4 1 227;
9 4 2 68;
9 4 3 255;
9 4 4 143;
9 4 5 172;
9 4 6 207;
9 4 7 220;
9 4 8 259;
10 1 1 0;
10 1 2 196;
10 1 3 261;
10 1 4 280;
10 1 5 211;
10 1 6 245;
10 1 7 0;
10 1 8 145;
10 2 1 134;
10 2 2 149;
10 2 3 63;
10 2 4 251;
10 2 5 215;
10 2 6 205;
10 2 7 167;
10 2 8 65;
10 3 1 104;
10 3 2 54;
10 3 3 253;
10 3 4 167;
10 3 5 126;
10 3 6 76;
10 3 7 87;
10 3 8 141;
10 4 1 0;
10 4 2 0;
10 4 3 228;
10 4 4 188;
10 4 5 0;
10 4 6 201;
10 4 7 0;
10 4 8 289;
]

global Cap_c = [
1 1 1 4907.0;
1 1 2 4907.0;
1 1 3 4907.0;
1 1 4 4907.0;
1 1 5 4907.0;
1 1 6 4907.0;
1 1 7 4907.0;
1 1 8 4907.0;
1 2 1 4907.0;
1 2 2 4907.0;
1 2 3 4907.0;
1 2 4 4907.0;
1 2 5 4907.0;
1 2 6 4907.0;
1 2 7 4907.0;
1 2 8 4907.0;
2 1 1 4907.0;
2 1 2 4907.0;
2 1 3 4907.0;
2 1 4 4907.0;
2 1 5 4907.0;
2 1 6 4907.0;
2 1 7 4907.0;
2 1 8 4907.0;
2 2 1 4907.0;
2 2 2 4907.0;
2 2 3 4907.0;
2 2 4 4907.0;
2 2 5 4907.0;
2 2 6 4907.0;
2 2 7 4907.0;
2 2 8 4907.0;
3 1 1 4907.0;
3 1 2 4907.0;
3 1 3 4907.0;
3 1 4 4907.0;
3 1 5 4907.0;
3 1 6 4907.0;
3 1 7 4907.0;
3 1 8 4907.0;
3 2 1 4907.0;
3 2 2 4907.0;
3 2 3 4907.0;
3 2 4 4907.0;
3 2 5 4907.0;
3 2 6 4907.0;
3 2 7 4907.0;
3 2 8 4907.0;
4 1 1 4907.0;
4 1 2 4907.0;
4 1 3 4907.0;
4 1 4 4907.0;
4 1 5 4907.0;
4 1 6 4907.0;
4 1 7 4907.0;
4 1 8 4907.0;
4 2 1 4907.0;
4 2 2 4907.0;
4 2 3 4907.0;
4 2 4 4907.0;
4 2 5 4907.0;
4 2 6 4907.0;
4 2 7 4907.0;
4 2 8 4907.0;
]

global Cap_p = [684550.0 684550.0 684550.0 684550.0 684550.0 684550.0 684550.0 684550.0; 583135.0 583135.0 583135.0 583135.0 583135.0 583135.0 583135.0 583135.0]
#-----------------------------------------
