###################################################
# Classe 27 : K = 6, M = 2, T = 12, N = 20
# Exemplo: 6.   c27ex06.dat          Semente: 1000
#-----------------------Dados----------------------
global K = 6
6 1 11 20.087;
6 1 12 20.087;
6 2 1 17.756;
6 2 2 17.756;
6 2 3 17.756;
6 2 4 17.756;
6 2 5 17.756;
6 2 6 17.756;
6 2 7 17.756;
6 2 8 17.756;
6 2 9 17.756;
6 2 10 17.756;
6 2 11 17.756;
6 2 12 17.756;
]

global c_z = [
1 1 1 0.878;
1 1 2 0.878;
1 1 3 0.878;
1 1 4 0.878;
1 1 5 0.878;
1 1 6 0.878;
1 1 7 0.878;
1 1 8 0.878;
1 1 9 0.878;
1 1 10 0.878;
1 1 11 0.878;
1 1 12 0.878;
1 2 1 0.765;
1 2 2 0.765;
1 2 3 0.765;
1 2 4 0.765;
1 2 5 0.765;
1 2 6 0.765;
1 2 7 0.765;
1 2 8 0.765;
1 2 9 0.765;
1 2 10 0.765;
1 2 11 0.765;
1 2 12 0.765;
2 1 1 0.802;
2 1 2 0.802;
2 1 3 0.802;
2 1 4 0.802;
2 1 5 0.802;
2 1 6 0.802;
2 1 7 0.802;
2 1 8 0.802;
2 1 9 0.802;
2 1 10 0.802;
2 1 11 0.802;
2 1 12 0.802;
2 2 1 0.907;
2 2 2 0.907;
2 2 3 0.907;
2 2 4 0.907;
2 2 5 0.907;
2 2 6 0.907;
2 2 7 0.907;
2 2 8 0.907;
2 2 9 0.907;
2 2 10 0.907;
2 2 11 0.907;
2 2 12 0.907;
3 1 1 0.76;
3 1 2 0.76;
3 1 3 0.76;
3 1 4 0.76;
3 1 5 0.76;
3 1 6 0.76;
3 1 7 0.76;
3 1 8 0.76;
3 1 9 0.76;
3 1 10 0.76;
3 1 11 0.76;
3 1 12 0.76;
3 2 1 0.747;
3 2 2 0.747;
3 2 3 0.747;
3 2 4 0.747;
3 2 5 0.747;
3 2 6 0.747;
3 2 7 0.747;
3 2 8 0.747;
3 2 9 0.747;
3 2 10 0.747;
3 2 11 0.747;
3 2 12 0.747;
4 1 1 0.948;
4 1 2 0.948;
4 1 3 0.948;
4 1 4 0.948;
4 1 5 0.948;
4 1 6 0.948;
4 1 7 0.948;
4 1 8 0.948;
4 1 9 0.948;
4 1 10 0.948;
4 1 11 0.948;
4 1 12 0.948;
4 2 1 0.633;
4 2 2 0.633;
4 2 3 0.633;
4 2 4 0.633;
4 2 5 0.633;
4 2 6 0.633;
4 2 7 0.633;
4 2 8 0.633;
4 2 9 0.633;
4 2 10 0.633;
4 2 11 0.633;
4 2 12 0.633;
5 1 1 1.059;
5 1 2 1.059;
5 1 3 1.059;
5 1 4 1.059;
5 1 5 1.059;
5 1 6 1.059;
5 1 7 1.059;
5 1 8 1.059;
5 1 9 1.059;
5 1 10 1.059;
5 1 11 1.059;
5 1 12 1.059;
5 2 1 0.875;
5 2 2 0.875;
5 2 3 0.875;
5 2 4 0.875;
5 2 5 0.875;
5 2 6 0.875;
5 2 7 0.875;
5 2 8 0.875;
5 2 9 0.875;
5 2 10 0.875;
5 2 11 0.875;
5 2 12 0.875;
6 1 1 0.703;
6 1 2 0.703;
6 1 3 0.703;
6 1 4 0.703;
6 1 5 0.703;
6 1 6 0.703;
6 1 7 0.703;
6 1 8 0.703;
6 1 9 0.703;
6 1 10 0.703;
6 1 11 0.703;
6 1 12 0.703;
6 2 1 0.852;
6 2 2 0.852;
6 2 3 0.852;
6 2 4 0.852;
6 2 5 0.852;
6 2 6 0.852;
6 2 7 0.852;
6 2 8 0.852;
6 2 9 0.852;
6 2 10 0.852;
6 2 11 0.852;
6 2 12 0.852;
]

global c_y = [
1 1 1 2.245;
1 1 2 2.245;
1 1 3 2.245;
1 1 4 2.245;
1 1 5 2.245;
1 1 6 2.245;
1 1 7 2.245;
1 1 8 2.245;
1 1 9 2.245;
1 1 10 2.245;
1 1 11 2.245;
1 1 12 2.245;
1 2 1 2.975;
1 2 2 2.975;
1 2 3 2.975;
1 2 4 2.975;
1 2 5 2.975;
1 2 6 2.975;
1 2 7 2.975;
1 2 8 2.975;
1 2 9 2.975;
1 2 10 2.975;
1 2 11 2.975;
1 2 12 2.975;
2 1 1 1.782;
2 1 2 1.782;
2 1 3 1.782;
2 1 4 1.782;
2 1 5 1.782;
2 1 6 1.782;
2 1 7 1.782;
2 1 8 1.782;
2 1 9 1.782;
2 1 10 1.782;
2 1 11 1.782;
2 1 12 1.782;
2 2 1 2.061;
2 2 2 2.061;
2 2 3 2.061;
2 2 4 2.061;
2 2 5 2.061;
2 2 6 2.061;
2 2 7 2.061;
2 2 8 2.061;
2 2 9 2.061;
2 2 10 2.061;
2 2 11 2.061;
2 2 12 2.061;
3 1 1 3.256;
3 1 2 3.256;
3 1 3 3.256;
3 1 4 3.256;
3 1 5 3.256;
3 1 6 3.256;
3 1 7 3.256;
3 1 8 3.256;
3 1 9 3.256;
3 1 10 3.256;
3 1 11 3.256;
3 1 12 3.256;
3 2 1 2.428;
3 2 2 2.428;
3 2 3 2.428;
3 2 4 2.428;
3 2 5 2.428;
3 2 6 2.428;
3 2 7 2.428;
3 2 8 2.428;
3 2 9 2.428;
3 2 10 2.428;
3 2 11 2.428;
3 2 12 2.428;
4 1 1 3.386;
4 1 2 3.386;
4 1 3 3.386;
4 1 4 3.386;
4 1 5 3.386;
4 1 6 3.386;
4 1 7 3.386;
4 1 8 3.386;
4 1 9 3.386;
4 1 10 3.386;
4 1 11 3.386;
4 1 12 3.386;
4 2 1 2.111;
4 2 2 2.111;
4 2 3 2.111;
4 2 4 2.111;
4 2 5 2.111;
4 2 6 2.111;
4 2 7 2.111;
4 2 8 2.111;
4 2 9 2.111;
4 2 10 2.111;
4 2 11 2.111;
4 2 12 2.111;
5 1 1 3.201;
5 1 2 3.201;
5 1 3 3.201;
5 1 4 3.201;
5 1 5 3.201;
5 1 6 3.201;
5 1 7 3.201;
5 1 8 3.201;
5 1 9 3.201;
5 1 10 3.201;
5 1 11 3.201;
5 1 12 3.201;
5 2 1 2.469;
5 2 2 2.469;
5 2 3 2.469;
5 2 4 2.469;
5 2 5 2.469;
5 2 6 2.469;
5 2 7 2.469;
5 2 8 2.469;
5 2 9 2.469;
5 2 10 2.469;
5 2 11 2.469;
5 2 12 2.469;
6 1 1 3.013;
6 1 2 3.013;
6 1 3 3.013;
6 1 4 3.013;
6 1 5 3.013;
6 1 6 3.013;
6 1 7 3.013;
6 1 8 3.013;
6 1 9 3.013;
6 1 10 3.013;
6 1 11 3.013;
6 1 12 3.013;
6 2 1 2.486;
6 2 2 2.486;
6 2 3 2.486;
6 2 4 2.486;
6 2 5 2.486;
6 2 6 2.486;
6 2 7 2.486;
6 2 8 2.486;
6 2 9 2.486;
6 2 10 2.486;
6 2 11 2.486;
6 2 12 2.486;
]

global c_sc = [
1 1 1 0.094;
1 1 2 0.094;
1 1 3 0.094;
1 1 4 0.094;
1 1 5 0.094;
1 1 6 0.094;
1 1 7 0.094;
1 1 8 0.094;
1 1 9 0.094;
1 1 10 0.094;
1 1 11 0.094;
1 1 12 0.094;
1 2 1 0.14;
1 2 2 0.14;
1 2 3 0.14;
1 2 4 0.14;
1 2 5 0.14;
1 2 6 0.14;
1 2 7 0.14;
1 2 8 0.14;
1 2 9 0.14;
1 2 10 0.14;
1 2 11 0.14;
1 2 12 0.14;
2 1 1 0.075;
2 1 2 0.075;
2 1 3 0.075;
2 1 4 0.075;
2 1 5 0.075;
2 1 6 0.075;
2 1 7 0.075;
2 1 8 0.075;
2 1 9 0.075;
2 1 10 0.075;
2 1 11 0.075;
2 1 12 0.075;
2 2 1 0.093;
2 2 2 0.093;
2 2 3 0.093;
2 2 4 0.093;
2 2 5 0.093;
2 2 6 0.093;
2 2 7 0.093;
2 2 8 0.093;
2 2 9 0.093;
2 2 10 0.093;
2 2 11 0.093;
2 2 12 0.093;
3 1 1 0.127;
3 1 2 0.127;
3 1 3 0.127;
3 1 4 0.127;
3 1 5 0.127;
3 1 6 0.127;
3 1 7 0.127;
3 1 8 0.127;
3 1 9 0.127;
3 1 10 0.127;
3 1 11 0.127;
3 1 12 0.127;
3 2 1 0.097;
3 2 2 0.097;
3 2 3 0.097;
3 2 4 0.097;
3 2 5 0.097;
3 2 6 0.097;
3 2 7 0.097;
3 2 8 0.097;
3 2 9 0.097;
3 2 10 0.097;
3 2 11 0.097;
3 2 12 0.097;
4 1 1 0.139;
4 1 2 0.139;
4 1 3 0.139;
4 1 4 0.139;
4 1 5 0.139;
4 1 6 0.139;
4 1 7 0.139;
4 1 8 0.139;
4 1 9 0.139;
4 1 10 0.139;
4 1 11 0.139;
4 1 12 0.139;
4 2 1 0.068;
4 2 2 0.068;
4 2 3 0.068;
4 2 4 0.068;
4 2 5 0.068;
4 2 6 0.068;
4 2 7 0.068;
4 2 8 0.068;
4 2 9 0.068;
4 2 10 0.068;
4 2 11 0.068;
4 2 12 0.068;
5 1 1 0.134;
5 1 2 0.134;
5 1 3 0.134;
5 1 4 0.134;
5 1 5 0.134;
5 1 6 0.134;
5 1 7 0.134;
5 1 8 0.134;
5 1 9 0.134;
5 1 10 0.134;
5 1 11 0.134;
5 1 12 0.134;
5 2 1 0.077;
5 2 2 0.077;
5 2 3 0.077;
5 2 4 0.077;
5 2 5 0.077;
5 2 6 0.077;
5 2 7 0.077;
5 2 8 0.077;
5 2 9 0.077;
5 2 10 0.077;
5 2 11 0.077;
5 2 12 0.077;
6 1 1 0.121;
6 1 2 0.121;
6 1 3 0.121;
6 1 4 0.121;
6 1 5 0.121;
6 1 6 0.121;
6 1 7 0.121;
6 1 8 0.121;
6 1 9 0.121;
6 1 10 0.121;
6 1 11 0.121;
6 1 12 0.121;
6 2 1 0.082;
6 2 2 0.082;
6 2 3 0.082;
6 2 4 0.082;
6 2 5 0.082;
6 2 6 0.082;
6 2 7 0.082;
6 2 8 0.082;
6 2 9 0.082;
6 2 10 0.082;
6 2 11 0.082;
6 2 12 0.082;
]

global c_w = [
1 1 1 0.449;
1 1 2 0.449;
1 1 3 0.449;
1 1 4 0.449;
1 1 5 0.449;
1 1 6 0.449;
1 1 7 0.449;
1 1 8 0.449;
1 1 9 0.449;
1 1 10 0.449;
1 1 11 0.449;
1 1 12 0.449;
1 2 1 0.361;
1 2 2 0.361;
1 2 3 0.361;
1 2 4 0.361;
1 2 5 0.361;
1 2 6 0.361;
1 2 7 0.361;
1 2 8 0.361;
1 2 9 0.361;
1 2 10 0.361;
1 2 11 0.361;
1 2 12 0.361;
2 1 1 0.321;
2 1 2 0.321;
2 1 3 0.321;
2 1 4 0.321;
2 1 5 0.321;
2 1 6 0.321;
2 1 7 0.321;
2 1 8 0.321;
2 1 9 0.321;
2 1 10 0.321;
2 1 11 0.321;
2 1 12 0.321;
2 2 1 0.227;
2 2 2 0.227;
2 2 3 0.227;
2 2 4 0.227;
2 2 5 0.227;
2 2 6 0.227;
2 2 7 0.227;
2 2 8 0.227;
2 2 9 0.227;
2 2 10 0.227;
2 2 11 0.227;
2 2 12 0.227;
3 1 1 0.564;
3 1 2 0.564;
3 1 3 0.564;
3 1 4 0.564;
3 1 5 0.564;
3 1 6 0.564;
3 1 7 0.564;
3 1 8 0.564;
3 1 9 0.564;
3 1 10 0.564;
3 1 11 0.564;
3 1 12 0.564;
3 2 1 0.467;
3 2 2 0.467;
3 2 3 0.467;
3 2 4 0.467;
3 2 5 0.467;
3 2 6 0.467;
3 2 7 0.467;
3 2 8 0.467;
3 2 9 0.467;
3 2 10 0.467;
3 2 11 0.467;
3 2 12 0.467;
4 1 1 0.497;
4 1 2 0.497;
4 1 3 0.497;
4 1 4 0.497;
4 1 5 0.497;
4 1 6 0.497;
4 1 7 0.497;
4 1 8 0.497;
4 1 9 0.497;
4 1 10 0.497;
4 1 11 0.497;
4 1 12 0.497;
4 2 1 0.211;
4 2 2 0.211;
4 2 3 0.211;
4 2 4 0.211;
4 2 5 0.211;
4 2 6 0.211;
4 2 7 0.211;
4 2 8 0.211;
4 2 9 0.211;
4 2 10 0.211;
4 2 11 0.211;
4 2 12 0.211;
5 1 1 0.394;
5 1 2 0.394;
5 1 3 0.394;
5 1 4 0.394;
5 1 5 0.394;
5 1 6 0.394;
5 1 7 0.394;
5 1 8 0.394;
5 1 9 0.394;
5 1 10 0.394;
5 1 11 0.394;
5 1 12 0.394;
5 2 1 0.404;
5 2 2 0.404;
5 2 3 0.404;
5 2 4 0.404;
5 2 5 0.404;
5 2 6 0.404;
5 2 7 0.404;
5 2 8 0.404;
5 2 9 0.404;
5 2 10 0.404;
5 2 11 0.404;
5 2 12 0.404;
6 1 1 0.562;
6 1 2 0.562;
6 1 3 0.562;
6 1 4 0.562;
6 1 5 0.562;
6 1 6 0.562;
6 1 7 0.562;
6 1 8 0.562;
6 1 9 0.562;
6 1 10 0.562;
6 1 11 0.562;
6 1 12 0.562;
6 2 1 0.213;
6 2 2 0.213;
6 2 3 0.213;
6 2 4 0.213;
6 2 5 0.213;
6 2 6 0.213;
6 2 7 0.213;
6 2 8 0.213;
6 2 9 0.213;
6 2 10 0.213;
6 2 11 0.213;
6 2 12 0.213;
]

global c_e = [
1 1 1 0.04022635135135135;
1 1 2 0.04268918918918919;
1 1 3 0.033658783783783786;
1 1 4 0.04925675675675675;
1 1 5 0.04515202702702703;
1 1 6 0.04515202702702703;
1 1 7 0.033658783783783786;
1 1 8 0.03940540540540541;
1 1 9 0.03858445945945946;
1 1 10 0.04843581081081081;
1 1 11 0.045972972972972974;
1 1 12 0.03612162162162162;
1 2 1 0.02777027027027027;
1 2 2 0.0316581081081081;
1 2 3 0.028881081081081082;
1 2 4 0.028325675675675677;
1 2 5 0.02665945945945946;
1 2 6 0.028881081081081082;
1 2 7 0.028881081081081082;
1 2 8 0.0316581081081081;
1 2 9 0.02221621621621622;
1 2 10 0.02777027027027027;
1 2 11 0.02665945945945946;
1 2 12 0.023882432432432432;
1 3 1 0.04179729729729731;
1 3 2 0.05538141891891893;
1 3 3 0.04597702702702704;
1 3 4 0.04597702702702704;
1 3 5 0.05538141891891893;
1 3 6 0.04911182432432433;
1 3 7 0.047021959459459466;
1 3 8 0.05851621621621623;
1 3 9 0.053291554054054065;
1 3 10 0.06269594594594595;
1 3 11 0.04179729729729731;
1 3 12 0.05956114864864865;
1 4 1 0.03372567567567567;
1 4 2 0.03731351351351351;
1 4 3 0.03300810810810811;
1 4 4 0.04305405405405405;
1 4 5 0.03372567567567567;
1 4 6 0.04018378378378378;
1 4 7 0.040901351351351346;
1 4 8 0.03444324324324324;
1 4 9 0.03803108108108108;
1 4 10 0.03946621621621622;
1 4 11 0.032290540540540535;
1 4 12 0.032290540540540535;
1 5 1 0.04852702702702702;
1 5 2 0.04286554054054054;
1 5 3 0.03720405405405405;
1 5 4 0.04690945945945946;
1 5 5 0.045291891891891894;
1 5 6 0.04367432432432433;
1 5 7 0.045291891891891894;
1 5 8 0.03235135135135135;
1 5 9 0.03720405405405405;
1 5 10 0.04286554054054054;
1 5 11 0.04367432432432433;
1 5 12 0.04286554054054054;
1 6 1 0.04555743243243243;
1 6 2 0.03456081081081081;
1 6 3 0.031418918918918924;
1 6 4 0.037702702702702706;
1 6 5 0.038488175675675675;
1 6 6 0.042415540540540544;
1 6 7 0.04398648648648649;
1 6 8 0.04398648648648649;
1 6 9 0.036131756756756755;
1 6 10 0.033775337837837836;
1 6 11 0.03927364864864865;
1 6 12 0.040059121621621625;
2 1 1 0.03934101748807631;
2 1 2 0.03934101748807631;
2 1 3 0.03348171701112878;
2 1 4 0.04185214626391097;
2 1 5 0.03348171701112878;
2 1 6 0.03766693163751988;
2 1 7 0.04687440381558029;
2 1 8 0.047711446740858504;
2 1 9 0.035155802861685216;
2 1 10 0.04268918918918919;
2 1 11 0.03348171701112878;
2 1 12 0.035155802861685216;
2 2 1 0.025483306836248016;
2 2 2 0.022651828298887122;
2 2 3 0.03171255961844198;
2 2 4 0.028881081081081082;
2 2 5 0.024917011128775833;
2 2 6 0.03397774244833068;
2 2 7 0.022651828298887122;
2 2 8 0.025483306836248016;
2 2 9 0.029447376788553258;
2 2 10 0.022651828298887122;
2 2 11 0.027182193958664547;
2 2 12 0.031146263910969797;
2 3 1 0.056467329093799694;
2 3 2 0.04900937996820351;
2 3 3 0.04581311605723371;
2 3 4 0.04794395866454691;
2 3 5 0.0500748012718601;
2 3 6 0.04900937996820351;
2 3 7 0.056467329093799694;
2 3 8 0.05433648648648649;
2 3 9 0.05540190779014309;
2 3 10 0.05859817170111289;
2 3 11 0.04581311605723371;
2 3 12 0.06179443561208267;
2 4 1 0.043166613672496024;
2 4 2 0.035850238473767886;
2 4 3 0.035850238473767886;
2 4 4 0.043898251192368835;
2 4 5 0.03731351351351351;
2 4 6 0.04024006359300477;
2 4 7 0.02926550079491256;
2 4 8 0.03877678855325914;
2 4 9 0.03731351351351351;
2 4 10 0.03219205087440381;
2 4 11 0.030728775834658186;
2 4 12 0.03804515103338632;
2 5 1 0.03381033386327504;
2 5 2 0.04865389507154213;
2 5 3 0.042881399046104926;
2 5 4 0.0494785373608903;
2 5 5 0.04617996820349762;
2 5 6 0.038758187599364065;
2 5 7 0.04700461049284578;
2 5 8 0.04617996820349762;
2 5 9 0.043706041335453104;
2 5 10 0.03628426073131955;
2 5 11 0.03958282988871224;
2 5 12 0.03463497615262321;
2 6 1 0.043247217806041335;
2 6 2 0.04564984101748807;
2 6 3 0.044848966613672506;
2 6 4 0.03523847376788553;
2 6 5 0.03924284578696344;
2 6 6 0.03283585055643879;
2 6 7 0.03203497615262321;
2 6 8 0.03363672496025437;
2 6 9 0.034437599364069954;
2 6 10 0.044848966613672506;
2 6 11 0.040043720190779016;
2 6 12 0.04404809220985692;
3 1 1 0.054085850556438796;
3 1 2 0.04845190779014308;
3 1 3 0.05521263910969793;
3 1 4 0.0597197933227345;
3 1 5 0.0676073131955485;
3 1 6 0.0461983306836248;
3 1 7 0.058593004769475356;
3 1 8 0.052959062003179645;
3 1 9 0.054085850556438796;
3 1 10 0.05746621621621622;
3 1 11 0.056339427662957076;
3 1 12 0.0461983306836248;
3 2 1 0.03277980922098569;
3 2 2 0.035829093799682035;
3 2 3 0.044214626391096974;
3 2 4 0.044214626391096974;
3 2 5 0.034304451510333865;
3 2 6 0.039640699523052464;
3 2 7 0.04345230524642289;
3 2 8 0.04573926868044515;
3 2 9 0.04192766295707472;
3 2 10 0.034304451510333865;
3 2 11 0.03277980922098569;
3 2 12 0.039640699523052464;
3 3 1 0.06740838632750398;
3 3 2 0.07888215421303657;
3 3 3 0.07601371224165343;
3 3 4 0.058803060413354535;
3 3 5 0.0831848171701113;
3 3 6 0.06310572337042926;
3 3 7 0.06167150238473768;
3 3 8 0.06453994435612084;
3 3 9 0.08605325914149445;
3 3 10 0.07601371224165343;
3 3 11 0.07457949125596185;
3 3 12 0.0831848171701113;
3 4 1 0.03939586645468998;
3 4 2 0.04629014308426073;
3 4 3 0.04136565977742448;
3 4 4 0.05121462639109697;
3 4 5 0.045305246422893485;
3 4 6 0.052199523052464225;
3 4 7 0.05416931637519873;
3 4 8 0.05515421303656598;
3 4 9 0.053184419713831484;
3 4 10 0.04333545310015898;
3 4 11 0.04924483306836248;
3 4 12 0.05121462639109697;
3 5 1 0.06660572337042925;
3 5 2 0.046624006359300474;
3 5 3 0.04773410174880763;
3 5 4 0.04773410174880763;
3 5 5 0.0510643879173291;
3 5 6 0.058835055643879176;
3 5 7 0.04884419713831479;
3 5 8 0.06660572337042925;
3 5 9 0.046624006359300474;
3 5 10 0.04773410174880763;
3 5 11 0.044403815580286166;
3 5 12 0.0654956279809221;
3 6 1 0.0636079093799682;
3 6 2 0.0452802066772655;
3 6 3 0.0452802066772655;
3 6 4 0.04851450715421304;
3 6 5 0.0452802066772655;
3 6 6 0.04743640699523052;
3 6 7 0.054983108108108115;
3 6 8 0.04420210651828299;
3 6 9 0.06252980922098568;
3 6 10 0.04959260731319555;
3 6 11 0.06468600953895072;
3 6 12 0.04959260731319555;
4 1 1 0.07121303656597774;
4 1 2 0.0508664546899841;
4 1 3 0.055953100158982506;
4 1 4 0.055953100158982506;
4 1 5 0.06358306836248012;
4 1 6 0.061039745627980924;
4 1 7 0.06231140699523053;
4 1 8 0.07121303656597774;
4 1 9 0.05976808426073131;
4 1 10 0.05722476152623212;
4 1 11 0.06231140699523053;
4 1 12 0.061039745627980924;
4 2 1 0.03785468998410175;
4 2 2 0.043016693163751986;
4 2 3 0.04903903020667726;
4 2 4 0.043877027027027025;
4 2 5 0.04731836248012719;
4 2 6 0.04903903020667726;
4 2 7 0.04645802861685215;
4 2 8 0.044737360890302065;
4 2 9 0.038715023847376795;
4 2 10 0.03613402225755167;
4 2 11 0.03613402225755167;
4 2 12 0.043016693163751986;
4 3 1 0.08578690381558031;
4 3 2 0.06798207472178061;
4 3 3 0.09388000794912561;
4 3 4 0.06636345389507155;
4 3 5 0.08416828298887123;
4 3 6 0.08416828298887123;
4 3 7 0.07607517885532591;
4 3 8 0.08578690381558031;
4 3 9 0.07445655802861686;
4 3 10 0.09064276629570749;
4 3 11 0.07769379968203499;
4 3 12 0.0647448330683625;
4 4 1 0.055576311605723364;
4 4 2 0.04890715421303656;
4 4 3 0.06669157392686804;
4 4 4 0.0577993640699523;
4 4 5 0.053353259141494434;
4 4 6 0.06002241653418124;
4 4 7 0.05001868044515104;
4 4 8 0.06224546899841017;
4 4 9 0.047795627980922094;
4 4 10 0.05001868044515104;
4 4 11 0.05224173290937996;
4 4 12 0.047795627980922094;
4 5 1 0.06639956279809221;
4 5 2 0.06264109697933228;
4 5 3 0.06639956279809221;
4 5 4 0.053871343402225755;
4 5 5 0.07015802861685215;
4 5 6 0.053871343402225755;
4 5 7 0.06389391891891892;
4 5 8 0.060135453100158984;
4 5 9 0.06639956279809221;
4 5 10 0.060135453100158984;
4 5 11 0.06264109697933228;
4 5 12 0.07266367249602544;
4 6 1 0.048668521462639114;
4 6 2 0.0657025039745628;
4 6 3 0.06813593004769476;
4 6 4 0.05231866057233704;
4 6 5 0.07178606915739269;
4 6 6 0.062052364864864866;
4 6 7 0.057185512718600943;
4 6 8 0.06691921701112878;
4 6 9 0.07300278219395866;
4 6 10 0.057185512718600943;
4 6 11 0.062052364864864866;
4 6 12 0.06448579093799682;
5 1 1 0.074818759936407;
5 1 2 0.05745011923688394;
5 1 3 0.08016295707472178;
5 1 4 0.056114069952305244;
5 1 5 0.06813851351351351;
5 1 6 0.06680246422893482;
5 1 7 0.08016295707472178;
5 1 8 0.074818759936407;
5 1 9 0.0721466613672496;
5 1 10 0.0734827106518283;
5 1 11 0.07749085850556438;
5 1 12 0.07615480922098568;
5 2 1 0.05423370429252782;
5 2 2 0.0388674880763116;
5 2 3 0.049714228934817174;
5 2 4 0.037059697933227345;
5 2 5 0.04429085850556439;
5 2 6 0.0388674880763116;
5 2 7 0.0388674880763116;
5 2 8 0.04790643879173291;
5 2 9 0.05242591414944355;
5 2 10 0.04067527821939587;
5 2 11 0.05242591414944355;
5 2 12 0.04881033386327504;
5 3 1 0.07652593402225756;
5 3 2 0.06802305246422895;
5 3 3 0.07312478139904612;
5 3 4 0.09863342607313196;
5 3 5 0.07822651033386328;
5 3 6 0.10033400238473769;
5 3 7 0.08502881558028619;
5 3 8 0.07652593402225756;
5 3 9 0.09863342607313196;
5 3 10 0.06972362877583467;
5 3 11 0.07312478139904612;
5 3 12 0.09183112082670908;
5 4 1 0.06773275039745627;
5 4 2 0.06189372019077901;
5 4 3 0.05605468998410174;
5 4 4 0.059558108108108104;
5 4 5 0.06539713831478537;
5 4 6 0.05839030206677265;
5 4 7 0.05605468998410174;
5 4 8 0.06656494435612081;
5 4 9 0.05839030206677265;
5 4 10 0.06072591414944356;
5 4 11 0.07006836248012718;
5 4 12 0.049047853736089025;
5 5 1 0.06186403020667726;
5 5 2 0.06318028616852146;
5 5 3 0.06054777424483307;
5 5 4 0.06186403020667726;
5 5 5 0.057915262321144675;
