###################################################
# Classe 20 : K = 6, M = 2, T = 8, N = 10
# Exemplo: 3.   c20ex03.dat          Semente: 9868
#-----------------------Dados----------------------
global K = 6
4 1 5 1.101;
4 1 6 1.101;
4 1 7 1.101;
4 1 8 1.101;
4 2 1 0.605;
4 2 2 0.605;
4 2 3 0.605;
4 2 4 0.605;
4 2 5 0.605;
4 2 6 0.605;
4 2 7 0.605;
4 2 8 0.605;
5 1 1 1.086;
5 1 2 1.086;
5 1 3 1.086;
5 1 4 1.086;
5 1 5 1.086;
5 1 6 1.086;
5 1 7 1.086;
5 1 8 1.086;
5 2 1 0.806;
5 2 2 0.806;
5 2 3 0.806;
5 2 4 0.806;
5 2 5 0.806;
5 2 6 0.806;
5 2 7 0.806;
5 2 8 0.806;
6 1 1 0.674;
6 1 2 0.674;
6 1 3 0.674;
6 1 4 0.674;
6 1 5 0.674;
6 1 6 0.674;
6 1 7 0.674;
6 1 8 0.674;
6 2 1 0.618;
6 2 2 0.618;
6 2 3 0.618;
6 2 4 0.618;
6 2 5 0.618;
6 2 6 0.618;
6 2 7 0.618;
6 2 8 0.618;
]

global c_y = [
1 1 1 1.76;
1 1 2 1.76;
1 1 3 1.76;
1 1 4 1.76;
1 1 5 1.76;
1 1 6 1.76;
1 1 7 1.76;
1 1 8 1.76;
1 2 1 2.884;
1 2 2 2.884;
1 2 3 2.884;
1 2 4 2.884;
1 2 5 2.884;
1 2 6 2.884;
1 2 7 2.884;
1 2 8 2.884;
2 1 1 2.344;
2 1 2 2.344;
2 1 3 2.344;
2 1 4 2.344;
2 1 5 2.344;
2 1 6 2.344;
2 1 7 2.344;
2 1 8 2.344;
2 2 1 2.34;
2 2 2 2.34;
2 2 3 2.34;
2 2 4 2.34;
2 2 5 2.34;
2 2 6 2.34;
2 2 7 2.34;
2 2 8 2.34;
3 1 1 2.827;
3 1 2 2.827;
3 1 3 2.827;
3 1 4 2.827;
3 1 5 2.827;
3 1 6 2.827;
3 1 7 2.827;
3 1 8 2.827;
3 2 1 1.858;
3 2 2 1.858;
3 2 3 1.858;
3 2 4 1.858;
3 2 5 1.858;
3 2 6 1.858;
3 2 7 1.858;
3 2 8 1.858;
4 1 1 3.281;
4 1 2 3.281;
4 1 3 3.281;
4 1 4 3.281;
4 1 5 3.281;
4 1 6 3.281;
4 1 7 3.281;
4 1 8 3.281;
4 2 1 2.228;
4 2 2 2.228;
4 2 3 2.228;
4 2 4 2.228;
4 2 5 2.228;
4 2 6 2.228;
4 2 7 2.228;
4 2 8 2.228;
5 1 1 3.236;
5 1 2 3.236;
5 1 3 3.236;
5 1 4 3.236;
5 1 5 3.236;
5 1 6 3.236;
5 1 7 3.236;
5 1 8 3.236;
5 2 1 3.022;
5 2 2 3.022;
5 2 3 3.022;
5 2 4 3.022;
5 2 5 3.022;
5 2 6 3.022;
5 2 7 3.022;
5 2 8 3.022;
6 1 1 2.696;
6 1 2 2.696;
6 1 3 2.696;
6 1 4 2.696;
6 1 5 2.696;
6 1 6 2.696;
6 1 7 2.696;
6 1 8 2.696;
6 2 1 1.472;
6 2 2 1.472;
6 2 3 1.472;
6 2 4 1.472;
6 2 5 1.472;
6 2 6 1.472;
6 2 7 1.472;
6 2 8 1.472;
]

global c_sc = [
1 1 1 0.083;
1 1 2 0.083;
1 1 3 0.083;
1 1 4 0.083;
1 1 5 0.083;
1 1 6 0.083;
1 1 7 0.083;
1 1 8 0.083;
1 2 1 0.104;
1 2 2 0.104;
1 2 3 0.104;
1 2 4 0.104;
1 2 5 0.104;
1 2 6 0.104;
1 2 7 0.104;
1 2 8 0.104;
2 1 1 0.101;
2 1 2 0.101;
2 1 3 0.101;
2 1 4 0.101;
2 1 5 0.101;
2 1 6 0.101;
2 1 7 0.101;
2 1 8 0.101;
2 2 1 0.087;
2 2 2 0.087;
2 2 3 0.087;
2 2 4 0.087;
2 2 5 0.087;
2 2 6 0.087;
2 2 7 0.087;
2 2 8 0.087;
3 1 1 0.088;
3 1 2 0.088;
3 1 3 0.088;
3 1 4 0.088;
3 1 5 0.088;
3 1 6 0.088;
3 1 7 0.088;
3 1 8 0.088;
3 2 1 0.059;
3 2 2 0.059;
3 2 3 0.059;
3 2 4 0.059;
3 2 5 0.059;
3 2 6 0.059;
3 2 7 0.059;
3 2 8 0.059;
4 1 1 0.151;
4 1 2 0.151;
4 1 3 0.151;
4 1 4 0.151;
4 1 5 0.151;
4 1 6 0.151;
4 1 7 0.151;
4 1 8 0.151;
4 2 1 0.107;
4 2 2 0.107;
4 2 3 0.107;
4 2 4 0.107;
4 2 5 0.107;
4 2 6 0.107;
4 2 7 0.107;
4 2 8 0.107;
5 1 1 0.133;
5 1 2 0.133;
5 1 3 0.133;
5 1 4 0.133;
5 1 5 0.133;
5 1 6 0.133;
5 1 7 0.133;
5 1 8 0.133;
5 2 1 0.106;
5 2 2 0.106;
5 2 3 0.106;
5 2 4 0.106;
5 2 5 0.106;
5 2 6 0.106;
5 2 7 0.106;
5 2 8 0.106;
6 1 1 0.084;
6 1 2 0.084;
6 1 3 0.084;
6 1 4 0.084;
6 1 5 0.084;
6 1 6 0.084;
6 1 7 0.084;
6 1 8 0.084;
6 2 1 0.05;
6 2 2 0.05;
6 2 3 0.05;
6 2 4 0.05;
6 2 5 0.05;
6 2 6 0.05;
6 2 7 0.05;
6 2 8 0.05;
]

global c_w = [
1 1 1 0.475;
1 1 2 0.475;
1 1 3 0.475;
1 1 4 0.475;
1 1 5 0.475;
1 1 6 0.475;
1 1 7 0.475;
1 1 8 0.475;
1 2 1 0.385;
1 2 2 0.385;
1 2 3 0.385;
1 2 4 0.385;
1 2 5 0.385;
1 2 6 0.385;
1 2 7 0.385;
1 2 8 0.385;
2 1 1 0.445;
2 1 2 0.445;
2 1 3 0.445;
2 1 4 0.445;
2 1 5 0.445;
2 1 6 0.445;
2 1 7 0.445;
2 1 8 0.445;
2 2 1 0.273;
2 2 2 0.273;
2 2 3 0.273;
2 2 4 0.273;
2 2 5 0.273;
2 2 6 0.273;
2 2 7 0.273;
2 2 8 0.273;
3 1 1 0.545;
3 1 2 0.545;
3 1 3 0.545;
3 1 4 0.545;
3 1 5 0.545;
3 1 6 0.545;
3 1 7 0.545;
3 1 8 0.545;
3 2 1 0.409;
3 2 2 0.409;
3 2 3 0.409;
3 2 4 0.409;
3 2 5 0.409;
3 2 6 0.409;
3 2 7 0.409;
3 2 8 0.409;
4 1 1 0.586;
4 1 2 0.586;
4 1 3 0.586;
4 1 4 0.586;
4 1 5 0.586;
4 1 6 0.586;
4 1 7 0.586;
4 1 8 0.586;
4 2 1 0.414;
4 2 2 0.414;
4 2 3 0.414;
4 2 4 0.414;
4 2 5 0.414;
4 2 6 0.414;
4 2 7 0.414;
4 2 8 0.414;
5 1 1 0.231;
5 1 2 0.231;
5 1 3 0.231;
5 1 4 0.231;
5 1 5 0.231;
5 1 6 0.231;
5 1 7 0.231;
5 1 8 0.231;
5 2 1 0.484;
5 2 2 0.484;
5 2 3 0.484;
5 2 4 0.484;
5 2 5 0.484;
5 2 6 0.484;
5 2 7 0.484;
5 2 8 0.484;
6 1 1 0.651;
6 1 2 0.651;
6 1 3 0.651;
6 1 4 0.651;
6 1 5 0.651;
6 1 6 0.651;
6 1 7 0.651;
6 1 8 0.651;
6 2 1 0.383;
6 2 2 0.383;
6 2 3 0.383;
6 2 4 0.383;
6 2 5 0.383;
6 2 6 0.383;
6 2 7 0.383;
6 2 8 0.383;
]

global c_e = [
1 1 1 0.06357710651828298;
1 1 2 0.056159777424483304;
1 1 3 0.045563593004769476;
1 1 4 0.049802066772655;
1 1 5 0.04450397456279809;
1 1 6 0.0572193958664547;
1 1 7 0.05510015898251193;
1 1 8 0.05933863275039747;
1 2 1 0.03627098569157393;
1 2 2 0.04334825119236884;
1 2 3 0.038040302066772655;
1 2 4 0.04600222575516694;
1 2 5 0.04334825119236884;
1 2 6 0.04777154213036567;
1 2 7 0.05131017488076312;
1 2 8 0.045117567567567574;
1 3 1 0.05054379968203497;
1 3 2 0.055245548489666126;
1 3 3 0.059947297297297295;
1 3 4 0.06582448330683625;
1 3 5 0.06817535771065182;
1 3 6 0.05407011128775834;
1 3 7 0.061122734499205085;
1 3 8 0.055245548489666126;
1 4 1 0.05298092209856915;
1 4 2 0.05298092209856915;
1 4 3 0.07023052464228934;
1 4 4 0.07146263910969793;
1 4 5 0.065302066772655;
1 4 6 0.07146263910969793;
1 4 7 0.07146263910969793;
1 4 8 0.07392686804451509;
1 5 1 0.04933386327503975;
1 5 2 0.0370003974562798;
1 5 3 0.044048092209856914;
1 5 4 0.04052424483306836;
1 5 5 0.04933386327503975;
1 5 6 0.048452901430842604;
1 5 7 0.04052424483306836;
1 5 8 0.04933386327503975;
1 6 1 0.07644038155802861;
1 6 2 0.07644038155802861;
1 6 3 0.05733028616852147;
1 6 4 0.05860429252782194;
1 6 5 0.07007034976152623;
1 6 6 0.06879634340222576;
1 6 7 0.05733028616852147;
1 6 8 0.05478227344992051;
2 1 1 0.06644833068362481;
2 1 2 0.06521780604133547;
2 1 3 0.05537360890302066;
2 1 4 0.0639872813990461;
2 1 5 0.07260095389507154;
2 1 6 0.059065182829888714;
2 1 7 0.06152623211446741;
2 1 8 0.06152623211446741;
2 2 1 0.05855866454689984;
2 2 2 0.04623052464228935;
2 2 3 0.04109379968203498;
2 2 4 0.04623052464228935;
2 2 5 0.05753131955484898;
2 2 6 0.05239459459459459;
2 2 7 0.05547662957074722;
2 2 8 0.0441758346581876;
2 3 1 0.05733100158982511;
2 3 2 0.07917138314785373;
2 3 3 0.05733100158982511;
2 3 4 0.06279109697933227;
2 3 5 0.0819014308426073;
2 3 6 0.0696162162162162;
2 3 7 0.06415612082670905;
2 3 8 0.0819014308426073;
2 4 1 0.07440381558028616;
2 4 2 0.06009538950715421;
2 4 3 0.0643879173290938;
2 4 4 0.07583465818759937;
2 4 5 0.08441971383147852;
2 4 6 0.08585055643879172;
2 4 7 0.08298887122416533;
2 4 8 0.08585055643879172;
2 5 1 0.04194515103338632;
2 5 2 0.06138314785373608;
2 5 3 0.057290937996820356;
2 5 4 0.04603736089030206;
2 5 5 0.059337042925278215;
2 5 6 0.04603736089030206;
2 5 7 0.04501430842607313;
2 5 8 0.043991255961844195;
2 6 1 0.05917965023847377;
2 6 2 0.07397456279809221;
2 6 3 0.06953608903020667;
2 6 4 0.07989252782193959;
2 6 5 0.06065914149443561;
2 6 6 0.07545405405405406;
2 6 7 0.08285151033386329;
2 6 8 0.0636181240063593;
3 1 1 0.05944117647058824;
3 1 2 0.06955882352941177;
3 1 3 0.07335294117647058;
3 1 4 0.053117647058823526;
3 1 5 0.05564705882352942;
3 1 6 0.05944117647058824;
3 1 7 0.053117647058823526;
3 1 8 0.07335294117647058;
3 2 1 0.057017647058823534;
3 2 2 0.043291176470588236;
3 2 3 0.05807352941176471;
3 2 4 0.04645882352941177;
3 2 5 0.0496264705882353;
3 2 6 0.06229705882352941;
3 2 7 0.054905882352941186;
3 2 8 0.06018529411764706;
3 3 1 0.06172941176470588;
3 3 2 0.06172941176470588;
3 3 3 0.06874411764705882;
3 3 4 0.0729529411764706;
3 3 5 0.08417647058823528;
3 3 6 0.06593823529411764;
3 3 7 0.0589235294117647;
3 3 8 0.07996764705882352;
3 4 1 0.08823529411764705;
3 4 2 0.08529411764705881;
3 4 3 0.07058823529411763;
3 4 4 0.06911764705882352;
3 4 5 0.06323529411764706;
3 4 6 0.06764705882352941;
3 4 7 0.07058823529411763;
3 4 8 0.06029411764705882;
3 5 1 0.04626470588235294;
3 5 2 0.047316176470588237;
3 5 3 0.05152205882352941;
3 5 4 0.06308823529411764;
3 5 5 0.04626470588235294;
3 5 6 0.057830882352941176;
3 5 7 0.04836764705882352;
3 5 8 0.045213235294117644;
3 6 1 0.06690588235294118;
3 6 2 0.0866735294117647;
3 6 3 0.07602941176470589;
3 6 4 0.07907058823529413;
3 6 5 0.07298823529411765;
3 6 6 0.06082352941176471;
3 6 7 0.07146764705882354;
3 6 8 0.07146764705882354;
4 1 1 0.07465182829888713;
4 1 2 0.08039427662957076;
4 1 3 0.07895866454689984;
4 1 4 0.07178060413354531;
4 1 5 0.0689093799682035;
4 1 6 0.07178060413354531;
4 1 7 0.06316693163751988;
4 1 8 0.07321621621621623;
4 2 1 0.06472273449920508;
4 2 2 0.06831844197138315;
4 2 3 0.06831844197138315;
4 2 4 0.06472273449920508;
4 2 5 0.07071558028616852;
4 2 6 0.06592130365659778;
4 2 7 0.05393561208267091;
4 2 8 0.06831844197138315;
4 3 1 0.06529364069952305;
4 3 2 0.06370111287758347;
4 3 3 0.08758903020667727;
4 3 4 0.07803386327503974;
4 3 5 0.07962639109697933;
4 3 6 0.09077408585055642;
4 3 7 0.07803386327503974;
4 3 8 0.06688616852146263;
4 4 1 0.0767885532591415;
4 4 2 0.09014308426073131;
4 4 3 0.08680445151033386;
4 4 4 0.07011128775834657;
4 4 5 0.09682034976152622;
4 4 6 0.08680445151033386;
4 4 7 0.07011128775834657;
4 4 8 0.08513513513513514;
4 5 1 0.06564586645468998;
4 5 2 0.0501295707472178;
4 5 3 0.05729093799682034;
4 5 4 0.04774244833068362;
4 5 5 0.05967806041335452;
4 5 6 0.05132313195548489;
4 5 7 0.07042011128775834;
4 5 8 0.06803298887122415;
4 6 1 0.07249507154213036;
4 6 2 0.08457758346581876;
4 6 3 0.09493402225755168;
4 6 4 0.08285151033386327;
4 6 5 0.08457758346581876;
4 6 6 0.07594721780604134;
4 6 7 0.08285151033386327;
4 6 8 0.07076899841017488;
5 1 1 0.0859829093799682;
5 1 2 0.08198370429252783;
5 1 3 0.09598092209856915;
5 1 4 0.07998410174880764;
5 1 5 0.11397734499205087;
5 1 6 0.08198370429252783;
5 1 7 0.09798052464228935;
5 1 8 0.11397734499205087;
5 2 1 0.08681065182829889;
5 2 2 0.09014952305246424;
5 2 3 0.0801329093799682;
5 2 4 0.09849670111287759;
5 2 5 0.07011629570747219;
5 2 6 0.0801329093799682;
5 2 7 0.08180234499205087;
5 2 8 0.08681065182829889;
5 3 1 0.09759920508744037;
5 3 2 0.10203553259141494;
5 3 3 0.08872655007949126;
5 3 4 0.11090818759936406;
5 3 5 0.1042536963434022;
5 3 6 0.1308716613672496;
5 3 7 0.08872655007949126;
5 3 8 0.12643533386327502;
5 4 1 0.12788155802861687;
5 4 2 0.11160572337042923;
5 4 3 0.09300476947535771;
5 4 4 0.10230524642289347;
5 4 5 0.09532988871224164;
5 4 6 0.12323131955484896;
5 4 7 0.09998012718600954;
5 4 8 0.1302066772655008;
5 5 1 0.08977285373608904;
5 5 2 0.08146055246422892;
5 5 3 0.086447933227345;
5 5 4 0.09309777424483308;
5 5 5 0.08811039348171701;
5 5 6 0.08811039348171701;
5 5 7 0.09143531399046105;
5 5 8 0.07647317170111287;
5 6 1 0.12982535771065185;
5 6 2 0.10818779809220985;
5 6 3 0.11059197138314786;
5 6 4 0.10337945151033387;
5 6 5 0.11299614467408584;
5 6 6 0.1370378775834658;
5 6 7 0.11780449125596185;
5 6 8 0.10578362480127186;
6 1 1 0.0971943561208267;
6 1 2 0.10339825119236884;
6 1 3 0.11373807631160575;
6 1 4 0.11167011128775835;
6 1 5 0.10960214626391099;
6 1 6 0.11580604133545311;
6 1 7 0.11373807631160575;
6 1 8 0.11580604133545311;
6 2 1 0.07078692368839427;
6 2 2 0.0966845786963434;
6 2 3 0.07251343402225756;
6 2 4 0.07078692368839427;
6 2 5 0.10013759936406995;
6 2 6 0.09323155802861686;
6 2 7 0.08632551669316375;
6 2 8 0.0759664546899841;
6 3 1 0.11240592209856914;
6 3 2 0.10781792527821939;
6 3 3 0.13305190779014306;
6 3 4 0.11240592209856914;
6 3 5 0.1192879173290938;
6 3 6 0.09864193163751987;
6 3 7 0.1307579093799682;
6 3 8 0.12846391096979332;
6 4 1 0.11542130365659777;
6 4 2 0.1106120826709062;
6 4 3 0.10580286168521462;
6 4 4 0.13465818759936407;
6 4 5 0.12984896661367248;
6 4 6 0.12503974562798092;
6 4 7 0.12263513513513513;
6 4 8 0.10820747217806041;
6 5 1 0.07221045310015897;
6 5 2 0.0911227146263911;
6 5 3 0.10315779014308424;
6 5 4 0.09971919713831477;
6 5 5 0.07221045310015897;
6 5 6 0.09799990063593003;
6 5 7 0.08596482511923688;
6 5 8 0.10315779014308424;
6 6 1 0.13923656597774245;
6 6 2 0.13675019872813993;
6 6 3 0.14918203497615262;
6 6 4 0.13177746422893483;
6 6 5 0.141722933227345;
6 6 6 0.12431836248012719;
6 6 7 0.14420930047694752;
6 6 8 0.12183199523052464;
7 1 1 0.09305842607313196;
7 1 2 0.08271860095389508;
7 1 3 0.08271860095389508;
7 1 4 0.0889224960254372;
7 1 5 0.11580604133545311;
7 1 6 0.1240779014308426;
7 1 7 0.08685453100158982;
7 1 8 0.08271860095389508;
7 2 1 0.08114598569157393;
7 2 2 0.0966845786963434;
7 2 3 0.1035906200317965;
7 2 4 0.0759664546899841;
7 2 5 0.08632551669316375;
7 2 6 0.06906041335453102;
7 2 7 0.09841108903020668;
7 2 8 0.1035906200317965;
7 3 1 0.11469992050874403;
7 3 2 0.13763990461049283;
7 3 3 0.12387591414944356;
7 3 4 0.09634793322734499;
7 3 5 0.10322992845786963;
7 3 6 0.11699391891891892;
7 3 7 0.12158191573926869;
7 3 8 0.09175993640699523;
7 4 1 0.09858903020667725;
7 4 2 0.1442766295707472;
7 4 3 0.1106120826709062;
7 4 4 0.1106120826709062;
7 4 5 0.10820747217806041;
7 4 6 0.09858903020667725;
7 4 7 0.12263513513513513;
7 4 8 0.12023052464228934;
7 5 1 0.08768412162162162;
7 5 2 0.07736834260731319;
7 5 3 0.0825262321144674;
7 5 4 0.0962806041335453;
7 5 5 0.09456130763116058;
7 5 6 0.09799990063593003;
7 5 7 0.07049115659777423;
7 5 8 0.07221045310015897;
7 6 1 0.12183199523052464;
7 6 2 0.12183199523052464;
7 6 3 0.1193456279809221;
7 6 4 0.12680472972972973;
7 6 5 0.14669566772655007;
7 6 6 0.14918203497615262;
7 6 7 0.10940015898251193;
7 6 8 0.1019410572337043;
8 1 1 0.135802066772655;
8 1 2 0.14048489666136726;
8 1 3 0.1217535771065183;
8 1 4 0.10068084260731319;
8 1 5 0.13814348171701113;
8 1 6 0.11004650238473768;
8 1 7 0.13111923688394278;
8 1 8 0.11238791732909378;
8 2 1 0.09187603338632751;
8 2 2 0.08014717806041335;
8 2 3 0.08405679650238473;
8 2 4 0.09969527027027028;
8 2 5 0.07819236883942768;
8 2 6 0.09187603338632751;
8 2 7 0.08014717806041335;
8 2 8 0.08796641494435613;
8 3 1 0.10908815580286167;
8 3 2 0.1558402225755167;
8 3 3 0.12726951510333862;
8 3 4 0.12467217806041334;
8 3 5 0.12207484101748807;
8 3 6 0.1298668521462639;
8 3 7 0.1324641891891892;
8 3 8 0.12726951510333862;
8 4 1 0.149741653418124;
8 4 2 0.11434817170111286;
8 4 3 0.16063195548489664;
8 4 4 0.12251589825119236;
8 4 5 0.15246422893481718;
8 4 6 0.15246422893481718;
8 4 7 0.1279610492845787;
8 4 8 0.16063195548489664;
8 5 1 0.10706528219395867;
8 5 2 0.08759886724960253;
8 5 3 0.08954550874403815;
8 5 4 0.08759886724960253;
8 5 5 0.0973320747217806;
8 5 6 0.08370558426073131;
8 5 7 0.10706528219395867;
8 5 8 0.08759886724960253;
8 6 1 0.1351268680445151;
8 6 2 0.16890858505564388;
8 6 3 0.1520177265500795;
8 6 4 0.157648012718601;
8 6 5 0.16890858505564388;
8 6 6 0.13794201112877583;
8 6 7 0.15483286963434023;
8 6 8 0.11260572337042926;
9 1 1 0.1456120826709062;
9 1 2 0.1359046104928458;
9 1 3 0.140758346581876;
9 1 4 0.09950158982511924;
9 1 5 0.10678219395866455;
9 1 6 0.09707472178060414;
9 1 7 0.10678219395866455;
9 1 8 0.10920906200317965;
9 2 1 0.11751685214626391;
9 2 2 0.10535993640699524;
9 2 3 0.10941224165341813;
9 2 4 0.10941224165341813;
9 2 5 0.095229173290938;
9 2 6 0.08712456279809222;
9 2 7 0.09928147853736088;
9 2 8 0.08307225755166932;
9 3 1 0.15883569157392685;
9 3 2 0.11845373608903019;
9 3 3 0.1534514308426073;
9 3 4 0.15614356120826708;
9 3 5 0.11576160572337042;
9 3 6 0.1426829093799682;
9 3 7 0.11037734499205086;
9 3 8 0.12383799682034977;
9 4 1 0.14109697933227344;
9 4 2 0.16367249602543718;
9 4 3 0.11287758346581876;
9 4 4 0.16367249602543718;
9 4 5 0.16931637519872814;
9 4 6 0.13263116057233704;
9 4 7 0.16931637519872814;
9 4 8 0.15802861685214628;
9 5 1 0.08877821939586644;
9 5 2 0.11097277424483307;
9 5 3 0.10693740063593005;
9 5 4 0.09483127980922097;
9 5 5 0.09886665341812399;
9 5 6 0.09886665341812399;
9 5 7 0.08676053259141495;
9 5 8 0.11097277424483307;
9 6 1 0.1342227344992051;
9 6 2 0.1371406200317965;
9 6 3 0.1517300476947536;
9 6 4 0.14589427662957075;
9 6 5 0.12838696343402226;
9 6 6 0.17215524642289348;
9 6 7 0.17215524642289348;
9 6 8 0.1517300476947536;
10 1 1 0.13315302066772658;
10 1 2 0.15073926868044515;
10 1 3 0.1231037360890302;
10 1 4 0.14822694753577104;
10 1 5 0.14571462639109697;
10 1 6 0.12561605723370428;
10 1 7 0.14571462639109697;
10 1 8 0.13064069952305246;
10 2 1 0.1027773052464229;
10 2 2 0.1048748012718601;
10 2 3 0.1195572734499205;
10 2 4 0.1048748012718601;
10 2 5 0.0964848171701113;
10 2 6 0.08809483306836248;
10 2 7 0.1069722972972973;
10 2 8 0.1237522655007949;
10 3 1 0.14770695548489668;
10 3 2 0.13098541335453098;
10 3 3 0.1560677265500795;
10 3 4 0.14770695548489668;
10 3 5 0.14213310810810809;
10 3 6 0.13377233704292527;
10 3 7 0.15885465023847375;
10 3 8 0.1672154213036566;
10 4 1 0.13730127186009536;
10 4 2 0.17527821939586644;
10 4 3 0.12853736089030207;
10 4 4 0.12561605723370428;
10 4 5 0.15482909379968204;
10 4 6 0.1577503974562798;
10 4 7 0.1577503974562798;
10 4 8 0.15190779014308425;
10 5 1 0.11070280206677266;
10 5 2 0.10861406995230523;
10 5 3 0.1002591414944356;
10 5 4 0.11905773052464226;
10 5 5 0.09399294515103339;
10 5 6 0.08981548092209857;
10 5 7 0.09817040937996818;
10 5 8 0.1253239268680445;
10 6 1 0.12384574721780603;
10 6 2 0.16311391096979336;
10 6 3 0.1419695151033386;
10 6 4 0.14801077106518284;
10 6 5 0.12384574721780603;
10 6 6 0.14801077106518284;
10 6 7 0.15103139904610494;
10 6 8 0.12384574721780603;
]

global d = [
1 1 1 56;
1 1 2 0;
1 1 3 239;
1 1 4 0;
1 1 5 250;
1 1 6 0;
1 1 7 0;
1 1 8 282;
1 2 1 266;
1 2 2 124;
1 2 3 129;
1 2 4 132;
1 2 5 177;
1 2 6 184;
1 2 7 0;
1 2 8 0;
1 3 1 70;
1 3 2 297;
1 3 3 160;
1 3 4 54;
1 3 5 290;
1 3 6 122;
1 3 7 91;
1 3 8 216;
1 4 1 198;
1 4 2 0;
1 4 3 63;
1 4 4 170;
1 4 5 207;
1 4 6 258;
1 4 7 0;
1 4 8 0;
1 5 1 0;
1 5 2 92;
1 5 3 105;
1 5 4 153;
1 5 5 234;
1 5 6 123;
1 5 7 190;
1 5 8 238;
1 6 1 0;
1 6 2 0;
1 6 3 272;
1 6 4 57;
1 6 5 271;
1 6 6 294;
1 6 7 0;
1 6 8 204;
2 1 1 140;
2 1 2 283;
